Ref,Choice R3,Integration [HH] R3,Total Connectivity R3,Choice R3 normal,Integration [HH] R3,Total Connectivity R3
938,0,0.63684219,15,0,0.115957762,0.017130621
939,22,1.3057258,26,0.034055728,0.371509606,0.040685225
940,8,1,21,0.012383901,0.254704842,0.029978587
941,6,0.84912294,15,0.009287926,0.197061165,0.017130621
942,4,0.70398736,10,0.00619195,0.141611062,0.006423983
943,0,0.33333334,7,0,0,0
944,8,1,22,0.012383901,0.254704842,0.032119914
945,6,0.8619656,19,0.009287926,0.201967797,0.025695931
946,6,0.8619656,19,0.009287926,0.201967797,0.025695931
947,8,1,22,0.012383901,0.254704842,0.032119914
948,8,1,22,0.012383901,0.254704842,0.032119914
949,6,0.8619656,18,0.009287926,0.201967797,0.023554604
950,6,0.84912294,15,0.009287926,0.197061165,0.017130621
951,6,0.84912294,14,0.009287926,0.197061165,0.014989293
952,6,0.84912294,14,0.009287926,0.197061165,0.014989293
953,6,0.84912294,14,0.009287926,0.197061165,0.014989293
954,6,0.84912294,13,0.009287926,0.197061165,0.012847966
955,6,0.87255627,11,0.009287926,0.206014039,0.00856531
956,4,0.70398736,9,0.00619195,0.141611062,0.004282655
957,0,0.33333334,7,0,0,0
958,0,0.58170414,15,0,0.094891869,0.017130621
959,8,1.1365665,39,0.012383901,0.306881066,0.068522484
960,26,1.5,54,0.040247678,0.445733476,0.100642398
961,94,2.1428571,53,0.145510836,0.691341703,0.098501071
962,12,1.2906152,41,0.018575851,0.365736491,0.072805139
963,4,0.76619166,25,0.00619195,0.165376667,0.038543897
964,0,0.33333334,10,0,0,0.006423983
965,0,1.3304729,43,0,0.380964415,0.077087794
966,0,1.3304729,43,0,0.380964415,0.077087794
967,0,1.1257849,40,0,0.302761877,0.070663812
968,10,1.4635203,43,0.015479876,0.431796141,0.077087794
969,6,1.2196002,40,0.009287926,0.338604695,0.070663812
970,0,1.3304729,43,0,0.380964415,0.077087794
971,0,1.3304729,43,0,0.380964415,0.077087794
972,20,1.5365106,47,0.030959752,0.459682616,0.085653105
973,6,1.0405263,35,0.009287926,0.27018821,0.059957173
974,6,0.8619656,26,0.009287926,0.201967797,0.040685225
975,8,1.0207884,27,0.012383901,0.262647202,0.042826552
976,8,0.98558021,23,0.012383901,0.249195657,0.034261242
977,8,1.0445806,25,0.012383901,0.271737185,0.038543897
978,26,1.4244281,27,0.040247678,0.416860682,0.042826552
979,8,1.0445806,26,0.012383901,0.271737185,0.040685225
980,8,1,27,0.012383901,0.254704842,0.042826552
981,14,1.2063863,29,0.021671827,0.333556228,0.047109208
982,7,1.2123377,33,0.010835913,0.335830004,0.055674518
983,34,1.550553,38,0.052631579,0.465047617,0.066381156
984,0,0.78571427,25,0,0.172835422,0.038543897
985,14,1.2063863,27,0.021671827,0.333556228,0.042826552
986,20,1.4244281,30,0.030959752,0.416860682,0.049250535
987,6,0.8870222,22,0.009287926,0.211540853,0.032119914
988,0,0.42239243,13,0,0.034025673,0.012847966
989,4,1.1058542,29,0.00619195,0.295147209,0.047109208
990,7,1.1,25,0.010835913,0.292910569,0.038543897
991,0,0.58170414,14,0,0.094891869,0.014989293
992,30,1.4744722,24,0.046439628,0.435980394,0.03640257
993,0,0.76619166,17,0,0.165376667,0.021413276
994,8,1.2186118,104,0.012383901,0.338227069,0.207708779
995,10,1.1058542,32,0.015479876,0.295147209,0.053533191
996,0,0.76619166,17,0,0.165376667,0.021413276
997,50,1.9432633,242,0.077399381,0.615085441,0.503211991
998,12,1.6030675,161,0.018575851,0.485111163,0.329764454
999,2,0.94787496,51,0.003095975,0.234790092,0.094218415
1000,4,1.0445806,52,0.00619195,0.271737185,0.096359743
1001,34,1.7093985,162,0.052631579,0.525735695,0.331905782
1002,6,0.9792943,52,0.009287926,0.246794079,0.096359743
1003,0,0.42239243,15,0,0.034025673,0.017130621
1004,0,0.9807294,95,0,0.24734237,0.188436831
1005,6,0.94787496,43,0.009287926,0.234790092,0.077087794
