Ref,x1,y1,x2,y2,Choice,Choice R3,Choice R5,Choice R7,Choice R9,Choice [Connectivity Wgt],Choice [Connectivity Wgt] R3,Choice [Connectivity Wgt] R5,Choice [Connectivity Wgt] R7,Choice [Connectivity Wgt] R9,Choice [Connectivity Wgt][Norm],Choice [Connectivity Wgt][Norm] R3,Choice [Connectivity Wgt][Norm] R5,Choice [Connectivity Wgt][Norm] R7,Choice [Connectivity Wgt][Norm] R9,Choice [Norm],Choice [Norm] R3,Choice [Norm] R5,Choice [Norm] R7,Choice [Norm] R9,Connectivity,Control,Controllability,Entropy,Entropy R3,Entropy R5,Entropy R7,Entropy R9,Harmonic Mean Depth,Harmonic Mean Depth R3,Harmonic Mean Depth R5,Harmonic Mean Depth R7,Harmonic Mean Depth R9,Integration [HH],Integration [HH] R3,Integration [HH] R5,Integration [HH] R7,Integration [HH] R9,Integration [P-value],Integration [P-value] R3,Integration [P-value] R5,Integration [P-value] R7,Integration [P-value] R9,Integration [Tekl],Integration [Tekl] R3,Integration [Tekl] R5,Integration [Tekl] R7,Integration [Tekl] R9,Intensity,Intensity R3,Intensity R5,Intensity R7,Intensity R9,Line Length,Mean Depth,Mean Depth R3,Mean Depth R5,Mean Depth R7,Mean Depth R9,Mean Depth [Connectivity Wgt],Mean Depth [Connectivity Wgt] R3,Mean Depth [Connectivity Wgt] R5,Mean Depth [Connectivity Wgt] R7,Mean Depth [Connectivity Wgt] R9,Node Count,Node Count R3,Node Count R5,Node Count R7,Node Count R9,RA,RA R3,RA R5,RA R7,RA R9,RA [Penn],RA [Penn] R3,RA [Penn] R5,RA [Penn] R7,RA [Penn] R9,RRA,RRA R3,RRA R5,RRA R7,RRA R9,Relativised Entropy,Relativised Entropy R3,Relativised Entropy R5,Relativised Entropy R7,Relativised Entropy R9,Total Connectivity,Total Connectivity R3,Total Connectivity R5,Total Connectivity R7,Total Connectivity R9,Total Depth,Total Depth R3,Total Depth R5,Total Depth R7,Total Depth R9,xinqiao_try1_Choice_R3,xinqiao_try1_Cluster_Kmeans_850,xinqiao_try1_Integration__HH__R,xinqiao_try1_Total_Connectivity
1156,64780.1196035,3873.15508642,65073.1739957,3887.2725507,8,5,8,8,8,9246,164,958,2608,4726,0.00087163772,0.058311112,0.0089765936,0.0031490568,0.0017173851,6.4295605e-006,0.054945055,0.001015873,0.00012109103,3.1964457e-005,2,0.75,0.33333334,4.0054545,1.3797646,1.4775864,2.0749569,2.5504556,5.0769286,4.5714288,6.5586004,8.5804815,10.593125,0.82814527,1.1768752,1.3096178,1.2292433,1.1224997,0.82814527,1.1768752,1.3096178,1.2292433,1.1224997,0.69207841,0.62482291,0.68194479,0.69584137,0.70035923,0.41248372,1.0892878,0.4374207,0.42982933,0.41559938,293.39423,10.717363,2.4285715,4.4126983,5.8434067,7.1468925,10.136561,2.5466666,4.2770562,5.756022,6.9953113,1579,15,127,365,709,0.01232386,0.21978022,0.054603174,0.026685435,0.017388664,0.64973277,0.2,0.12955466,0.18492834,0.22672352,1.2075176,0.84970772,0.76358157,0.81350863,0.89086878,3.550458,1.8288469,3.177865,3.2650919,3.3159087,4606,75,462,1287,2346,16912,34,556,2127,5060,5,3,1.1768752,75
1157,65015.6097324,3893.54698299,65046.4851159,3724.13734452,3112,14,225,691,1374,27378,602,3262,8544,14738,0.0025809752,0.027043417,0.010117725,0.0051929802,0.0037516502,0.0025010991,0.012411348,0.0093399752,0.0050045266,0.0036098238,2,0.625,0.2,3.9898348,0.89969033,1.7220107,2.2797613,2.739325,5.1248908,6.1414142,8.8894367,11.626448,14.293035,0.92180455,1.8129247,1.6552685,1.4253385,1.2610166,0.92180455,1.8129247,1.6552685,1.4253385,1.2610166,0.69985878,0.71250981,0.71728706,0.71605814,0.71384197,0.45734659,0.53114247,0.54678792,0.50290257,0.48046759,172.20021,9.7300377,2.75,4.1681819,5.5437264,6.7090492,9.1495876,2.6398103,4.0772104,5.4404631,6.5065999,1579,49,221,527,874,0.011071703,0.074468084,0.028933167,0.017309433,0.01309415,0.67377096,0.096774191,0.19885057,0.23763955,0.28267127,1.0848286,0.55159485,0.60413158,0.70158774,0.79301101,3.4508348,2.6528008,2.8372924,3.0024548,3.0699413,4606,211,803,1814,2803,15354,132,917,2916,5857,14,2,1.8129247,211
1158,64643.5353535,3845.96588352,64794.7723393,3847.01162038,903,7,64,181,352,14407,256,1469,3845,7058,0.0013581748,0.055555556,0.012337074,0.0045713703,0.0025237675,0.00072573667,0.036842104,0.0067703375,0.0026803697,0.0013751611,2,0.83333331,0.40000001,4.0214987,1.0708621,1.5580204,2.1406398,2.5839114,5.0573864,4.4444447,6.4062243,8.3783398,10.347945,0.83128959,1.2639573,1.3724846,1.2538044,1.1326174,0.83128959,1.2639573,1.3724846,1.2538044,1.1326174,0.69235063,0.64386868,0.68890703,0.69789189,0.70131844,0.41570845,0.70275319,0.46977189,0.45111144,0.42385367,151.2406,10.680609,2.6500001,4.347826,5.7608695,7.1061454,10.105297,2.6354167,4.2172132,5.6969929,6.9640594,1579,21,139,369,717,0.012277246,0.17368421,0.048873372,0.025944794,0.017080126,0.6510576,0.10810811,0.14760147,0.19890261,0.23190443,1.2029502,0.79116601,0.72860569,0.79757249,0.88291073,3.5525076,2.3500679,3.067776,3.1860807,3.2909029,4606,96,488,1297,2365,16854,53,600,2120,5088,7,3,1.2639573,96
1159,64778.5496916,3855.37752638,64789.5392097,3811.97937432,47,8,17,31,37,9537,118,617,1845,3906,0.00089907082,0.1723886,0.019586992,0.0054878048,0.0023378134,3.7773669e-005,0.22222222,0.0087045571,0.0011979288,0.00026195432,2,0.83333331,0.40000001,4.0317378,1.5142466,1.4918714,1.9798692,2.4018106,5.0054021,3.6923077,5.0648012,6.6165404,8.1810865,0.75395,1,1.0392693,1.0691711,1.0096476,0.75395,1,1.0392693,1.0691711,1.0096476,0.68540329,0.57812965,0.63995576,0.67317456,0.68589687,0.37799037,1.5142466,0.4482618,0.40194154,0.37431726,44.767948,11.673637,2.2222223,4.3968253,5.9517546,7.4304509,11.09835,2.2972972,4.3505974,5.9000001,7.3484683,1579,10,64,229,533,0.013536636,0.30555555,0.10957501,0.043627791,0.024220156,0.62841129,0.26666668,0.11570248,0.16184112,0.18933649,1.3263479,1,0.96221453,0.93530405,0.99044454,3.6508446,1.4379251,3.1729801,3.3799961,3.5086083,4606,37,251,820,1828,18421,20,277,1357,3953,6,3,1,37
1160,64779.1485936,3819.02952293,64832.0087967,3822.30998618,2294,13,73,300,743,27296,283,1936,6019,12196,0.002573245,0.095462978,0.01814059,0.0072677042,0.0044319145,0.0018436764,0.12380952,0.009269841,0.0045409137,0.0029686987,3,1.0833334,0.42857143,4.007935,1.4528196,1.5084257,2.0856874,2.5559795,5.2236333,5.647059,8.0120296,10.438506,12.852594,0.82830733,1.31797,1.3188188,1.2313386,1.1232741,0.82830733,1.31797,1.3188188,1.2313386,1.1232741,0.69209242,0.64956075,0.68273306,0.69599992,0.70041692,0.41281992,1.2234269,0.44969496,0.432789,0.41678691,52.961895,10.715463,2.3333333,4.3888888,5.835165,7.1426554,10.134607,2.4675324,4.257576,5.7490287,6.9914746,1579,16,127,365,709,0.012321449,0.19047619,0.054222222,0.026640026,0.017376678,0.64980125,0.25925925,0.13562752,0.1863153,0.22725658,1.2072814,0.75874263,0.75825429,0.81212431,0.89025468,3.5513191,1.7175666,3.1536779,3.2606938,3.3150671,4606,77,462,1287,2346,16909,35,553,2124,5057,11,3,1.31797,77
1161,64670.6990364,3607.93912073,64710.021638,3442.28658589,13543,40,450,2324,4770,109440,977,8245,27340,48535,0.010317113,0.076328129,0.018702062,0.01661705,0.0130819,0.010884442,0.056899004,0.015055202,0.017090622,0.01369922,3,0.875,0.23076923,4.0355725,1.1993515,1.5561286,2.2563634,2.7390924,5.5185881,8.4507046,12.093098,15.667411,19.105961,0.89630008,1.8188498,1.6022201,1.4404539,1.2709483,0.89630008,1.8188498,1.6022201,1.4404539,1.2709483,0.69780445,0.71263438,0.71537554,0.71690536,0.71374148,0.44978958,0.79279172,0.4645724,0.50387621,0.48856011,170.25578,9.9784536,2.5789473,4.3673468,5.4885058,6.6143713,9.3445501,2.5250001,4.2662406,5.3401322,6.3942733,1579,39,246,523,836,0.011386752,0.085348509,0.027601205,0.017230349,0.01346372,0.66448802,0.1780822,0.14948453,0.24686596,0.29440096,1.1156977,0.54979801,0.624134,0.69422561,0.78681409,3.5612171,2.2365775,3.1071966,2.9800324,3.0358887,4606,160,939,1814,2724,15746,98,1070,2865,5523,34,2,1.8188498,160
1162,64353.7325605,3435.77408504,64450.8158706,3461.35684243,4501,13,91,610,1402,50897,316,2472,11019,20738,0.0047981553,0.1407886,0.02409251,0.011521999,0.0080278264,0.0036174315,0.095588237,0.018019803,0.0080831107,0.0060551092,3,0.91666669,0.375,4.0481935,1.4441595,1.6000413,1.9810317,2.5424201,5.4843836,6.2068968,8.5189018,11.138881,13.660957,0.80719423,1.4028426,1.2523175,1.2253133,1.1304951,0.80719423,1.4028426,1.2523175,1.2253133,1.1304951,0.69024324,0.66319418,0.6725027,0.69679922,0.70022947,0.40633762,1.1815851,0.48717672,0.40260676,0.42065272,100.39745,10.969582,2.3529413,4.3267326,5.9357328,7.0543318,10.334998,2.283582,4.3818984,5.7910342,6.8578973,1579,18,102,390,682,0.012643731,0.16911764,0.066534653,0.02544192,0.017806858,0.64064139,0.25806451,0.14720812,0.16990921,0.23817442,1.2388592,0.71283835,0.79851955,0.81611782,0.88456827,3.6512399,1.7547162,3.0610907,3.3800879,3.2850451,4606,67,453,1383,2273,17310,40,437,2309,4804,15,3,1.4028426,67
1163,64427.8786074,3450.16437698,64495.6235293,3512.52234601,825,16,29,65,205,18674,170,639,3303,6848,0.001760433,0.26234567,0.046942148,0.007492166,0.0041621639,0.00066304841,0.35555556,0.037179489,0.0021746403,0.0015075635,3,1.3333334,0.42857143,4.0540948,1.5531402,1.8215808,1.6750187,2.3122849,5.2817421,4.3636365,5.5191636,7.2042274,8.8895025,0.73403352,1.3270249,0.96306062,1.0238819,1.0035633,0.73403352,1.3270249,0.96306062,1.0238819,1.0035633,0.68352294,0.65321249,0.61831838,0.67065549,0.68499994,0.37004542,1.8982824,0.61722982,0.31942219,0.35970405,92.075462,11.963244,2,4.0500002,6.2693877,7.4425287,11.32957,2.0277777,4.151515,6.1927581,7.3020949,1579,11,41,246,523,0.013903924,0.22222222,0.15641026,0.043191701,0.024731396,0.61832905,0.41176471,0.18666667,0.10904071,0.18768115,1.3623356,0.75356531,1.0383563,0.97667515,0.99644935,3.7460105,1.229477,2.7617438,3.8024924,3.5696931,4606,36,165,939,1814,18878,20,162,1536,3885,16,3,1.3270249,36
1164,64473.7531338,3499.73097291,64544.1651843,3521.58290848,17,8,17,17,17,9296,84,222,990,2850,0.00087635132,0.23045267,0.093257718,0.0096486993,0.0029800977,1.3662816e-005,0.22222222,0.11111111,0.0033663367,0.00022526701,2,0.83333331,0.40000001,4.0573268,1.5142466,2.1082275,1.7414325,2.0180109,4.8826642,3.6923077,3.475862,4.4741769,5.5496135,0.67292565,1,0.78532761,0.80763662,0.87750894,0.67292565,1,0.78532761,0.80763662,0.87750894,0.67748845,0.57812965,0.56218964,0.62534833,0.66732895,0.33950818,1.5142466,0.91037101,0.34158868,0.29366577,73.724922,12.958809,2.2222223,3.5,6.1584158,7.8920307,12.325663,2.1481481,3.710145,6.2869759,7.7599421,1579,10,19,102,390,0.015166529,0.30555555,0.29411766,0.10316832,0.035525933,0.59741867,0.26666668,0.27419356,0.10940171,0.12841353,1.4860483,1,1.2733539,1.2381806,1.1395895,3.8392811,1.4379251,2.1242371,3.7579145,3.9594305,4606,27,69,453,1383,20449,20,63,622,3070,8,3,1,27
1165,64520.1610804,3518.38505962,64603.9087742,3483.208778,2347,6,23,153,589,22822,78,504,3246,7796,0.0021514727,0.18549345,0.037024792,0.0073628733,0.0047383513,0.0018862723,0.21428572,0.02948718,0.0051187687,0.0043314877,2,1,0.5,4.0517454,1.4843777,1.731105,1.6599394,2.3051922,5.0181227,3.2,4.299674,5.638598,6.9771223,0.73377901,0.8870222,0.91791713,1.0191454,1.001776,0.73377901,0.8870222,0.91791713,1.0191454,1.001776,0.68349862,0.54406804,0.61220032,0.67022169,0.68484962,0.36970276,1.4843777,0.55886066,0.31508109,0.35796186,90.835274,11.967047,2.25,4.1999998,6.2938776,7.4540229,11.334347,2.3103449,4.2848487,6.2161875,7.3142228,1579,9,41,246,523,0.013908747,0.35714287,0.16410257,0.043392438,0.02477552,0.61819667,0.23076923,0.14666666,0.10489993,0.18623188,1.3628081,1.1273675,1.0894229,0.98121428,0.99822712,3.7413895,1.47219,2.8421633,3.7981656,3.5644257,4606,29,165,939,1814,18884,18,168,1542,3891,6,3,0.8870222,29
1166,64581.5049314,3486.40661568,64709.5268635,3493.33528636,5480,8,80,620,1610,41114,180,1608,7758,15838,0.0038758938,0.096748188,0.015671827,0.0081121391,0.0061310022,0.0044042491,0.076190479,0.015841585,0.0082156202,0.006953442,2,0.83333331,0.40000001,4.0436749,1.2516145,1.5300922,1.9627373,2.5319586,5.2124166,4.2857141,6.0622792,7.971179,9.8287458,0.80688649,1.1460608,1.230347,1.2214961,1.1288522,0.80688649,1.1460608,1.230347,1.2214961,1.1288522,0.690216,0.62060714,0.67046273,0.69651175,0.70010716,0.40572932,0.91026509,0.45768154,0.39764547,0.41831291,128.20929,10.973384,2.5333333,4.3861384,5.9511566,7.0631423,10.340208,2.5081968,4.4348783,5.8083878,6.8684559,1579,16,102,390,682,0.012648553,0.21904762,0.067722775,0.025521427,0.017832773,0.64050436,0.14814815,0.13197969,0.16731517,0.23706578,1.2393317,0.872554,0.81277883,0.81866819,0.8858555,3.6493049,2.0501473,3.1212659,3.3875709,3.286804,4606,61,453,1383,2273,17316,38,443,2315,4810,8,3,1.1460608,61
1167,64331.862138,3512.52234601,64394.2686407,3338.69686965,17828,43,605,3251,6487,151561,1206,11565,39479,68984,0.014287939,0.090782493,0.026232788,0.023995046,0.01859363,0.014328276,0.058029689,0.020240882,0.023907753,0.018630365,4,1.0416666,0.26666668,4.0389833,1.2865587,1.5780237,2.2666621,2.7455351,5.6152954,10.455445,14.791104,19.042519,23.100275,0.89655322,1.9202406,1.6100262,1.4429172,1.2720336,0.89655322,1.9202406,1.6100262,1.4429172,1.2720336,0.69782507,0.72211206,0.71589369,0.71706325,0.71381354,0.45029691,0.88728184,0.47340712,0.50704205,0.49012756,184.68857,9.9759188,2.5128205,4.3510203,5.4808431,6.609581,9.3410769,2.4539878,4.2492013,5.3313122,6.3883996,1579,40,246,523,836,0.011383537,0.079622135,0.027467381,0.017200932,0.013452232,0.66458273,0.21333334,0.15360825,0.24815172,0.295003,1.1153828,0.52076805,0.62110788,0.69304043,0.78614277,3.561939,2.1132929,3.0893767,2.9747043,3.0340602,4606,163,939,1814,2724,15742,98,1066,2861,5519,53,2,1.9202406,163
1168,64359.0626019,3376.00505424,64708.4558069,3484.19878621,5226,26,135,812,1729,45718,397,2773,10999,19711,0.0043099215,0.17687681,0.027026106,0.011501086,0.0076302676,0.0042001102,0.19117647,0.026732674,0.010759813,0.0074673924,4,1.9166666,0.5,4.0484242,1.4644111,1.603615,1.9819664,2.5429547,5.5180087,6.5454545,8.9421072,11.68102,14.312708,0.80724555,1.4666082,1.2560557,1.2259518,1.1307693,0.80724555,1.4666082,1.2560557,1.2259518,1.1307693,0.69024777,0.67273146,0.67284745,0.69684726,0.70024985,0.40638664,1.2552096,0.48972675,0.4030067,0.42084324,365.76154,10.968948,2.2941177,4.3168316,5.9331617,7.0528636,10.334563,2.2537313,4.3774834,5.789588,6.857017,1579,18,102,390,682,0.012642927,0.16176471,0.066336632,0.02542867,0.01780254,0.64066428,0.29032257,0.14974619,0.17034155,0.2383592,1.2387804,0.68184537,0.796143,0.81569278,0.8843537,3.6524808,1.7119834,3.0651424,3.3825533,3.2868769,4606,67,453,1383,2273,17309,39,436,2308,4803,24,3,1.4666082,67
1169,64389.8488298,3485.59722509,64427.4755559,3390.53575821,17,11,17,17,17,13899,167,576,2898,5523,0.0013102847,0.23130193,0.042314049,0.006573508,0.0033568386,1.3662816e-005,0.2,0.021794872,0.00056875212,0.00012501747,3,0.91666669,0.375,4.054563,1.5262643,1.8396021,1.6780223,2.3136978,5.3108268,4.6153846,5.6873207,7.4189739,9.1509771,0.7341184,1.4244281,0.97911161,1.0254705,1.0041605,0.7341184,1.4244281,0.97911161,1.0254705,1.0041605,0.68353105,0.67118776,0.62045318,0.67080069,0.68505013,0.37013093,1.8315172,0.63381249,0.32049182,0.36013806,102.23724,11.961977,2,4,6.2612243,7.4386973,11.327616,1.8947369,4.0969696,6.1831737,7.2971334,1579,12,41,246,523,0.013902318,0.2,0.15384616,0.043124791,0.024716688,0.61837316,0.42105263,0.2,0.11042098,0.18816425,1.3621781,0.70203614,1.0213341,0.97516209,0.99585676,3.7476547,1.2649173,2.7367985,3.8045673,3.5717566,4606,38,165,939,1814,18876,22,160,1534,3883,7,3,1.4244281,38
1170,64407.5871501,3400.20302811,64433.9258394,3338.43992292,0,0,0,0,0,4601,26,160,934,1809,0.00043374489,0.054110304,0.011753903,0.002118584,0.0010994968,0,0,0,0,0,1,0.25,0.25,4.0504794,1.4005014,1.68234,1.651812,2.3013694,4.7545452,2.5263157,3.4523976,4.542201,5.6315064,0.73369426,0.80638385,0.9037953,1.0175762,1.0011817,0.73369426,0.80638385,0.9037953,1.0175762,1.0011817,0.68349057,0.52244276,0.61025029,0.67007762,0.68479961,0.36954451,1.2604512,0.53469723,0.31305528,0.35715613,67.144676,11.968314,2.375,4.25,6.3020411,7.4578543,11.334129,2.3225806,4.2787881,6.2151227,7.3136716,1579,9,41,246,523,0.013910354,0.39285713,0.16666667,0.043459352,0.024790227,0.61815256,0.15384616,0.13333334,0.10351967,0.18574879,1.3629656,1.2401042,1.1064452,0.98272735,0.99881971,3.7403762,1.602149,2.8871961,3.8000748,3.5642564,4606,31,165,939,1814,18886,19,170,1544,3893,0,3,0.80638385,31
1171,64340.9340941,3466.79976266,64466.1773112,3503.32055511,3674,8,75,555,1202,36785,235,1975,8776,15915,0.0034677908,0.11124261,0.019248668,0.0091766091,0.0061608092,0.0029527757,0.06666667,0.014851485,0.0073543051,0.0051913275,3,1.0833334,0.42857143,4.0466814,1.4185407,1.576634,1.9749098,2.5389192,5.436491,5.7600002,7.9733739,10.438502,12.817201,0.80709165,1.3304729,1.2449074,1.2240382,1.1299469,0.80709165,1.3304729,1.2449074,1.2240382,1.1299469,0.69023412,0.65185225,0.6718173,0.69670326,0.7001887,0.40613422,1.1483425,0.47720081,0.40094471,0.41986978,130.4593,10.970849,2.375,4.3465347,5.9408741,7.0572686,10.336083,2.3076923,4.3929358,5.7946491,6.8600969,1579,17,102,390,682,0.012645339,0.18333334,0.066930696,0.025468422,0.017815497,0.64059573,0.24137931,0.14213198,0.16904452,0.23780487,1.2390167,0.75161242,0.80327266,0.81696796,0.88499731,3.6508121,1.7951456,3.0846663,3.3834682,3.2861357,4606,65,453,1383,2273,17312,38,439,2311,4806,8,3,1.3304729,65
1172,64449.153452,3504.09544382,64465.8053114,3471.15944693,6,4,6,6,6,9238,82,356,1904,3654,0.00087088352,0.14186852,0.026152434,0.0043188264,0.0022208742,4.8221705e-006,0.11111111,0.0076923077,0.00020073603,4.4123812e-005,2,0.66666669,0.33333334,4.0529709,1.5142466,1.7783017,1.6678056,2.3088923,5.1477461,3.6923077,4.8391037,6.3329372,7.8265624,0.73390627,1.1,0.93994713,1.0215081,1.0026689,0.73390627,1.1,0.93994713,1.0215081,1.0026689,0.68351078,0.60206002,0.61520743,0.67043829,0.68492472,0.36987871,1.6824962,0.58798689,0.31730872,0.35885605,36.906155,11.965146,2.1111112,4.125,6.2816324,7.448276,11.33109,2.1176472,4.1939392,6.200213,7.3059535,1579,10,41,246,523,0.013906335,0.27777779,0.16025642,0.043292072,0.024753459,0.61826283,0.33333334,0.16666667,0.10697033,0.18695652,1.3625718,0.90909094,1.0638896,0.97894472,0.99733824,3.7434642,1.3243603,2.7940533,3.7988334,3.5663502,4606,34,165,939,1814,18881,19,165,1539,3888,4,3,1.1,34
1173,66276.9554384,4922.32945535,66290.6203548,4770.85738288,0,0,0,0,0,4601,82,606,1593,2557,0.00043374489,0.021667328,0.0032465358,0.0012476484,0.00077911664,0,0,0,0,0,1,0.25,0.25,3.989871,1.0744603,1.439615,2.0261092,2.5723474,4.6951447,2.8085105,4.111517,5.4338679,6.7374578,0.86000133,1.054376,1.3431646,1.2810699,1.173558,0.86000133,1.054376,1.3431646,1.2810699,1.173558,0.69479948,0.60453099,0.6867581,0.7036112,0.70596546,0.42668515,0.71630687,0.42288691,0.41589528,0.42899746,152.0872,10.357414,2.6666667,4.4357142,5.8847008,7.0050955,9.7283974,2.7126436,4.3633389,5.687109,6.7470727,1579,16,141,452,786,0.011867361,0.23809524,0.049434736,0.021709781,0.015319121,0.66270727,0.074074075,0.12545455,0.17951582,0.24503523,1.1627889,0.94842827,0.74451041,0.78059757,0.85210961,3.5433266,2.285943,3.2043257,3.3042791,3.2372179,4606,87,611,1598,2562,16344,40,621,2654,5499,0,3,1.054376,87
1174,65779.0585066,4380.99543351,66072.0674428,4503.80389297,2469,15,120,487,1074,28148,574,3015,8729,15424,0.0026535646,0.044288415,0.013717983,0.0059287059,0.0040583871,0.0019843231,0.023809524,0.0093167704,0.0042362562,0.0029417807,3,0.79166669,0.23076923,3.9475012,1.2303846,1.7268051,2.1598132,2.6386647,5.383204,8.3890581,11.659051,15.173031,18.589035,0.9010061,1.8020762,1.4945164,1.3325332,1.204766,0.9010061,1.8020762,1.4945164,1.3325332,1.204766,0.69818699,0.71104366,0.70112705,0.70832139,0.70967072,0.44228369,0.82771325,0.54108787,0.45464778,0.44401357,317.7045,9.9315586,2.5555556,4.2173915,5.7624998,6.9508772,9.3132868,2.4472051,4.1206636,5.6043124,6.6815381,1579,37,162,481,856,0.011327278,0.088888891,0.040217392,0.019885177,0.013936481,0.66624039,0.1884058,0.18296529,0.20041972,0.2522046,1.1098704,0.55491549,0.66911274,0.75045031,0.83003664,3.4485826,2.1852481,2.8943207,3.1886811,3.2004049,4606,161,663,1716,2757,15672,92,679,2766,5943,17,2,1.8020762,161
1175,65886.825222,4573.06552581,65999.8346339,4314.64394748,26,3,11,15,17,9326,144,722,2372,4644,0.00087917945,0.06415683,0.013022031,0.0035933922,0.0017851373,2.0896072e-005,0.03846154,0.0040725656,0.00031934597,7.4073105e-005,2,0.83333331,0.5,3.9509494,1.2118778,1.6658678,1.9209757,2.4080725,4.9464922,3.5999999,5.0808482,6.6708431,8.2639189,0.81043971,1.0405263,1.1499453,1.1300759,1.0665348,0.81043971,1.0405263,1.1499453,1.1300759,1.0665348,0.69052994,0.598104,0.65586972,0.68466485,0.69527948,0.39817137,0.89296257,0.52058369,0.38147035,0.37622672,282.05112,10.929658,2.5384614,4.2567568,6.0553746,7.4115043,10.31155,2.5522387,4.2252254,5.9086161,7.1942129,1579,14,75,308,679,0.012593098,0.25641027,0.089226216,0.033041663,0.018940929,0.64208049,0.13043478,0.15734266,0.14772104,0.19320713,1.233898,0.96105218,0.86960661,0.88489628,0.93761599,3.5560939,2.0734444,2.9207816,3.482254,3.4918325,4606,67,333,1149,2281,17247,33,315,1859,5025,1,3,1.0405263,67
