Cluster_Kmeans_809962,Ref,x1,y1,x2,y2,Choice R7,Integration [HH] R7,Total Connectivity R7,choice归一化,integration归一化,connectivity归一化
3,1056,66078.84497,3203.808525,66418.40755,3170.358803,0,0.78370541,248,0,0.299681045,0.081043478
3,1057,66551.45427,3179.252615,66704.35408,3165.605607,158,0.95512611,422,0.00227067,0.412501819,0.141565217
3,1058,66562.53978,3072.026211,66629.55771,3352.487299,0,0.78570467,255,0,0.300996861,0.083478261
3,1059,66505.13308,3678.057731,66837.90445,3612.537589,64,1.088851,723,0.000919765,0.500513042,0.24626087
3,1060,66478.68404,3558.583618,66817.32785,3495.997232,160,1.088851,723,0.002299412,0.500513042,0.24626087
3,1061,66571.66428,3524.356692,66599.069,3672.021468,1,0.92475891,421,1.43713E-05,0.392515604,0.141217391
3,1062,66964.39952,3575.277819,67448.6541,3516.1521,0,0.75866395,218,0,0.283199973,0.070608696
3,1063,67345.01446,3680.165779,67351.24979,3852.115729,243,0.92149466,306,0.003492232,0.390367233,0.101217391
3,1064,67219.06062,3741.220472,67357.48514,3739.351443,0,0.76266187,200,0,0.28583121,0.064347826
3,1065,67335.03792,3784.830959,67436.67392,3790.438023,20,0.77303821,200,0.000287427,0.292660413,0.064347826
3,1066,67413.60318,3796.045087,67451.63875,3705.086056,21,0.80185109,218,0.000301798,0.31162365,0.070608696
3,1067,67406.74431,3766.140748,67504.63913,3778.600892,131,0.94672519,333,0.001882644,0.406972742,0.110608696
2,1068,66193.45883,4694.764199,66236.15089,4309.429422,2166,1.5261648,2277,0.031128293,0.788331731,0.786782609
2,1069,66035.33006,4679.938032,66107.3148,4235.548619,3237,1.5281842,2277,0.046519983,0.789660802,0.786782609
2,1070,66182.40854,4542.864449,66552.73377,4589.11599,1678,1.5074985,2072,0.024115086,0.77604648,0.715478261
2,1071,66431.33733,4719.604311,66445.50942,4653.254021,107,1.3894383,1867,0.001537732,0.698344994,0.644173913
2,1072,66382.34236,4652.849449,66514.34532,4667.818724,2,1.1863215,1359,2.87427E-05,0.564663388,0.467478261
2,1073,66500.57814,4722.436339,66515.15515,4573.552757,856,1.3950115,1867,0.012301855,0.702013003,0.644173913
2,1074,66385.58171,4711.51282,66402.58822,4563.842967,738,1.3950115,1867,0.010606039,0.702013003,0.644173913
2,1075,66387.60629,4622.101755,66513.53549,4640.30763,9,1.1863215,1359,0.000129342,0.564663388,0.467478261
2,1076,66362.09652,4593.376933,66520.01417,4612.391953,169,1.3108312,1712,0.002428754,0.646609621,0.59026087
2,1077,66424.85867,4562.224666,66428.90783,4634.643573,100,1.2851865,1594,0.001437133,0.629731526,0.549217391
2,1078,66375.05386,4619.269726,66378.58482,4394.601152,908,1.5176414,2277,0.013049164,0.782722044,0.786782609
2,1079,66376.29023,4379.255879,66379.18637,4225.161742,5821,1.5646374,2232,0.083655491,0.813652527,0.771130435
2,1080,66375.87178,4245.446543,66435.94896,4162.237484,1681,1.3733706,1762,0.0241582,0.687770015,0.607652174
2,1081,66305.02235,4088.722479,66560.03637,4255.531448,2969,1.3364731,1702,0.042668468,0.663485874,0.586782609
2,1082,66343.76729,4180.16334,66515.47153,4291.682595,21,1.1667064,1268,0.000301798,0.551753683,0.435826087
2,1083,66363.8319,4267.654346,66561.56461,4328.392437,1621,1.4377111,1963,0.02329592,0.730115805,0.677565217
2,1084,66365.86778,4308.5554,66558.25637,4361.284068,47,1.4343675,1963,0.000675452,0.72791521,0.677565217
2,1085,66371.87991,4337.923265,66558.92437,4389.984487,10,1.4343675,1963,0.000143713,0.72791521,0.677565217
2,1086,66229.59251,4295.873818,66288.37792,4247.149851,204,1.5425849,2184,0.002931751,0.799138643,0.754434783
2,1087,66257.64918,4249.152212,66386.57626,4297.876169,20,1.3515685,1714,0.000287427,0.673420932,0.590956522
2,1088,66416.63697,4285.194598,66476.0904,4187.079217,182,1.2397857,1467,0.002615581,0.599850926,0.505043478
2,1089,66464.73412,4307.220496,66505.48311,4241.142789,153,1.2235875,1467,0.002198813,0.589190058,0.505043478
2,1090,66325.1188,4133.015645,66516.17135,4263.836145,6,1.1667064,1268,8.6228E-05,0.551753683,0.435826087
2,1091,66316.74009,4101.234046,66442.77435,3886.150272,2866,1.2085834,1286,0.041188221,0.579315089,0.442086957
3,1092,66139.54338,3696.410595,66627.63101,4037.130125,1435,1.1498494,950,0.020622853,0.540659224,0.325217391
3,1093,66427.57298,4027.570846,66493.43864,3931.221547,62,0.98648208,553,0.000891022,0.433138794,0.187130435
3,1094,66302.72957,3923.049064,66464.59551,4052.088306,236,1.0224435,789,0.003391633,0.456806853,0.269217391
3,1095,66445.22326,4064.131967,66462.44302,4029.291366,4,0.83920503,419,5.74853E-05,0.336208198,0.140521739
3,1096,66360.41583,4003.483524,66483.10677,4084.778238,91,1.0203758,789,0.001307791,0.455445994,0.269217391
3,1097,66434.46088,4119.618839,66474.92737,4064.992221,0,0.83264875,419,0,0.331893173,0.140521739
3,1098,66281.63534,4012.516272,66457.2771,4126.070802,147,1.0183166,789,0.002112585,0.454090728,0.269217391
3,1099,66319.08835,3964.341618,66379.3576,4006.494436,0,1.0162656,789,0,0.45274086,0.269217391
3,1100,66306.074,3936.862152,66362.55489,3839.136435,91,0.99248809,553,0.001307791,0.437091658,0.187130435
3,1101,66303.31886,3847.394944,66430.05642,3934.797519,19,1.0183166,789,0.000273055,0.454090728,0.269217391
3,1102,66289.54303,3876.987938,66409.3927,3958.884841,13,1.0183166,789,0.000186827,0.454090728,0.269217391
2,1103,66105.61079,4228.176669,66204.51794,4011.024863,2763,1.5470256,2184,0.039707975,0.802061296,0.754434783
2,1104,66102.14037,3962.04651,66212.3264,4019.693603,175,1.3327248,1678,0.002514982,0.661018925,0.578434783
2,1105,66081.75162,3989.786457,66117.75728,3957.712146,6,1.1293465,1206,8.6228E-05,0.527165212,0.41426087
2,1106,66037.50368,3962.913385,66090.42769,3990.219895,463,1.3369132,1679,0.006653924,0.663775526,0.578782609
2,1107,65971.16114,4150.766241,66050.19559,3955.09413,3618,1.5514919,2184,0.051995459,0.805000798,0.754434783
2,1108,66013.12633,4174.526415,66100.55384,4025.675848,508,1.5436927,2184,0.007300634,0.799867743,0.754434783
2,1109,66004.03389,4041.748915,66200.57088,4143.079121,508,1.3406425,1679,0.007300634,0.66622997,0.578782609
2,1110,66166.99872,4171.731103,66213.16042,4070.400908,7,1.1307347,1206,0.000100599,0.528078858,0.41426087
2,1111,66164.20103,4080.883339,66239.73839,4087.87163,152,1.3314908,1678,0.002184442,0.660206766,0.578434783
2,1112,65992.70321,3936.207734,65998.47368,4096.314067,1156,1.3393971,1679,0.016613253,0.665410308,0.578782609
2,1113,65924.3522,3965.389334,66059.73648,3913.942425,532,1.1321265,1206,0.007645546,0.528994873,0.41426087
3,1114,66048.6394,3924.586618,66054.85376,3865.156567,168,0.92429549,763,0.002414383,0.392210603,0.260173913
3,1115,66037.09847,3874.913743,66105.90031,3870.478658,40,0.67413312,334,0.000574853,0.227565889,0.110956522
3,1116,66081.47859,3827.759136,66097.45839,3875.657988,0,0.43689319,98,0,0.071426098,0.028869565
2,1117,65533.14882,3903.697313,65598.52845,3635.139295,0,1.5414786,2184,0,0.79841053,0.754434783
2,1118,65243.96849,3771.166269,65275.82175,3563.571617,1857,1.4379989,1814,0.026687553,0.730305221,0.62573913
2,1119,65322.55705,3991.175815,65614.35789,4058.962199,441,1.2956997,1712,0.006337755,0.636650803,0.59026087
2,1120,65462.62145,4169.752832,65542.8667,3913.913929,1388,1.5126721,2277,0.019947401,0.779451492,0.786782609
3,1121,65342.25361,4011.584621,65375.0812,3895.691781,3,1.0869043,1144,4.3114E-05,0.499231819,0.392695652
2,1122,65262.73787,3848.314214,65381.64672,3919.745015,164,1.2956997,1712,0.002356898,0.636650803,0.59026087
2,1123,65348.08964,3917.558356,65382.37623,3831.549835,1111,1.5126721,2277,0.015966544,0.779451492,0.786782609
2,1124,64105.24152,4197.297823,64206.47912,4197.763962,1781,1.3964092,1604,0.025595332,0.702932902,0.552695652
2,1125,64184.08555,4199.162379,64876.92107,3979.643285,1022,1.2334278,1203,0.014687496,0.595666465,0.413217391
2,1126,64653.03014,3897.564713,64667.41701,3613.664319,4598,1.4549303,1828,0.066079358,0.741448645,0.630608696
2,1127,64651.09734,3859.490005,64710.83655,4395.513533,5321,1.3404305,1468,0.076469827,0.666090442,0.505391304
2,1128,64131.09457,4016.57272,64786.97159,4211.192966,4093,1.4125742,1612,0.058821839,0.713571919,0.555478261
2,1129,64360.54549,4266.863017,64652.22034,4164.791529,906,1.2062823,1195,0.013020422,0.577800617,0.410434783
3,1130,64635.33128,4133.639463,64840.06275,4115.183061,802,1.1534929,973,0.011525804,0.543057199,0.333217391
3,1131,64785.44775,4162.259538,64792.69106,4083.132962,45,0.96749401,578,0.00064671,0.420641769,0.195826087
3,1132,64785.08708,4089.429729,64828.23467,4088.670061,2,0.78316283,310,2.87427E-05,0.299323946,0.102608696
3,1133,64822.1522,4084.112055,64837.74697,4159.074539,119,0.96749401,578,0.001710188,0.420641769,0.195826087
2,1134,64405.98302,4047.702675,64481.21104,4272.212498,459,1.2135533,1195,0.006596439,0.582586035,0.410434783
3,1135,64955.34307,4415.284698,64981.73203,4232.707991,68,1.1461293,845,0.00097725,0.538210835,0.288695652
3,1136,65018.70197,4296.452756,65041.80476,4076.763725,1,1.1198046,845,1.43713E-05,0.520885197,0.288695652
2,1137,65031.44833,4083.13152,65214.67734,4107.806738,335,1.3023815,1301,0.004814394,0.641048439,0.447304348
3,1138,64478.39063,4299.871182,64767.99295,4269.677341,322,1.1526229,973,0.004627567,0.542484607,0.333217391
3,1139,64670.7873,4238.980265,64793.67942,4234.954415,0,1.148293,973,0,0.539634878,0.333217391
3,1140,64562.50122,4189.663659,64580.12919,4231.431801,112,1.0136925,747,0.001609589,0.45104737,0.254608696
3,1141,64568.5451,4224.386574,64603.80103,4227.405963,11,0.84679925,386,0.000158085,0.341206344,0.129043478
3,1142,64595.74254,4219.354265,64606.82297,4268.167646,99,0.97107732,578,0.001422761,0.42300013,0.195826087
3,1143,64592.7206,4261.625643,64704.00019,4248.29349,408,1.1526229,973,0.005863501,0.542484607,0.333217391
3,1144,64471.83106,4266.560586,64558.74511,4261.80654,33,1.0238646,748,0.000474254,0.457742152,0.254956522
3,1145,64501.33108,4213.632187,64522.58379,4269.729961,0,1.0136925,747,0,0.45104737,0.254608696
3,1146,64538.76123,4259.904922,64546.05694,4294.45101,31,0.97348094,578,0.000445511,0.424582076,0.195826087
2,1147,64175.04248,4189.039449,64184.21302,4246.561362,524,1.1883029,1190,0.007530575,0.565967449,0.408695652
3,1148,64158.22985,4243.507101,64322.28046,4210.419274,338,1.022884,748,0.004857508,0.457096769,0.254956522
3,1149,64283.56044,4155.95161,64310.05309,4267.432158,204,1.052601,753,0.002931751,0.476655054,0.256695652
3,1150,64218.34776,4222.636316,64245.34989,4281.685371,140,0.83372128,384,0.002011986,0.33259906,0.128347826
3,1151,64207.13934,4280.66728,64282.54149,4275.06781,48,0.65322441,182,0.000689824,0.213804793,0.058086957
3,1152,64271.33307,4265.905016,64282.03204,4301.029025,0,0.48985168,90,0,0.106280802,0.026086957
3,1153,64830.39662,3931.103436,64873.11065,3991.837423,130,1.1498877,965,0.001868272,0.540684432,0.330434783
2,1154,64826.28951,3803.890344,64840.25371,3958.187511,397,1.2524498,1293,0.005705417,0.608185821,0.444521739
2,1155,64825.97035,3830.724407,64853.55965,3669.034142,1915,1.4295254,1814,0.02752109,0.724728375,0.62573913
2,1156,64780.1196,3873.155086,65073.174,3887.272551,8,1.2292433,1287,0.000114971,0.592912431,0.442434783
2,1157,65015.60973,3893.546983,65046.48512,3724.137345,691,1.4253385,1814,0.009930586,0.721972761,0.62573913
2,1158,64643.53535,3845.965884,64794.77234,3847.01162,181,1.2538044,1297,0.00260121,0.609077353,0.445913043
3,1159,64778.54969,3855.377526,64789.53921,3811.979374,31,1.0691711,820,0.000445511,0.487560688,0.28
2,1160,64779.14859,3819.029523,64832.0088,3822.309986,300,1.2313386,1287,0.004311398,0.594291455,0.442434783
2,1161,64670.69904,3607.939121,64710.02164,3442.286586,2324,1.4404539,1814,0.033398962,0.731920983,0.62573913
2,1162,64353.73256,3435.774085,64450.81587,3461.356842,610,1.2253133,1383,0.008766509,0.590325896,0.475826087
3,1163,64427.87861,3450.164377,64495.62353,3512.522346,65,1.0238819,939,0.000934136,0.457753538,0.321391304
3,1164,64473.75313,3499.730973,64544.16518,3521.582908,17,0.80763662,453,0.000244313,0.315431405,0.152347826
3,1165,64520.16108,3518.38506,64603.90877,3483.208778,153,1.0191454,939,0.002198813,0.454636204,0.321391304
2,1166,64581.50493,3486.406616,64709.52686,3493.335286,620,1.2214961,1383,0.008910222,0.5878136,0.475826087
2,1167,64331.86214,3512.522346,64394.26864,3338.69687,3251,1.4429172,1814,0.046721182,0.733542207,0.62573913
2,1168,64359.0626,3376.005054,64708.45581,3484.198786,812,1.2259518,1383,0.011669517,0.590746125,0.475826087
3,1169,64389.84883,3485.597225,64427.47556,3390.535758,17,1.0254705,939,0.000244313,0.458799077,0.321391304
3,1170,64407.58715,3400.203028,64433.92584,3338.439923,0,1.0175762,939,0,0.453603433,0.321391304
2,1171,64340.93409,3466.799763,64466.17731,3503.320555,555,1.2240382,1383,0.007976086,0.589486687,0.475826087
3,1172,64449.15345,3504.095444,64465.80531,3471.159447,6,1.0215081,939,8.6228E-05,0.456191218,0.321391304
2,1173,66276.95544,4922.329455,66290.62035,4770.857383,0,1.2810699,1598,0,0.62702218,0.550608696
2,1174,65779.05851,4380.995434,66072.06744,4503.803893,487,1.3325332,1716,0.006998836,0.660892823,0.591652174
2,1175,65886.82522,4573.065526,65999.83463,4314.643947,15,1.1300759,1149,0.00021557,0.527645268,0.394434783
2,1176,65950.32019,4303.585363,66096.5334,4378.085287,161,1.3119662,1712,0.002313784,0.647356623,0.59026087
2,1177,66062.74861,4453.772377,66228.18507,4500.916852,105,1.3153827,1712,0.001508989,0.649605197,0.59026087
2,1178,66056.92336,4482.873901,66218.8647,4532.346509,107,1.3153827,1712,0.001537732,0.649605197,0.59026087
2,1179,66138.47657,4523.034021,66166.43765,4373.45216,0,1.1113056,1144,0,0.515291569,0.392695652
2,1180,66078.59645,4375.527629,66227.63943,4407.143854,395,1.3153827,1712,0.005676674,0.649605197,0.59026087
2,1181,67373.04097,4561.284303,67400.81888,4503.462498,207,1.433449,1874,0.002974865,0.727310698,0.646608696
2,1182,67390.78797,4512.97097,67489.81116,4484.445554,86,1.3947148,1704,0.001235934,0.70181773,0.587478261
2,1183,66990.61608,5476.193754,67006.24666,5322.189143,730,1.3355396,1964,0.010491068,0.662871489,0.677913043
2,1184,66997.12882,5334.769792,67081.79445,5312.645186,690,1.5464275,2454,0.009916215,0.801667656,0.848347826
2,1185,66916.80504,5402.878883,67071.80826,5420.231517,0,1.1259538,1307,0,0.524932302,0.449391304
2,1186,66962.17925,5202.496634,67015.32219,5333.267031,2,1.3144915,1919,2.87427E-05,0.649018653,0.66226087
2,1187,66959.98325,5213.028475,67014.883,5180.994124,793,1.5445518,2454,0.011396462,0.800433161,0.848347826
3,1188,66665.93358,5280.544917,66829.61868,5274.394434,59,0.73554134,315,0.000847908,0.267981795,0.104347826
3,1189,66820.66141,5282.674147,66846.03728,5187.172454,9,0.56699306,117,0.000129342,0.157051509,0.035478261
3,1190,66801.48852,5193.933637,66853.65005,5198.159373,6,0.56699306,117,8.6228E-05,0.157051509,0.035478261
3,1191,66831.0937,5160.972879,66835.60499,5200.976538,53,0.73554134,315,0.00076168,0.267981795,0.104347826
2,1192,66643.45269,5305.370668,66654.32127,5475.048538,380,1.1666043,1405,0.005461104,0.551686485,0.483478261
3,1193,66563.297,5360.120062,66655.67982,5337.043874,0,0.95150095,778,0,0.410115915,0.265391304
3,1194,66517.80993,5789.883216,66565.81503,5571.135756,70,0.5896365,122,0.001005993,0.171954321,0.037217391
3,1195,66512.71847,5572.589231,66738.19706,5635.815238,106,0.74952269,356,0.001523361,0.27718364,0.118608696
3,1196,66709.10303,5643.809329,66735.28765,5561.688191,242,0.95761859,769,0.003477861,0.414142248,0.26226087
2,1197,66674.91757,5577.676384,66787.65686,5566.048614,603,1.160115,1353,0.00866591,0.547415543,0.465391304
2,1198,66769.47312,5577.676384,66808.02267,5472.299695,523,1.3605812,1979,0.007516204,0.679352653,0.683130435
2,1199,66707.64833,5470.119489,66709.10303,5584.217001,749,1.3605812,1979,0.010764123,0.679352653,0.683130435
3,1200,66506.17232,5753.54643,66649.46033,5787.70301,0,0.4903647,50,0,0.106618447,0.012173913
3,1201,66390.52362,5806.598141,66529.44754,5781.889125,34,0.53494328,50,0.000488625,0.135957902,0.012173913
3,1202,66401.43387,5688.866948,66411.61678,5855.28944,0,0.45759481,26,0,0.085050898,0.003826087
2,1203,66167.09101,5710.482884,66198.82031,5600.213336,2164,1.2213706,1395,0.03109955,0.587731002,0.48
3,1204,66171.68946,5672.347997,66186.47037,5972.02917,1348,1.0633384,826,0.019372548,0.483721889,0.282086957
3,1205,66152.79549,6774.972486,66187.2221,5928.995675,1141,0.95971787,427,0.016397683,0.415523892,0.143304348
3,1206,66099.44008,5949.962171,66190.91799,5922.541979,0,0.88657063,417,0,0.367381934,0.139826087
3,1207,66166.84484,5885.98173,66257.8413,5889.349124,0,0.88657063,417,0,0.367381934,0.139826087
3,1208,66075.70139,6165.202853,66183.56321,6145.968989,17,0.85894454,185,0.000244313,0.349199784,0.059130435
3,1209,66080.28476,6203.059981,66181.11874,6189.9321,51,0.85894454,185,0.000732938,0.349199784,0.059130435
3,1210,66079.67364,6153.601476,66082.72923,6208.555364,1,0.75876892,104,1.43713E-05,0.28326906,0.030956522
3,1211,66164.85577,6206.659315,66282.16797,6205.736376,48,0.86682475,185,0.000689824,0.354386155,0.059130435
3,1212,66090.6504,6232.501569,66178.09572,6217.734575,0,0.85120624,185,0,0.344106811,0.059130435
3,1213,66098.87067,6104.626321,66183.26483,6110.082505,0,0.85120624,185,0,0.344106811,0.059130435
3,1214,66213.54741,6065.441,66279.57989,6433.668157,80,0.83304554,114,0.001149706,0.332154321,0.034434783
3,1215,66163.41385,6387.042586,66377.37783,6385.05851,235,0.89678878,227,0.003377262,0.374107023,0.07373913
3,1216,66362.98118,6378.114283,66388.79586,6404.899182,178,0.82727402,236,0.002558096,0.328355787,0.076869565
3,1217,66374.89563,6398.450965,66524.32291,6391.010716,206,0.87379104,340,0.002960493,0.358971029,0.113043478
3,1218,66246.58818,6317.240387,66347.75127,6320.725826,0,0.69587731,75,0,0.241876859,0.020869565
3,1219,66160.37532,6326.700858,66272.50187,6353.090579,35,0.86682475,185,0.000502996,0.354386155,0.059130435
3,1220,66085.23142,6392.485126,66208.26318,6417.572444,0,0.85120624,185,0,0.344106811,0.059130435
3,1221,66129.42242,6454.199907,66273.54536,6444.66673,156,0.87485087,185,0.002241927,0.359668557,0.059130435
3,1222,66253.92875,6440.472945,66266.0858,6499.608528,94,0.79461628,104,0.001350905,0.30686205,0.030956522
3,1223,66254.24867,6484.265247,66293.59908,6500.887133,44,0.67026711,70,0.000632338,0.22502147,0.019130435
3,1224,66284.64128,6481.388371,66300.48698,6656.077815,0,0.53928596,57,0,0.138816042,0.014608696
3,1225,66513.38512,6431.329433,66523.13089,6366.08799,316,0.9779759,517,0.004541339,0.42754044,0.174608696
3,1226,66480.89926,6371.930506,66599.82045,6371.111397,524,1.1122659,886,0.007530575,0.515923591,0.302956522
2,1227,66566.25238,6368.472076,67155.67927,6474.113038,1366,1.2729608,1404,0.019631232,0.621685165,0.483130435
3,1228,66861.90952,6524.569178,66871.5863,6415.880755,0,1.089154,859,0,0.500712462,0.293565217
3,1229,67082.31435,6378.551769,67109.88657,6292.209402,332,1.0938383,842,0.00477128,0.503795441,0.287652174
3,1230,66942.09951,6279.778784,67105.51535,6323.789872,46,0.93234372,463,0.000661081,0.397507557,0.155826087
3,1231,66941.76326,6305.647901,67100.80792,6351.002841,117,0.93234372,463,0.001681445,0.397507557,0.155826087
2,1232,67078.95187,6367.800972,67172.0922,6389.974497,753,1.2700851,1372,0.010821609,0.619792519,0.472
2,1233,67153.37252,6360.730536,67326.73118,6413.071911,770,1.2759454,1381,0.011065921,0.623649483,0.475130435
3,1234,67298.69194,6407.548009,67592.79723,6442.418113,370,1.1177093,864,0.005317391,0.519506173,0.295304348
2,1235,66930.10347,6195.848864,67188.50162,6280.999088,1840,1.2744622,1372,0.02644324,0.622673313,0.472
3,1236,67051.38125,6259.711529,67083.06643,6136.352874,0,1.0918032,842,0,0.502456037,0.287652174
3,1237,66941.0294,6230.782291,66944.85347,6163.098775,250,1.0938383,842,0.003592832,0.503795441,0.287652174
3,1238,66950.86273,6318.661685,66975.44606,6198.578036,315,1.0999892,842,0.004526968,0.507843664,0.287652174
3,1239,67007.13125,6362.874305,67026.79791,6294.644955,0,0.76121765,274,0,0.284880695,0.090086957
3,1240,66761.84422,6119.432,66951.40904,6172.377969,0,0.91418123,463,0,0.385553889,0.155826087
3,1241,67434.75174,6308.074787,67614.69105,6331.97714,0,0.87618113,348,0,0.36054407,0.115826087
3,1242,67708.06161,6461.117226,67724.76725,6509.522579,22,0.4608444,25,0.000316169,0.08718962,0.003478261
3,1243,67709.17534,6352.066069,67709.17534,6481.703407,34,0.51168489,31,0.000488625,0.12065036,0.005565217
3,1244,67701.37937,6369.313955,67729.22206,6330.923508,48,0.56605929,54,0.000689824,0.156436947,0.013565217
3,1245,67722.53982,6296.984116,67723.09667,6353.178841,64,0.61698562,114,0.000919765,0.189954182,0.034434783
3,1246,67436.87377,6247.46599,67672.97983,6301.991563,228,0.89635557,351,0.003276662,0.373821906,0.116869565
3,1247,67645.694,6296.984116,67758.86099,6300.35094,112,0.75061131,214,0.001609589,0.277900117,0.069217391
3,1248,67713.88972,6501.196006,67752.05735,6502.961541,12,0.42239153,19,0.000172456,0.06188181,0.001391304
3,1249,67741.80865,6497.311844,67765.80045,6631.270148,0,0.32836786,15,0,0,0
3,1250,68268.45714,6399.153439,68379.84649,6394.56394,0,0.96078706,437,0,0.416227581,0.146782609
3,1251,65027.43997,5592.523611,65134.21784,5384.236417,145,1.0111688,454,0.002083842,0.449386394,0.152695652
3,1252,65120.96998,5394.021619,65346.62483,5392.886725,221,1.0883893,389,0.003176063,0.500209174,0.130086957
3,1253,65318.06349,5633.339501,65318.45892,5475.140949,714,1.1187848,600,0.010261127,0.520214015,0.203478261
3,1254,65314.64088,5511.424423,65413.33347,5062.454704,2414,1.1808728,607,0.034692382,0.561077319,0.205913043
3,1255,64105.58728,4783.647,64290.48101,4841.033556,459,1.0322521,622,0.006596439,0.463262397,0.211130435
3,1256,64268.05774,4829.241798,64397.48335,4910.211859,497,1.0616981,447,0.007142549,0.482642323,0.15026087
3,1257,64375.84683,4900.778452,64663.59931,4920.242981,1031,1.1510695,567,0.014816837,0.541462235,0.192
2,1258,64628.33714,4915.624773,65425.47501,5083.959507,5034,1.2522966,925,0.072345257,0.608084992,0.316521739
2,1259,65411.45539,5082.074698,66532.07794,5125.371022,7429,1.3013784,1422,0.106764583,0.640388248,0.489391304
2,1260,66520.25199,5137.479359,66538.31999,4955.614956,5265,1.4008034,1968,0.075665033,0.705824951,0.679304348
2,1261,66378.57836,5492.962283,66391.66524,5549.624142,380,1.1666043,1405,0.005461104,0.551686485,0.483478261
3,1262,66294.38619,5562.264088,66496.79642,5495.577447,0,0.95150095,778,0,0.410115915,0.265391304
3,1263,66469.82061,5638.719569,66488.10722,5798.240801,0,0.45759481,26,0,0.085050898,0.003826087
3,1264,65683.61027,5075.541496,65694.99354,5331.448933,1765,1.1514789,874,0.025365391,0.541731682,0.298782609
3,1265,65545.76411,5125.06679,65781.44482,5116.503827,15,1.0232813,489,0.00021557,0.457358252,0.164869565
3,1266,65765.01859,5087.960607,65770.73206,5172.163108,317,1.1287998,874,0.00455571,0.526805401,0.298782609
3,1267,65666.4612,5156.464339,65929.99508,5182.153241,201,1.0151638,484,0.002888637,0.452015708,0.163130435
3,1268,65918.56814,5090.814924,65918.56814,5194.284102,770,1.1369426,874,0.011065921,0.532164596,0.298782609
3,1269,65909.99793,5140.765559,66154.24885,5120.071724,8,0.97040069,484,0.000114971,0.422554805,0.163130435
3,1270,66144.96447,5102.232217,66147.10702,5152.182852,193,1.124772,874,0.002773666,0.524154499,0.298782609
3,1271,66220.66797,5011.607479,66225.66726,5125.06679,268,1.124772,874,0.003851515,0.524154499,0.298782609
3,1272,66168.53253,5003.044515,66230.66654,5025.16551,0,0.94946754,484,0,0.408777623,0.163130435
3,1273,65632.79864,5211.936605,65763.05946,5219.127256,246,0.9954837,484,0.003535346,0.439063223,0.163130435
3,1274,65750.82504,5211.217535,65757.30208,5261.552097,100,0.85014498,249,0.001437133,0.343408341,0.081391304
3,1275,65742.90862,5249.327986,65872.44979,5244.294536,0,0.69679034,146,0,0.24247777,0.045565217
3,1276,65604.73138,5286.719378,65606.17073,5429.813331,198,0.87606406,249,0.002845523,0.36046702,0.081391304
3,1277,65587.45924,5322.672628,65704.76596,5319.077298,681,1.0085179,484,0.009786873,0.4476417,0.163130435
3,1278,65677.42137,5315.58441,65711.246,5401.153163,100,0.87075454,249,0.001437133,0.356972552,0.081391304
3,1279,65632.08197,5411.220073,65724.20013,5379.581202,0,0.72102654,146,0,0.258428859,0.045565217
3,1280,65624.16557,5333.561041,65650.07378,5286.82181,4,0.87075454,249,5.74853E-05,0.356972552,0.081391304
3,1281,65633.52132,5293.293389,65700.45092,5297.607779,29,0.99227768,484,0.000416768,0.436953177,0.163130435
3,1282,65602.97526,5301.145838,65627.76393,5222.105948,0,0.72735131,146,0,0.262591516,0.045565217
3,1283,65577.11605,5428.426356,65622.33298,5421.124752,0,0.72735131,146,0,0.262591516,0.045565217
3,1284,65331.89704,5403.086454,65421.98943,5429.398895,188,1.0565457,351,0.002701809,0.479251264,0.116869565
3,1285,65404.89498,5433.091871,65478.35492,5380.466977,32,0.89626265,232,0.000459882,0.37376075,0.075478261
3,1286,65452.94424,5386.468067,65503.7656,5393.392388,6,0.75521946,172,8.6228E-05,0.280932978,0.054608696
3,1287,65454.7923,5391.545905,65456.64035,5340.767494,86,0.90117365,232,0.001235934,0.376992932,0.075478261
3,1288,65337.9032,5342.613987,65461.72249,5343.075608,404,1.0611393,351,0.005806016,0.482274548,0.116869565
3,1289,65373.47815,5352.769663,65398.42681,5266.907996,0,0.89140481,232,0,0.370563556,0.075478261
3,1290,65387.45702,5116.555663,65516.00181,5115.618174,15,1.0836159,540,0.00021557,0.497067554,0.182608696
3,1291,65315.67837,5147.492844,65578.86676,5151.711546,102,1.0898169,540,0.001465875,0.501148751,0.182608696
3,1292,65567.13824,5159.680216,65569.48394,5083.27476,110,1.1428512,880,0.001580846,0.536053349,0.300869565
3,1293,65480.8162,5073.431111,65487.38418,5214.523396,300,1.1428512,880,0.004311398,0.536053349,0.300869565
3,1294,65408.2669,5068.250998,65449.92776,5064.41317,166,1.0519916,351,0.00238564,0.476253977,0.116869565
3,1295,65442.54109,5071.793608,65449.04137,4986.77098,0,0.88184553,232,0,0.364272103,0.075478261
3,1296,65917.54964,5183.470855,65941.4,5317.07592,386,0.97655219,484,0.005547332,0.426603423,0.163130435
3,1297,65924.28469,5273.179823,66032.15688,5263.030041,94,0.82099718,249,0.001350905,0.324224676,0.081391304
3,1298,66025.86835,5257.230169,66051.02242,5376.610964,0,0.66500294,143,0,0.221556849,0.044521739
3,1299,65922.34975,5240.797176,65973.14159,5230.647394,0,0.8163324,249,0,0.321154544,0.081391304
3,1300,64728.74467,5164.924077,64767.10731,4937.28947,330,1.1120905,541,0.004742538,0.515808152,0.182956522
