Depthmap_Ref,Choice_R3,Integration_HH_R3,Total_Connectivity_R3,Choice_R3,Integration_HH_R3,Total_Connectivity_R3
5646,6,0.8870222,29,0.046875,0.262377379,0.120879121
5647,16,1.3845592,54,0.125,0.498145992,0.258241758
5648,14,1.3006579,43,0.109375,0.458387556,0.197802198
5649,8,1,29,0.0625,0.315914341,0.120879121
5650,6,0.8870222,27,0.046875,0.262377379,0.10989011
5651,8,1.0207884,33,0.0625,0.325765371,0.142857143
5652,16,1.3845592,45,0.125,0.498145992,0.208791209
5653,28,1.5365106,64,0.21875,0.570151432,0.313186813
5654,16,1.3006579,41,0.125,0.458387556,0.186813187
5655,18,1.3845592,46,0.140625,0.498145992,0.214285714
5656,20,1.3845592,46,0.15625,0.498145992,0.214285714
5657,26,1.6132691,60,0.203125,0.606525099,0.291208791
5658,12,1.2052853,37,0.09375,0.413193197,0.164835165
5659,8,1,30,0.0625,0.315914341,0.126373626
5660,8,1.0445806,38,0.0625,0.337039817,0.17032967
5661,16,1.3988512,41,0.125,0.504918564,0.186813187
5662,0,0.98558021,22,0,0.309081213,0.082417582
5663,12,1.2671746,22,0.09375,0.442520774,0.082417582
5664,6,0.84912294,18,0.046875,0.244418,0.06043956
5665,0,0.42239243,12,0,0.042202566,0.027472527
5666,18,1.4028426,69,0.140625,0.506809974,0.340659341
5667,16,1.3076391,53,0.125,0.461695748,0.252747253
5668,32,1.6249448,100,0.25,0.612057881,0.510989011
5669,44,1.7914909,118,0.34375,0.690979333,0.60989011
5670,0,1.2726263,70,0,0.445104179,0.346153846
5671,24,1.6249448,99,0.1875,0.612057881,0.505494505
5672,16,1.3304729,65,0.125,0.472516035,0.318681319
5673,60,1.9309677,129,0.46875,0.757073416,0.67032967
5674,12,1.2052853,39,0.09375,0.413193197,0.175824176
5675,8,1,29,0.0625,0.315914341,0.120879121
5676,8,1.0207884,31,0.0625,0.325765371,0.131868132
5677,14,1.3057258,31,0.109375,0.460789089,0.131868132
5678,38,1.7288883,95,0.296875,0.661313745,0.483516484
5679,44,1.787379,106,0.34375,0.689030821,0.543956044
5680,16,1.4028426,65,0.125,0.506809974,0.318681319
5681,8,1.0207884,34,0.0625,0.325765371,0.148351648
5682,6,0.84912294,18,0.046875,0.244418,0.06043956
5683,4,0.70398736,10,0.03125,0.175642382,0.016483516
5684,0,0.33333334,7,0,0,0
5685,18,1.3873683,45,0.140625,0.499477144,0.208791209
5686,16,1.3076391,49,0.125,0.461695748,0.230769231
5687,56,1.8861139,110,0.4375,0.735818478,0.565934066
5688,29,1.6666666,89,0.2265625,0.631828653,0.450549451
5689,18,1.4028426,66,0.140625,0.506809974,0.324175824
5690,18,1.3873369,51,0.140625,0.499462265,0.241758242
5691,0,0.98510355,20,0,0.308855337,0.071428571
5692,16,1.4783703,22,0.125,0.5426004,0.082417582
5693,0,1.6828449,88,0,0.639495089,0.445054945
5694,17,1.8328277,90,0.1328125,0.710567666,0.456043956
5695,8,1.550553,70,0.0625,0.576805726,0.346153846
5696,52,1.9912097,106,0.40625,0.785620384,0.543956044
5697,0,1.6828449,88,0,0.639495089,0.445054945
5698,46,1.7820429,106,0.359375,0.686502195,0.543956044
5699,52,1.9051077,103,0.40625,0.744819099,0.527472527
5700,23,1.7495173,86,0.1796875,0.67108924,0.434065934
5701,40,1.7495173,71,0.3125,0.67108924,0.351648352
5702,0,0.33333334,7,0,0,0
5703,4,0.70398736,9,0.03125,0.175642382,0.010989011
5704,6,0.87255627,11,0.046875,0.255522387,0.021978022
5705,6,0.84912294,13,0.046875,0.244418,0.032967033
5706,6,0.84912294,14,0.046875,0.244418,0.038461538
5707,6,0.84912294,14,0.046875,0.244418,0.038461538
5708,6,0.84912294,15,0.046875,0.244418,0.043956044
5709,6,0.8619656,22,0.046875,0.25050377,0.082417582
5710,8,1.0445806,41,0.0625,0.337039817,0.186813187
5711,18,1.4724894,66,0.140625,0.539813609,0.324175824
5712,16,1.3938289,60,0.125,0.502538639,0.291208791
5713,8,1.0445806,40,0.0625,0.337039817,0.181318681
5714,8,1.0207884,35,0.0625,0.325765371,0.153846154
5715,14,1.3006579,45,0.109375,0.458387556,0.208791209
5716,32,1.6071428,78,0.25,0.60362202,0.39010989
5717,40,1.7288883,94,0.3125,0.661313745,0.478021978
5718,36,1.6700469,84,0.28125,0.633430481,0.423076923
5719,0,0.58170414,15,0,0.117695848,0.043956044
5720,8,1.1087778,25,0.0625,0.367461042,0.098901099
5721,37,1.7821976,93,0.2890625,0.686575503,0.472527473
5722,24,1.6037242,73,0.1875,0.602002043,0.362637363
5723,20,1.4803609,72,0.15625,0.543543689,0.357142857
5724,16,1.2989333,42,0.125,0.457570317,0.192307692
5725,25,1.6734514,70,0.1953125,0.635043777,0.346153846
5726,39,1.8369439,96,0.3046875,0.712518216,0.489010989
5727,39,1.7257152,84,0.3046875,0.659810103,0.423076923
5728,40,1.7269484,81,0.3125,0.660394481,0.406593407
5729,55,1.9415878,105,0.4296875,0.762105979,0.538461538
5730,56,1.8839941,105,0.4375,0.734813965,0.538461538
5731,15,1.3873369,56,0.1171875,0.499462265,0.269230769
5732,5,1.0207884,37,0.0390625,0.325765371,0.164835165
5733,4,1.0207884,38,0.03125,0.325765371,0.17032967
5734,13,1.3938289,60,0.1015625,0.502538639,0.291208791
5735,32,1.6684235,73,0.25,0.632661198,0.362637363
5736,34,1.7307693,81,0.265625,0.662205097,0.406593407
5737,10,1.4244281,38,0.078125,0.517038728,0.17032967
5738,2,0.98558021,29,0.015625,0.309081213,0.120879121
5739,2,1.1,34,0.015625,0.363301492,0.148351648
5740,12,1.550553,56,0.09375,0.576805726,0.269230769
5741,32,1.7217885,58,0.25,0.657949352,0.28021978
5742,32,1.6132691,59,0.25,0.606525099,0.285714286
5743,16,1.4028426,60,0.125,0.506809974,0.291208791
5744,10,1.1191936,38,0.078125,0.372396793,0.17032967
5745,10,1.1087778,27,0.078125,0.367461042,0.10989011
5746,36,1.6741856,90,0.28125,0.635391693,0.456043956
5747,0,0.98510355,20,0,0.308855337,0.071428571
5748,16,1.4783703,23,0.125,0.5426004,0.087912088
5749,12,1.2671746,22,0.09375,0.442520774,0.082417582
5750,8,0.98558021,22,0.0625,0.309081213,0.082417582
5751,6,0.8619656,19,0.046875,0.25050377,0.065934066
5752,6,0.84912294,16,0.046875,0.244418,0.049450549
5753,6,0.8619656,21,0.046875,0.25050377,0.076923077
5754,8,1.0207884,31,0.0625,0.325765371,0.131868132
5755,16,1.3873683,41,0.125,0.499477144,0.186813187
5756,16,1.3845592,50,0.125,0.498145992,0.236263736
5757,7,1.0207884,35,0.0546875,0.325765371,0.153846154
5758,5,1,31,0.0390625,0.315914341,0.131868132
5759,10,1.2989333,39,0.078125,0.457570317,0.175824176
5760,31,1.6261337,55,0.2421875,0.612621266,0.263736264
5761,32,1.6857162,112,0.25,0.640855716,0.576923077
5762,46,2.019321,162,0.359375,0.798941528,0.851648352
5763,32,1.6118186,91,0.25,0.605837748,0.461538462
5764,24,1.6178579,92,0.1875,0.608699601,0.467032967
5765,18,1.4135897,72,0.140625,0.511902719,0.357142857
5766,52,1.8391043,132,0.40625,0.713541968,0.686813187
5767,16,1.3304729,64,0.125,0.472516035,0.313186813
5768,22,1.5598243,87,0.171875,0.581199131,0.43956044
5769,18,1.3845592,51,0.140625,0.498145992,0.241758242
5770,16,1.3076391,50,0.125,0.461695748,0.236263736
5771,24,1.4644111,54,0.1875,0.535985533,0.258241758
5772,60,1.9323636,133,0.46875,0.757734893,0.692307692
5773,44,1.7963344,117,0.34375,0.69327453,0.604395604
5774,0,0.98510355,20,0,0.308855337,0.071428571
5775,0,1.2063863,35,0,0.41371493,0.153846154
5776,32,1.7342104,44,0.25,0.663835736,0.203296703
5777,0,1.4666082,66,0,0.537026676,0.324175824
5778,46,1.7909094,82,0.359375,0.690703777,0.412087912
5779,40,1.7257152,87,0.3125,0.659810103,0.43956044
5780,28,1.5364467,59,0.21875,0.570121152,0.285714286
5781,18,1.3938289,57,0.140625,0.502538639,0.274725275
5782,20,1.4803609,69,0.15625,0.543543689,0.340659341
5783,36,1.6673985,86,0.28125,0.63217548,0.434065934
5784,35,1.6741856,110,0.2734375,0.635391693,0.565934066
5785,34,1.6741856,108,0.265625,0.635391693,0.554945055
5786,28,1.5364467,58,0.21875,0.570121152,0.28021978
5787,32,1.6071428,90,0.25,0.60362202,0.456043956
5788,14,1.3006579,41,0.109375,0.458387556,0.186813187
5789,8,1,28,0.0625,0.315914341,0.115384615
5790,6,0.8619656,20,0.046875,0.25050377,0.071428571
5791,6,0.84912294,15,0.046875,0.244418,0.043956044
5792,6,0.84912294,14,0.046875,0.244418,0.038461538
5793,6,0.84912294,14,0.046875,0.244418,0.038461538
5794,6,0.84912294,14,0.046875,0.244418,0.038461538
5795,6,0.84912294,14,0.046875,0.244418,0.038461538
5796,6,0.84912294,14,0.046875,0.244418,0.038461538
5797,6,0.84912294,14,0.046875,0.244418,0.038461538
5798,6,0.84912294,14,0.046875,0.244418,0.038461538
5799,6,0.84912294,14,0.046875,0.244418,0.038461538
5800,6,0.84912294,14,0.046875,0.244418,0.038461538
5801,6,0.84912294,14,0.046875,0.244418,0.038461538
5802,6,0.84912294,15,0.046875,0.244418,0.043956044
5803,6,0.8619656,19,0.046875,0.25050377,0.065934066
5804,8,0.98558021,21,0.0625,0.309081213,0.076923077
5805,12,1.2222222,27,0.09375,0.421219112,0.10989011
5806,58,1.8861139,107,0.453125,0.735818478,0.549450549
5807,32,1.6037242,66,0.25,0.602002043,0.324175824
5808,44,1.7812788,97,0.34375,0.68614011,0.494505495
5809,24,1.4864661,41,0.1875,0.546436769,0.186813187
5810,0,1,29,0,0.315914341,0.120879121
5811,12,1.2063863,32,0.09375,0.41371493,0.137362637
5812,8,1,30,0.0625,0.315914341,0.126373626
5813,8,1.0207884,31,0.0625,0.325765371,0.131868132
5814,14,1.3057258,37,0.109375,0.460789089,0.164835165
5815,0,0.98510355,21,0,0.308855337,0.076923077
5816,12,1.2222222,28,0.09375,0.421219112,0.115384615
5817,10,1.1191936,34,0.078125,0.372396793,0.148351648
5818,14,1.2989333,40,0.109375,0.457570317,0.181318681
5819,25,1.550553,48,0.1953125,0.576805726,0.225274725
5820,18,1.3845592,45,0.140625,0.498145992,0.208791209
5821,16,1.3076391,50,0.125,0.461695748,0.236263736
5822,16,1.3845592,45,0.125,0.498145992,0.208791209
5823,8,1.0445806,37,0.0625,0.337039817,0.164835165
5824,8,1,31,0.0625,0.315914341,0.131868132
5825,12,1.2123377,44,0.09375,0.416535129,0.203296703
5826,50,1.8369439,99,0.390625,0.712518216,0.505494505
5827,54,1.8833622,113,0.421875,0.734514526,0.582417582
5828,54,1.8839605,119,0.421875,0.734798043,0.615384615
5829,36,1.6673985,81,0.28125,0.63217548,0.406593407
5830,18,1.4803609,71,0.140625,0.543543689,0.351648352
5831,8,1.0207884,39,0.0625,0.325765371,0.175824176
5832,4,0.69804502,17,0.03125,0.172826477,0.054945055
5833,0,0.33333334,8,0,0,0.005494505
5834,36,1.6700469,88,0.28125,0.633430481,0.445054945
5835,36,1.6741856,94,0.28125,0.635391693,0.478021978
5836,32,1.6042534,69,0.25,0.602252816,0.340659341
5837,16,1.3938289,58,0.125,0.502538639,0.28021978
5838,8,1.0207884,33,0.0625,0.325765371,0.142857143
5839,6,0.84912294,18,0.046875,0.244418,0.06043956
5840,4,0.70398736,10,0.03125,0.175642382,0.016483516
5841,0,0.33333334,7,0,0,0
5842,0,1.0445806,41,0,0.337039817,0.186813187
5843,28,1.5364467,59,0.21875,0.570121152,0.285714286
5844,14,1.3006579,41,0.109375,0.458387556,0.186813187
5845,8,1,30,0.0625,0.315914341,0.126373626
5846,6,0.91666669,32,0.046875,0.276425059,0.137362637
5847,10,1.1058542,32,0.078125,0.366075631,0.137362637
5848,18,1.4864661,41,0.140625,0.546436769,0.186813187
5849,28,1.550553,47,0.21875,0.576805726,0.21978022
5850,8,1.1058542,36,0.0625,0.366075631,0.159340659
5851,0,0.58170414,17,0,0.117695848,0.054945055
5852,20,1.3873683,42,0.15625,0.499477144,0.192307692
5853,24,1.569167,43,0.1875,0.58562637,0.197802198
5854,0,1.1768752,57,0,0.39973046,0.274725275
5855,32,1.6071428,79,0.25,0.60362202,0.395604396
5856,32,1.6118186,87,0.25,0.605837748,0.43956044
5857,0,0.63684219,21,0,0.143824199,0.076923077
5858,10,1.2052853,40,0.078125,0.413193197,0.181318681
5859,40,1.7257152,84,0.3125,0.659810103,0.423076923
5860,36,1.6684235,71,0.28125,0.632661198,0.351648352
5861,16,1.3938289,57,0.125,0.502538639,0.274725275
5862,10,1.1768752,53,0.078125,0.39973046,0.252747253
5863,16,1.4028426,72,0.125,0.506809974,0.357142857
5864,32,1.6037242,71,0.25,0.602002043,0.351648352
5865,40,1.7426945,117,0.3125,0.667856109,0.604395604
5866,34,1.6794915,112,0.265625,0.637906008,0.576923077
5867,30,1.6178579,106,0.234375,0.608699601,0.543956044
5868,27,1.6926663,123,0.2109375,0.64414917,0.637362637
5869,45,2.1336844,135,0.3515625,0.853135086,0.703296703
5870,32,1.632839,118,0.25,0.615798717,0.60989011
5871,30,1.6926663,124,0.234375,0.64414917,0.642857143
5872,45,2.1336844,136,0.3515625,0.853135086,0.708791209
5873,27,1.632839,116,0.2109375,0.615798717,0.598901099
5874,39,1.9805739,129,0.3046875,0.780580381,0.67032967
5875,28,1.550553,47,0.21875,0.576805726,0.21978022
5876,36,1.6828449,68,0.28125,0.639495089,0.335164835
5877,27,1.7269484,90,0.2109375,0.660394481,0.456043956
5878,34,1.8,84,0.265625,0.695011554,0.423076923
5879,33,1.7852225,93,0.2578125,0.688008917,0.472527473
5880,16,1.5364467,70,0.125,0.570121152,0.346153846
5881,0,0.84615386,39,0,0.243011037,0.175824176
5882,26,1.7265038,99,0.203125,0.660183798,0.505494505
5883,24,1.4644111,55,0.1875,0.535985533,0.263736264
5884,0,1.1561403,50,0,0.389904781,0.236263736
5885,46,1.7820429,108,0.359375,0.686502195,0.554945055
5886,46,1.7820429,112,0.359375,0.686502195,0.576923077
5887,46,1.8391043,128,0.359375,0.713541968,0.664835165
5888,56,2.0590754,165,0.4375,0.817780006,0.868131868
5889,20,1.3938289,61,0.15625,0.502538639,0.296703297
5890,28,1.6741856,103,0.21875,0.635391693,0.527472527
5891,98,2.1758037,173,0.765625,0.873094223,0.912087912
5892,78,2.0980406,172,0.609375,0.836244505,0.906593407
5893,52,1.8855816,135,0.40625,0.735566236,0.703296703
5894,70,1.975305,145,0.546875,0.7780836,0.758241758
5895,0,1.1191936,38,0,0.372396793,0.17032967
5896,28,1.550553,50,0.21875,0.576805726,0.236263736
5897,30,1.6132691,60,0.234375,0.606525099,0.291208791
5898,14,1.3873683,44,0.109375,0.499477144,0.203296703
5899,6,1,30,0.046875,0.315914341,0.126373626
5900,4,0.8619656,24,0.03125,0.25050377,0.093406593
5901,6,1,32,0.046875,0.315914341,0.137362637
5902,14,1.3873369,54,0.109375,0.499462265,0.258241758
5903,32,1.6037242,70,0.25,0.602002043,0.346153846
5904,16,1.3938289,58,0.125,0.502538639,0.28021978
5905,8,1.0207884,34,0.0625,0.325765371,0.148351648
5906,6,0.8619656,21,0.046875,0.25050377,0.076923077
5907,6,0.84912294,15,0.046875,0.244418,0.043956044
5908,6,0.84912294,14,0.046875,0.244418,0.038461538
5909,6,0.84912294,15,0.046875,0.244418,0.043956044
5910,6,0.8619656,22,0.046875,0.25050377,0.082417582
5911,8,1.0445806,43,0.0625,0.337039817,0.197802198
5912,18,1.4896638,79,0.140625,0.547952068,0.395604396
5913,32,1.6042534,76,0.25,0.602252816,0.379120879
5914,16,1.3938289,60,0.125,0.502538639,0.291208791
5915,10,1.1981546,59,0.078125,0.409814162,0.285714286
5916,18,1.4724894,72,0.140625,0.539813609,0.357142857
5917,16,1.3873369,51,0.125,0.499462265,0.241758242
5918,6,0.8870222,29,0.046875,0.262377379,0.120879121
5919,0,0.42239243,14,0,0.042202566,0.038461538
5920,36,1.6734514,63,0.28125,0.635043777,0.307692308
5921,36,1.6734514,63,0.28125,0.635043777,0.307692308
5922,20,1.4724894,60,0.15625,0.539813609,0.291208791
5923,18,1.3938289,53,0.140625,0.502538639,0.252747253
5924,28,1.5364467,57,0.21875,0.570121152,0.274725275
5925,14,1.3076391,53,0.109375,0.461695748,0.252747253
5926,12,1.2726263,71,0.09375,0.445104179,0.351648352
5927,24,1.6741856,101,0.1875,0.635391693,0.516483516
5928,18,1.4864661,43,0.140625,0.546436769,0.197802198
5929,10,1.1058542,35,0.078125,0.366075631,0.153846154
5930,6,0.94787496,39,0.046875,0.291213769,0.175824176
5931,10,1.1191936,45,0.078125,0.372396793,0.208791209
5932,20,1.5365106,69,0.15625,0.570151432,0.340659341
5933,24,1.550553,49,0.1875,0.576805726,0.230769231
5934,22,1.4644111,51,0.171875,0.535985533,0.241758242
5935,0,1.2989333,41,0,0.457570317,0.186813187
5936,14,1.3006579,47,0.109375,0.458387556,0.21978022
5937,10,1.1365665,45,0.078125,0.380629315,0.208791209
5938,14,1.3443909,80,0.109375,0.479111379,0.401098901
5939,50,1.8855816,134,0.390625,0.735566236,0.697802198
5940,10,1.3873369,73,0.078125,0.499462265,0.362637363
5941,13,1.5395753,91,0.1015625,0.571603706,0.461538462
5942,33,1.7820429,117,0.2578125,0.686502195,0.604395604
5943,82,2.2791982,141,0.640625,0.922089931,0.736263736
5944,128,2.44361,144,1,1,0.752747253
5945,28,2.0986035,128,0.21875,0.836511247,0.664835165
5946,7,1.3443909,85,0.0546875,0.479111379,0.428571429
5947,7,1.2552096,79,0.0546875,0.436850901,0.395604396
5948,24,1.9415878,118,0.1875,0.762105979,0.60989011
5949,58,2.1603272,128,0.453125,0.86576035,0.664835165
5950,14,1.2989333,36,0.109375,0.457570317,0.159340659
5951,8,1,27,0.0625,0.315914341,0.10989011
5952,6,0.8619656,20,0.046875,0.25050377,0.071428571
5953,6,0.84912294,15,0.046875,0.244418,0.043956044
5954,6,0.84912294,14,0.046875,0.244418,0.038461538
5955,6,0.84912294,14,0.046875,0.244418,0.038461538
5956,6,0.84912294,14,0.046875,0.244418,0.038461538
5957,6,0.84912294,16,0.046875,0.244418,0.049450549
5958,6,0.8870222,27,0.046875,0.262377379,0.10989011
5959,10,1.1191936,35,0.078125,0.372396793,0.153846154
5960,20,1.6008096,40,0.15625,0.600620897,0.181318681
5961,14,1.2989333,36,0.109375,0.457570317,0.159340659
5962,8,1,27,0.0625,0.315914341,0.10989011
5963,6,0.8619656,22,0.046875,0.25050377,0.082417582
5964,6,0.8870222,28,0.046875,0.262377379,0.115384615
5965,10,1.1191936,35,0.078125,0.372396793,0.153846154
5966,20,1.6008096,40,0.15625,0.600620897,0.181318681
5967,24,1.4635203,59,0.1875,0.535563408,0.285714286
5968,0,1.1561403,51,0,0.389904781,0.241758242
5969,40,1.7488363,129,0.3125,0.670766534,0.67032967
5970,0,0.84912294,19,0,0.244418,0.065934066
5971,40,1.7288883,95,0.3125,0.661313745,0.483516484
5972,56,1.8900454,93,0.4375,0.737681504,0.472527473
5973,36,1.6666666,77,0.28125,0.631828653,0.384615385
5974,36,1.6700469,91,0.28125,0.633430481,0.461538462
5975,20,1.5,84,0.15625,0.552850099,0.423076923
5976,18,1.4135897,72,0.140625,0.511902719,0.357142857
5977,18,1.4666082,66,0.140625,0.537026676,0.324175824
5978,8,1.0445806,41,0.0625,0.337039817,0.186813187
5979,6,0.8870222,28,0.046875,0.262377379,0.115384615
5980,8,1,31,0.0625,0.315914341,0.131868132
5981,14,1.31797,57,0.109375,0.466591267,0.274725275
5982,15,1.4635203,60,0.1171875,0.535563408,0.291208791
5983,5,1.0445806,42,0.0390625,0.337039817,0.192307692
5984,6,1,33,0.046875,0.315914341,0.142857143
5985,13,1.3006579,48,0.1015625,0.458387556,0.225274725
5986,34,1.6828449,66,0.265625,0.639495089,0.324175824
5987,22,1.632839,115,0.171875,0.615798717,0.593406593
5988,10,1.2196002,81,0.078125,0.419976621,0.406593407
5989,14,1.3076391,57,0.109375,0.461695748,0.274725275
5990,52,1.8855816,136,0.40625,0.735566236,0.708791209
5991,46,1.787379,127,0.359375,0.689030821,0.659340659
5992,0,1.5226898,110,0,0.563602149,0.565934066
5993,18,1.4724894,73,0.140625,0.539813609,0.362637363
5994,8,1.0445806,41,0.0625,0.337039817,0.186813187
5995,6,0.8619656,23,0.046875,0.25050377,0.087912088
5996,6,0.8619656,23,0.046875,0.25050377,0.087912088
5997,8,1.0445806,42,0.0625,0.337039817,0.192307692
5998,18,1.4803609,69,0.140625,0.543543689,0.340659341
5999,40,1.7265038,96,0.3125,0.660183798,0.489010989
6000,36,1.6700469,85,0.28125,0.633430481,0.428571429
6001,40,1.7288883,91,0.3125,0.661313745,0.461538462
6002,50,1.8489804,87,0.390625,0.71822197,0.43956044
6003,0,1.2726263,64,0,0.445104179,0.313186813
6004,40,1.7325417,103,0.3125,0.663044987,0.527472527
6005,20,1.5,84,0.15625,0.552850099,0.423076923
6006,22,1.5598243,91,0.171875,0.581199131,0.461538462
6007,28,1.569167,44,0.21875,0.58562637,0.203296703
6008,14,1.3006579,41,0.109375,0.458387556,0.186813187
6009,8,1,28,0.0625,0.315914341,0.115384615
6010,6,0.8619656,21,0.046875,0.25050377,0.076923077
6011,6,0.8619656,22,0.046875,0.25050377,0.082417582
6012,8,1.0207884,30,0.0625,0.325765371,0.126373626
6013,16,1.3988512,36,0.125,0.504918564,0.159340659
6014,24,1.4864661,40,0.1875,0.546436769,0.181318681
6015,15,1.3988512,38,0.1171875,0.504918564,0.17032967
6016,6,1,29,0.046875,0.315914341,0.120879121
6017,3,0.8619656,23,0.0234375,0.25050377,0.087912088
6018,5,0.98558021,27,0.0390625,0.309081213,0.10989011
6019,12,1.3006579,45,0.09375,0.458387556,0.208791209
6020,27,1.550553,50,0.2109375,0.576805726,0.236263736
6021,0,1.1191936,39,0,0.372396793,0.175824176
6022,0,1.3592209,89,0,0.486138893,0.450549451
6023,75,2.1456218,131,0.5859375,0.85879188,0.681318681
6024,24,1.9415878,118,0.1875,0.762105979,0.60989011
6025,3,1.3304729,82,0.0234375,0.472516035,0.412087912
6026,5,1.2052853,52,0.0390625,0.413193197,0.247252747
6027,44,1.7812788,119,0.34375,0.68614011,0.615384615
6028,29,1.6666666,102,0.2265625,0.631828653,0.521978022
6029,44,1.7909094,78,0.34375,0.690703777,0.39010989
6030,36,1.6673985,84,0.28125,0.63217548,0.423076923
6031,44,1.7963344,127,0.34375,0.69327453,0.659340659
6032,56,1.8861139,98,0.4375,0.735818478,0.5
6033,10,1.1,34,0.078125,0.363301492,0.148351648
6034,12,1.238816,53,0.09375,0.429082441,0.252747253
6035,24,1.6700469,81,0.1875,0.633430481,0.406593407
6036,48,1.7841618,117,0.375,0.687506282,0.604395604
6037,48,1.8427275,134,0.375,0.715258899,0.697802198
6038,38,1.7379411,73,0.296875,0.665603609,0.362637363
6039,0,1.1365665,46,0,0.380629315,0.214285714
6040,36,1.6857162,112,0.28125,0.640855716,0.576923077
6041,16,1.4382962,95,0.125,0.523610426,0.483516484
6042,6,0.8870222,34,0.046875,0.262377379,0.148351648
6043,0,0.42239243,14,0,0.042202566,0.038461538
6044,18,1.606352,70,0.140625,0.603247282,0.346153846
6045,0,0.88468331,40,0,0.261269046,0.181318681
6046,44,1.7909094,86,0.34375,0.690703777,0.434065934
6047,0,1.0207884,33,0,0.325765371,0.142857143
6048,0,0.33333334,7,0,0,0
6049,4,0.70398736,9,0.03125,0.175642382,0.010989011
6050,6,0.87255627,11,0.046875,0.255522387,0.021978022
6051,6,0.84912294,14,0.046875,0.244418,0.038461538
6052,6,0.8619656,19,0.046875,0.25050377,0.065934066
6053,8,0.98558021,25,0.0625,0.309081213,0.098901099
6054,12,1.2052853,42,0.09375,0.413193197,0.192307692
6055,16,1.2989333,36,0.125,0.457570317,0.159340659
6056,16,1.3270249,31,0.125,0.470882126,0.131868132
6057,22,1.4635203,51,0.171875,0.535563408,0.241758242
6058,24,1.550553,49,0.1875,0.576805726,0.230769231
6059,14,1.3057258,31,0.109375,0.460789089,0.131868132
6060,8,1,26,0.0625,0.315914341,0.104395604
6061,6,0.8619656,20,0.046875,0.25050377,0.071428571
6062,6,0.84912294,16,0.046875,0.244418,0.049450549
6063,6,0.8619656,20,0.046875,0.25050377,0.071428571
6064,8,1,27,0.0625,0.315914341,0.10989011
6065,14,1.2989333,36,0.109375,0.457570317,0.159340659
6066,24,1.4864661,38,0.1875,0.546436769,0.17032967
6067,14,1.3057258,32,0.109375,0.460789089,0.137362637
6068,8,1.0207884,31,0.0625,0.325765371,0.131868132
6069,8,1,27,0.0625,0.315914341,0.10989011
6070,12,1.2222222,26,0.09375,0.421219112,0.104395604
6071,12,1.2222222,26,0.09375,0.421219112,0.104395604
6072,8,1,27,0.0625,0.315914341,0.10989011
6073,8,1.0207884,35,0.0625,0.325765371,0.153846154
6074,14,1.31797,62,0.109375,0.466591267,0.302197802
6075,12,1.2052853,35,0.09375,0.413193197,0.153846154
6076,12,1.2123377,38,0.09375,0.416535129,0.17032967
6077,18,1.471094,45,0.140625,0.539152369,0.208791209
6078,18,1.471094,47,0.140625,0.539152369,0.21978022
6079,12,1.238816,50,0.09375,0.429082441,0.236263736
6080,16,1.4028426,65,0.125,0.506809974,0.318681319
6081,36,1.6666666,79,0.28125,0.631828653,0.395604396
6082,28,1.5405476,59,0.21875,0.572064451,0.285714286
6083,14,1.3006579,44,0.109375,0.458387556,0.203296703
6084,8,0.98558021,25,0.0625,0.309081213,0.098901099
6085,4,0.69804502,15,0.03125,0.172826477,0.043956044
6086,0,0.33333334,8,0,0,0.005494505
6087,24,1.4644111,53,0.1875,0.535985533,0.252747253
6088,0,1.0445806,52,0,0.337039817,0.247252747
6089,40,1.7325417,113,0.3125,0.663044987,0.582417582
6090,0,1.2906152,80,0,0.453628606,0.401098901
6091,52,1.8416041,96,0.40625,0.714726552,0.489010989
6092,0,1.4896638,84,0,0.547952068,0.423076923
6093,14,1.6531878,38,0.109375,0.625441434,0.17032967
6094,5,1.1,31,0.0390625,0.363301492,0.131868132
6095,3,0.98558021,30,0.0234375,0.309081213,0.126373626
6096,8,1.3988512,40,0.0625,0.504918564,0.181318681
6097,28,1.8105773,44,0.21875,0.700023835,0.203296703
6098,12,1.3057258,38,0.09375,0.460789089,0.17032967
6099,4,1,29,0.03125,0.315914341,0.120879121
6100,4,0.98558021,26,0.03125,0.309081213,0.104395604
6101,10,1.2063863,34,0.078125,0.41371493,0.148351648
6102,18,1.3988512,41,0.140625,0.504918564,0.186813187
6103,16,1.2989333,40,0.125,0.457570317,0.181318681
6104,48,1.8518485,137,0.375,0.719581081,0.714285714
6105,0,0.68957245,28,0,0.168811567,0.115384615
6106,12,1.3006579,48,0.09375,0.458387556,0.225274725
6107,14,1.3076391,52,0.109375,0.461695748,0.247252747
6108,8,1,29,0.0625,0.315914341,0.120879121
6109,6,0.8619656,21,0.046875,0.25050377,0.076923077
6110,6,0.8619656,21,0.046875,0.25050377,0.076923077
6111,8,1,30,0.0625,0.315914341,0.126373626
6112,14,1.31797,63,0.109375,0.466591267,0.307692308
6113,14,1.31797,57,0.109375,0.466591267,0.274725275
6114,10,1.1365665,45,0.078125,0.380629315,0.208791209
6115,14,1.3304729,68,0.109375,0.472516035,0.335164835
6116,16,1.3845592,50,0.125,0.498145992,0.236263736
6117,8,1.0207884,34,0.0625,0.325765371,0.148351648
6118,6,0.8619656,21,0.046875,0.25050377,0.076923077
6119,6,0.84912294,15,0.046875,0.244418,0.043956044
6120,6,0.84912294,14,0.046875,0.244418,0.038461538
6121,6,0.84912294,14,0.046875,0.244418,0.038461538
