Ref,x1,y1,x2,y2,Choice R3,Choice R7,Choice [Connectivity Wgt] R3,Choice [Connectivity Wgt] R7,Choice [Connectivity Wgt][Norm] R3,Choice [Connectivity Wgt][Norm] R7,Choice [Norm] R3,Choice [Norm] R7,Connectivity,Control,Controllability,Entropy R3,Entropy R7,Harmonic Mean Depth R3,Harmonic Mean Depth R7,Integration [HH] R3,Integration [HH] R7,Integration [P-value] R3,Integration [P-value] R7,Integration [Tekl] R3,Integration [Tekl] R7,Intensity R3,Intensity R7,Line Length,Mean Depth R3,Mean Depth R7,Mean Depth [Connectivity Wgt] R3,Mean Depth [Connectivity Wgt] R7,Node Count R3,Node Count R7,RA R3,RA R7,RA [Penn] R3,RA [Penn] R7,RRA R3,RRA R7,Relativised Entropy R3,Relativised Entropy R7,Total Connectivity R3,Total Connectivity R7,Total Depth R3,Total Depth R7
1144,8152.20150091,1680.35353836,8283.85906268,1701.01417672,18,475,287,5092,0.27126655,0.10529254,0.1978022,0.083759479,3,0.91666669,0.375,1.5214777,2.3962083,5.7142859,8.7833099,1.3845592,0.96231121,1.3845592,0.96231121,0.66066402,0.64484417,1.4263853,0.54944903,133.26881,2.2142856,5.4112148,2.0434783,5.3118973,15,108,0.18681319,0.083230473,0.31999999,0.23993559,0.72225159,1.0391649,1.5276568,2.9086308,46,311,31,579
1145,8283.85906268,1701.01417672,8510.49441398,1736.58557929,24,479,312,5076,0.29489604,0.11665613,0.26373628,0.089432411,4,1.3333334,0.5,1.5457796,2.4212573,6,9.171195,1.471094,0.96139115,1.471094,0.96139115,0.67510992,0.64401799,1.5457796,0.55998242,229.40991,2.1428571,5.375,2,5.216949,15,105,0.17582418,0.084951453,0.36000001,0.24543947,0.67976618,1.0401593,1.4674242,2.892158,46,295,30,559
1146,8510.49441398,1736.58557929,8702.20884103,1770.17072411,14,504,245,5602,0.20408164,0.14088829,0.13333334,0.10824742,3,1.0833334,0.42857143,1.4528196,2.4883962,5.647059,8.7156601,1.31797,0.97261363,1.31797,0.97261363,0.64956075,0.64346743,1.2234269,0.59624159,194.63397,2.3333333,5.2268043,2.1632652,5.0886526,16,98,0.19047619,0.08805842,0.25925925,0.26916221,0.75874263,1.0281575,1.7175666,2.7514725,49,282,35,507
1147,8702.20884103,1770.17072411,8817.17961112,1808.78722107,14,506,256,5638,0.1692562,0.14280468,0.11666667,0.11827957,2,0.53333336,0.25,1.4052724,2.5173101,5.0526314,7.9178109,1.3304729,0.97922081,1.3304729,0.97922081,0.65185225,0.64311856,1.1376015,0.61621654,121.28278,2.375,5.1397848,2.2727273,5.0355873,17,94,0.18333334,0.089995325,0.24137931,0.28305399,0.75161242,1.0212202,1.7740045,2.7007594,55,281,38,478
1148,8817.17961112,1808.78722107,9604.48670975,2205.83202656,60,1128,760,10741,0.2375,0.23398578,0.23715416,0.22787879,5,2.0833333,0.45454547,1.4714655,2.5835559,8.8888893,11.728455,1.7257152,1.0329735,1.7257152,1.0329735,0.705015,0.65071356,1.2177645,0.65072107,881.75793,2.3043478,5.02,2.2249999,4.8877888,24,101,0.11857708,0.081212118,0.30232558,0.30569947,0.57946992,0.96807909,1.7515192,2.6955054,80,303,53,502
1149,9604.48670975,2205.83202656,9614.99526969,2210.74583444,31,670,689,7701,0.19529478,0.14492454,0.11231884,0.11382943,4,1.0333333,0.33333334,1.45732,2.5541973,8.727273,11.893741,1.7265038,1.0366663,1.7265038,1.0366663,0.70471239,0.65317982,1.175258,0.62714666,11.600661,2.3333333,5.119266,2.1428571,4.9079757,25,110,0.11594203,0.076282702,0.2888889,0.29067931,0.57920516,0.96463054,1.7704366,2.7488596,84,326,56,558
1150,9344.82286553,2355.54723366,9640.59875257,2356.42284303,0,0,123,657,0.070669346,0.023393687,0,0,3,0.61666667,0.33333334,1.5214777,2.4947295,5.7142859,7.7459331,1.471094,0.88045114,1.471094,0.88045114,0.67510992,0.62503153,1.5214777,0.59938306,295.77719,2.1428571,5.2328768,1.9491526,4.9957805,15,74,0.17582418,0.11757991,0.36000001,0.25899279,0.67976618,1.1357813,1.4527285,2.8305445,59,237,30,382
1151,9640.59875257,2356.42284303,9649.96072174,2356.44898062,23,199,581,3927,0.23714286,0.10236026,0.16911764,0.053194333,5,1.25,0.41666666,1.5565534,2.5151966,7.3684211,9.8008251,1.8979635,0.94987983,1.8979635,0.94987983,0.73395163,0.63809687,1.7511225,0.61142898,9.3620052,2,5.1724138,1.8142858,4.9314079,18,88,0.125,0.097032882,0.45161289,0.2754491,0.5268805,1.0527648,1.3310269,2.8398979,70,277,34,450
1152,9643.54871907,2368.79900007,9652.88842434,2368.64217435,26,179,496,2980,0.25806451,0.093852356,0.21666667,0.058098022,5,1.3333334,0.45454547,1.5688441,2.5294001,7.0588236,9.1044579,1.8294003,0.92885631,1.8294003,0.92885631,0.72672266,0.63307875,1.7780232,0.6226216,9.3410215,2,5.1265821,1.7903225,4.8571429,17,80,0.13333334,0.1058098,0.44827586,0.28035319,0.54662722,1.0765928,1.3188649,2.8077517,62,252,32,405
1153,9344.44437926,2366.25058233,9643.54871907,2368.79900007,0,0,99,615,0.076124564,0.024734059,0,0,3,0.61666667,0.33333334,1.5164965,2.4912198,5.3333335,7.2725134,1.4864661,0.87100071,1.4864661,0.87100071,0.67893922,0.62264371,1.6331501,0.60162115,299.1152,2.0769231,5.2142859,1.8235294,4.9013453,14,71,0.17948718,0.12215321,0.39130434,0.26065162,0.67273653,1.1481047,1.3785282,2.8191917,51,223,27,365
1154,8964.26605431,2826.04605184,9749.50261041,2833.07733788,52,687,939,8357,0.24811733,0.29260692,0.1884058,0.24105263,5,1.2333333,0.38461539,1.5115664,2.7268486,9.617486,11.027898,1.8416041,1.0884432,1.8416041,1.0884432,0.71808445,0.64999533,1.3030745,0.79835492,785.26801,2.25,4.4736843,2.1034484,4.2133889,25,77,0.10869565,0.092631578,0.33333334,0.39310345,0.54300487,0.91874337,1.6581284,2.3314352,87,239,54,340
1155,8936.29146627,2829.61397157,8964.26605431,2826.04605184,38,290,749,3631,0.24002564,0.152807,0.16450216,0.12361466,5,1.3666667,0.45454547,1.4932696,2.7233567,8.7417221,10.018975,1.7269484,1.0497807,1.7269484,1.0497807,0.70565152,0.64342141,1.2720444,0.79763585,28.201199,2.2727273,4.478261,2.0632911,4.2293577,23,70,0.12121212,0.10230179,0.31707317,0.38931298,0.57905608,0.95257986,1.6982719,2.3282173,79,218,50,309
1156,7661.01537973,3275.97812739,8757.13387779,3356.97184953,6,180,84,2590,0.1640625,0.11206058,0.21428572,0.092165902,2,1,0.5,1.4843777,2.4482486,3.2,5.1557002,0.8870222,0.82986426,0.8870222,0.82986426,0.54406804,0.61420053,1.4843777,0.58684611,1099.1068,2.25,5.2539682,2.375,5.0279069,9,64,0.35714287,0.13722478,0.23076923,0.24929972,1.1273675,1.2050164,1.47219,2.7542088,32,215,18,331
1157,8757.13387779,3356.97184953,8943.63855265,3363.28459894,10,212,190,2820,0.12561983,0.10661626,0.10989011,0.093064092,2,0.75,0.33333334,1.3797646,2.5223634,4.5714288,6.6055045,1.1768752,0.87578064,1.1768752,0.87578064,0.62482291,0.62240398,1.0892878,0.6193704,186.61148,2.4285715,5.147059,2.3454545,4.9347825,15,69,0.21978022,0.1237928,0.2,0.27131784,0.84970772,1.1418384,1.8288469,2.7100084,55,230,34,350
1158,8943.63855265,3363.28459894,9046.95417206,3365.96392421,26,277,444,3428,0.16216215,0.10626821,0.1368421,0.10540335,4,1.0666667,0.33333334,1.5164927,2.656872,8,9.6321068,1.7379411,0.97512335,1.7379411,0.97512335,0.70838696,0.63636726,1.3846239,0.70722497,103.35036,2.2,4.821918,1.9594594,4.7598424,21,74,0.12631579,0.10616438,0.35135135,0.33093524,0.57539344,1.0255113,1.5719928,2.5676403,74,254,44,352
1159,9046.95417206,3365.96392421,9065.90074939,3365.75480612,22,141,646,2649,0.18754536,0.089722097,0.095238097,0.055164319,5,1.1166667,0.38461539,1.5382347,2.7106001,9.1719742,10.389898,1.8597906,1.0229943,1.8597906,1.0229943,0.72170216,0.64148074,1.4151759,0.76105314,18.947731,2.1818182,4.625,1.9277109,4.5308642,23,73,0.11255411,0.10211267,0.36585367,0.3649635,0.53769493,0.97752261,1.5596011,2.4504764,83,243,48,333
1160,9050.00432611,3380.09247357,9068.29411845,3379.79186597,31,185,573,2748,0.24783736,0.10572484,0.18128654,0.07885763,5,1.25,0.41666666,1.5602012,2.6874554,8.2352943,9.736351,1.8328277,0.98416942,1.8328277,0.98416942,0.72169763,0.63593286,1.5602012,0.73773283,18.292263,2.1052632,4.710145,1.8088236,4.5043859,20,70,0.12280702,0.10912191,0.40000001,0.34860051,0.545605,1.0160851,1.4522251,2.497004,68,228,40,325
1161,8799.06792996,3377.49156455,9050.00432611,3380.09247357,24,254,384,3230,0.1875,0.10588602,0.15686275,0.10221328,4,1.1166667,0.36363637,1.5347224,2.6249571,7.4666667,9.1418819,1.6828449,0.94231421,1.6828449,0.94231421,0.70292342,0.63176751,1.4579864,0.68229932,250.94987,2.1666667,4.915493,1.890625,4.8056679,19,72,0.13725491,0.11187123,0.36363637,0.31358024,0.59423184,1.0612172,1.5144788,2.6310391,64,247,39,349
1162,8409.17141346,3346.30683933,8799.06792996,3377.49156455,10,192,176,2612,0.1408,0.093005039,0.12820514,0.092307694,2,0.75,0.33333334,1.4174378,2.5098901,4.48,6.3956723,1.1561403,0.85042131,1.1561403,0.85042131,0.61990625,0.61783642,1.1673018,0.60901743,391.14163,2.3846154,5.1999998,2.3,5.1392407,14,66,0.23076923,0.13124999,0.2173913,0.26016259,0.86494696,1.1758877,1.7433239,2.7493558,50,237,31,338
1163,7661.5051855,3291.91020476,8409.17141346,3346.30683933,6,167,82,2418,0.17065556,0.098125152,0.21428572,0.091256827,2,1,0.5,1.4843777,2.4420414,3.2,5.0938773,0.8870222,0.81195545,0.8870222,0.81195545,0.54406804,0.61080945,1.4843777,0.58010179,749.64246,2.25,5.2950821,2.3548386,5.2072072,9,62,0.35714287,0.1431694,0.23076923,0.24057971,1.1273675,1.2315947,1.47219,2.7861092,31,222,18,323
1164,8943.783268,2481.7924581,8943.88345554,2407.18215637,0,0,6,106,0.14814815,0.017843615,0,0,1,0.5,0.5,1.5,2.2516375,1.3333334,2.1416981,0.33333334,0.56699306,0.33333334,0.56699306,0,0.54566491,3,0.50741124,74.610367,2,5.6129031,2,5.6146789,4,32,1,0.30752689,0,0.13333334,3,1.76369,0.81028318,2.9899361,9,109,6,174
1165,8942.18026732,2608.09126793,8943.783268,2481.7924581,4,60,48,486,0.18147448,0.04820472,0.26666668,0.069686413,2,1.5,0.66666669,1.4413203,2.4395761,2.1818182,3.4389925,0.72781962,0.70388991,0.72781962,0.70388991,0.4708803,0.58226341,1.6815404,0.5893358,126.30898,2.1666667,5.2619047,2.3043478,5.1830988,7,43,0.46666667,0.2078978,0.22222222,0.22510822,1.3739668,1.4206767,1.3731915,2.7597089,23,142,13,221
1166,8942.18026732,2608.09126793,8950.85205566,2736.45632223,10,138,146,1096,0.17370613,0.069183186,0.18181819,0.096436061,2,0.75,0.33333334,1.4854122,2.5986803,4.2105265,6.0319877,1.1191936,0.84733969,1.1191936,0.84733969,0.60985333,0.61179727,1.3711498,0.6773811,128.65764,2.2727273,4.9259257,2.195122,4.7865167,12,55,0.25454545,0.14814815,0.2631579,0.30033004,0.89350057,1.1801642,1.5487748,2.5329435,41,178,25,266
1167,8950.85205566,2736.45632223,8964.26605431,2826.04605184,22,236,380,2168,0.15963033,0.098321997,0.11578947,0.11002331,4,1.15,0.40000001,1.4817759,2.7087498,7.7419353,9.2469349,1.6042534,1.0088453,1.6042534,1.0088453,0.69098377,0.63763815,1.2446917,0.77558219,90.588379,2.3,4.560606,2.0724638,4.3238096,21,67,0.1368421,0.10955711,0.2972973,0.37333333,0.62334293,0.99123222,1.707325,2.3589509,69,210,46,301
1168,8964.26605431,2826.04605184,9007.99235029,3102.20351709,31,341,788,4568,0.2035124,0.17729822,0.11231884,0.13722333,4,0.89999998,0.33333334,1.45732,2.7196162,8.727273,9.9949036,1.7265038,1.0605804,1.7265038,1.0605804,0.70471239,0.64532536,1.175258,0.79598522,279.59781,2.3333333,4.4788733,2.1363637,4.259912,25,72,0.11594203,0.099396378,0.2888889,0.39012346,0.57920516,0.94288003,1.7704366,2.3318331,88,227,56,318
1169,9007.99235029,3102.20351709,9065.90074939,3365.75480612,39,423,918,5522,0.21691872,0.176704,0.1541502,0.14456595,4,1.0333333,0.30769232,1.4877305,2.6921756,8.6746988,10.418943,1.7852225,1.0445833,1.7852225,1.0445833,0.71211302,0.64555848,1.2751975,0.75265127,269.83823,2.2608695,4.6363635,2.097826,4.4720001,24,78,0.11462451,0.095693782,0.3255814,0.36507937,0.56015426,0.95731956,1.6681159,2.4504116,92,250,52,357
1170,9065.90074939,3365.75480612,9068.29411845,3379.79186597,22,274,552,3741,0.1725,0.1439289,0.10476191,0.11345756,4,0.98333335,0.33333334,1.5053972,2.7029471,8.2285719,9.7264795,1.7307693,1.0196239,1.7307693,1.0196239,0.70672709,0.64038426,1.3247496,0.7645787,14.239637,2.2380953,4.5999999,2.0250001,4.3903508,22,71,0.12380952,0.10434783,0.33333334,0.36842105,0.5777778,0.98075384,1.6242515,2.3991044,80,228,47,322
1171,9068.29411845,3379.79186597,9074.01594028,3412.50585878,18,216,308,2739,0.16024974,0.12540922,0.15000001,0.1006993,3,0.94999999,0.33333334,1.4990152,2.6492214,6.2222223,8.2492914,1.4635203,0.94453645,1.4635203,0.94453645,0.67259115,0.63003707,1.3412241,0.70999134,33.210609,2.25,4.8030305,2.0967741,4.4497609,17,67,0.16666667,0.11701632,0.31034482,0.33066666,0.68328404,1.0587204,1.5970589,2.4877741,62,209,36,317
1172,9074.01594028,3412.50585878,9123.08557181,3676.02465594,8,171,154,2390,0.118416,0.10535829,0.12121212,0.087557606,2,0.83333331,0.40000001,1.3845311,2.5465581,4.0975609,6.1530628,1.0697098,0.87217104,1.0697098,0.87217104,0.60170126,0.61971194,1.1249316,0.64165241,268.04846,2.4166667,5.0476189,2.4509804,4.8215961,13,64,0.25757575,0.13056836,0.19047619,0.2857143,0.93483305,1.146564,1.7917442,2.6269917,51,213,29,318
1173,9123.08557181,3676.02465594,9171.15332793,3932.89627753,8,160,152,2320,0.1216,0.099451303,0.12121212,0.09039548,2,0.83333331,0.40000001,1.3845311,2.562135,4.0975609,6.0616155,1.0697098,0.8592205,1.0697098,0.8592205,0.60170126,0.61658382,1.1249316,0.64850718,261.33032,2.4166667,5.0333333,2.4400001,4.935185,13,61,0.25757575,0.13672316,0.19047619,0.2861357,0.93483305,1.1638455,1.7917442,2.6077497,50,216,29,302
1174,9171.15332793,3932.89627753,9190.20009282,4026.49441352,18,180,283,2518,0.18710744,0.10218327,0.17142858,0.098360658,3,0.94999999,0.33333334,1.5140977,2.6293101,6,7.6626692,1.4644111,0.89383328,1.4644111,0.89383328,0.67323869,0.6215331,1.4250331,0.68783641,95.516441,2.2,4.9016395,2,4.8378377,16,62,0.17142858,0.13005464,0.33333334,0.31014493,0.68286836,1.1187768,1.5261303,2.5808742,55,222,33,299
1175,9190.20009282,4026.49441352,9192.99421204,4040.27082331,18,133,355,2065,0.21105826,0.07673157,0.13235295,0.07033316,4,1.0666667,0.36363637,1.5404148,2.6443703,7.1489363,8.2848883,1.6981779,0.91410309,1.6981779,0.91410309,0.70622677,0.62455368,1.5404148,0.70293385,14.056905,2.1176472,4.8387098,1.7931035,4.8793101,18,63,0.13970588,0.12585934,0.38709676,0.32193732,0.58886647,1.0939685,1.4529195,2.6051259,58,232,36,300
1176,9192.99421204,4040.27082331,9198.72716581,4068.42493887,18,192,280,2029,0.1920439,0.091147996,0.17142858,0.12467533,3,0.94999999,0.33333334,1.5140977,2.6193664,6,7.1959114,1.4644111,0.86286664,1.4644111,0.86286664,0.67323869,0.61498272,1.4250331,0.6848802,28.73188,2.2,4.9107141,1.9814814,5.0142179,16,57,0.17142858,0.14220779,0.33333334,0.30476192,0.68286836,1.1589277,1.5261303,2.6333394,54,211,33,275
1177,9198.72716581,4068.42493887,9216.84997891,4142.49645372,8,138,130,1340,0.14739229,0.10211858,0.14545454,0.13939394,2,0.83333331,0.40000001,1.4308271,2.5791528,4,5.2584271,1.0445806,0.77222222,1.0445806,0.77222222,0.59431612,0.59523743,1.2264233,0.66279906,76.256317,2.3636363,5,2.3571429,5.1049385,12,46,0.27272728,0.18181819,0.21052632,0.27710843,0.957322,1.2949641,1.6862333,2.6259906,42,162,26,225
1178,9216.84997891,4142.49645372,9243.64458035,4219.71848122,6,106,60,1038,0.24793388,0.119146,0.2857143,0.13589744,2,1,0.5,1.5306391,2.5211313,3,4.3215432,0.8619656,0.70779151,0.8619656,0.70779151,0.52832085,0.5810684,1.7493018,0.62646294,81.738564,2.1428571,5.1500001,2.1363637,5.1363635,8,41,0.38095239,0.21282052,0.27272728,0.24200913,1.1601391,1.4128454,1.2942394,2.6938534,22,132,15,206
1179,9243.64458035,4219.71848122,9264.91773503,4264.6298248,6,94,44,924,0.34375,0.12622088,0.40000001,0.1268556,2,1,0.5,1.5491613,2.4570541,2.6666667,3.8723872,0.84912294,0.68249518,0.84912294,0.68249518,0.51139158,0.5759871,2.1688259,0.59564948,49.694828,2,5.2564101,1.875,5.1570249,7,40,0.40000001,0.2240216,0.33333334,0.22065727,1.1776857,1.4652119,1.0911623,2.7757027,16,121,12,205
1180,9264.91773503,4264.6298248,9296.79963719,4324.27224071,6,100,56,946,0.28,0.11195266,0.2857143,0.11614402,2,1,0.5,1.5306391,2.4497042,3,4.2238145,0.8619656,0.69611216,0.8619656,0.69611216,0.52832085,0.58101887,1.7493018,0.5852071,67.628937,2.1428571,5.3095236,2.05,5.2769232,8,43,0.38095239,0.21022068,0.27272728,0.21645021,1.1601391,1.4365501,1.2942394,2.8179848,20,130,15,223
1181,9296.79963719,4324.27224071,9321.64614755,4361.55053295,8,128,94,1086,0.23979592,0.11572273,0.22222222,0.12367149,2,0.83333331,0.40000001,1.5142466,2.5334616,3.6923077,5.1141553,1,0.75077552,1,0.75077552,0.57812965,0.59279382,1.5142466,0.62669837,44.799778,2.2222223,5.152174,2.1071429,5.1313868,10,47,0.30555555,0.18454106,0.26666668,0.25098041,1,1.331956,1.4379251,2.7106748,28,137,20,237
1182,9321.64614755,4361.55053295,9375.92553126,4428.7354013,14,180,183,1456,0.21772754,0.1444158,0.17948718,0.14117648,3,1.0833334,0.42857143,1.5164965,2.6545794,5.3333335,6.737968,1.3006579,0.85044152,1.3006579,0.85044152,0.64624065,0.6104449,1.4153968,0.71153671,86.371628,2.2307692,4.8235292,2.0487804,4.6971831,14,52,0.20512821,0.15294118,0.30434781,0.31578946,0.76884174,1.1758598,1.5425942,2.5090966,41,142,29,246
1183,9314.55509597,4371.00083346,9370.83823053,4445.46632114,16,202,212,1597,0.20938271,0.15403163,0.17582418,0.15233786,3,1,0.375,1.5214777,2.6825511,5.7142859,7.0983644,1.3845592,0.89688975,1.3845592,0.89688975,0.66066402,0.61724102,1.4263853,0.75224978,93.342918,2.2142856,4.6538463,2.0222223,4.5138888,15,53,0.18681319,0.14328809,0.31999999,0.34707904,0.72225159,1.1149642,1.5276568,2.4061506,45,144,31,242
1184,9285.8457993,4333.38266835,9314.55509597,4371.00083346,8,148,106,1276,0.20703125,0.11972228,0.17777778,0.12081633,2,0.83333331,0.40000001,1.4754353,2.5508308,3.8709676,5.437119,1.0207884,0.78678465,1.0207884,0.78678465,0.58639652,0.60091436,1.3524823,0.63770771,47.32177,2.3,5.0999999,2.1875,5,11,51,0.2888889,0.16734694,0.23529412,0.26523298,0.97963494,1.2709959,1.5687064,2.6535583,32,146,23,255
1185,9251.62618784,4274.47217573,9285.8457993,4333.38266835,6,116,58,1142,0.26303855,0.1101466,0.2857143,0.10283688,2,1,0.5,1.5306391,2.4190941,3,4.4415069,0.8619656,0.7286396,0.8619656,0.7286396,0.52832085,0.59094024,1.7493018,0.56988275,68.128029,2.1428571,5.3541665,2.0952382,5.2013888,8,49,0.38095239,0.18528369,0.27272728,0.21722846,1.1601391,1.3724205,1.2942394,2.8434353,21,144,15,257
1186,9234.39393066,4235.45573176,9251.62618784,4274.47217573,6,108,46,1134,0.31833911,0.098164819,0.40000001,0.10434783,2,1,0.5,1.5491613,2.4012666,2.6666667,4.0677967,0.84912294,0.71342349,0.84912294,0.71342349,0.51139158,0.58708966,2.1688259,0.56429762,42.652473,2,5.369565,1.9411764,5.3355265,7,47,0.40000001,0.1942029,0.33333334,0.21176471,1.1776857,1.4016919,1.0911623,2.8653316,17,152,12,247
1187,9204.44898764,4145.24130412,9234.39393066,4235.45573176,6,126,78,1320,0.18549345,0.094660975,0.21428572,0.11655875,2,1,0.5,1.4843777,2.4965324,3.2,4.7112813,0.8870222,0.74660051,0.8870222,0.74660051,0.54406804,0.59291524,1.4843777,0.60829216,95.05442,2.25,5.2127662,2.3103449,5.2514968,9,48,0.35714287,0.18316373,0.23076923,0.24137931,1.1273675,1.3394045,1.47219,2.736732,29,167,18,245
1188,9183.95506938,4069.19610637,9204.44898764,4145.24130412,10,168,174,1754,0.1449396,0.079546489,0.12820514,0.10909091,2,0.75,0.33333334,1.4174378,2.5327752,4.48,6.0105705,1.1561403,0.8180424,1.1561403,0.8180424,0.61990625,0.60895473,1.1673018,0.62768775,78.758316,2.3846154,5.125,2.2857144,5.1904764,14,57,0.23076923,0.15000001,0.2173913,0.26666668,0.86494696,1.2224306,1.7433239,2.7323956,49,210,31,287
1189,9178.15532391,4039.86563456,9183.95506938,4069.19610637,24,242,364,2854,0.20222223,0.082522519,0.17647059,0.1031543,4,1.1166667,0.36363637,1.5404148,2.6175144,7.1489363,8.8513002,1.6981779,0.9262771,1.6981779,0.9262771,0.70622677,0.6290555,1.5404148,0.67611074,29.898388,2.1176472,4.942029,1.8333334,4.9657793,18,70,0.13970588,0.11594203,0.38709676,0.30788803,0.58886647,1.0795906,1.4529195,2.6580856,60,263,36,341
1190,9175.43912834,4026.11536641,9178.15532391,4039.86563456,46,281,785,4843,0.3604224,0.10907166,0.26900584,0.093573093,6,1.4,0.46153846,1.5722799,2.6348121,8.3999996,10.331329,2.0257571,0.97906613,2.0257571,0.97906613,0.74622858,0.6385588,1.7469777,0.68696421,14.015976,2,4.8974357,1.6666666,4.8993287,20,79,0.11111111,0.1012321,0.45714286,0.31991053,0.49364263,1.0213814,1.3443294,2.6569657,66,298,38,382
1191,9155.59086313,3925.78593326,9175.43912834,4026.11536641,24,318,372,5124,0.19354838,0.12795764,0.17647059,0.11459459,4,1.1166667,0.36363637,1.5404148,2.6127193,7.1489363,9.3513165,1.6981779,0.95349127,1.6981779,0.95349127,0.70622677,0.63456762,1.5404148,0.67310739,102.27389,2.1176472,4.9466667,1.8709677,4.9187279,18,76,0.13970588,0.10666667,0.38709676,0.31002331,0.58886647,1.0487773,1.4529195,2.640728,62,283,36,371
1192,9107.523107,3669.69867413,9155.59086313,3925.78593326,10,289,220,4608,0.10742188,0.16546969,0.095238097,0.13473193,2,0.75,0.33333334,1.3419172,2.5993035,4.6451612,6.789957,1.1981546,0.92248499,1.1981546,0.92248499,0.62953198,0.62735492,1.0224131,0.68028641,260.55939,2.4666667,4.8939395,2.421875,4.7584743,16,67,0.20952381,0.11981352,0.18518518,0.31466666,0.8346169,1.0840285,1.9073327,2.5180287,64,236,37,323
1193,9056.60557192,3414.15267017,9107.523107,3669.69867413,10,288,222,4570,0.10508876,0.1600112,0.095238097,0.1264267,2,0.75,0.33333334,1.3419172,2.5753455,4.6451612,6.8129034,1.1981546,0.9147042,1.1981546,0.9147042,0.62953198,0.62723845,1.0224131,0.66059047,260.56931,2.4666667,4.9705882,2.4307692,4.8368201,16,69,0.20952381,0.11852502,0.18518518,0.30232558,0.8346169,1.0932496,1.9073327,2.592139,65,239,37,338
1194,9050.00432611,3380.09247357,9056.60557192,3414.15267017,24,322,392,4872,0.17998163,0.16501549,0.15686275,0.12957746,4,1.1166667,0.36363637,1.5347224,2.6629589,7.4666667,9.4195251,1.6828449,0.96665442,1.6828449,0.96665442,0.70292342,0.63464344,1.4579864,0.71012235,34.693996,2.1666667,4.8169012,1.9242424,4.6707821,19,72,0.13725491,0.10905433,0.36363637,0.33086419,0.59423184,1.0344958,1.5144788,2.5390506,66,243,39,342
1195,9046.95417206,3365.96392421,9050.00432611,3380.09247357,50,442,968,6053,0.3182117,0.19842973,0.21645021,0.16818874,6,1.35,0.42857143,1.5655907,2.7104192,9.6000004,10.649762,2.0147731,1.0305281,2.0147731,1.0305281,0.73987901,0.64267427,1.5655907,0.76262748,14.454042,2.090909,4.6164384,1.7820513,4.493927,23,74,0.1038961,0.10045662,0.41463414,0.36690646,0.49633381,0.97037631,1.4563459,2.4656372,78,247,46,337
1196,8995.44664367,3105.65389135,9046.95417206,3365.96392421,55,500,1044,6217,0.26962811,0.185358,0.2173913,0.16650017,5,1.2833333,0.35714287,1.5327436,2.6898127,9.4736843,10.961938,1.9174613,1.0370597,1.9174613,1.0370597,0.72755277,0.64505166,1.4148402,0.7429902,265.35699,2.173913,4.6794872,1.9772727,4.5752897,24,79,0.10671937,0.095571093,0.37209302,0.35794184,0.52152294,0.96426469,1.556901,2.5097764,88,259,50,365
