Ref,x1,y1,x2,y2,Choice R3,Choice R7,Choice [Connectivity Wgt] R3,Choice [Connectivity Wgt] R7,Choice [Connectivity Wgt][Norm] R3,Choice [Connectivity Wgt][Norm] R7,Choice [Norm] R3,Choice [Norm] R7,Connectivity,Control,Controllability,Entropy R3,Entropy R7,Harmonic Mean Depth R3,Harmonic Mean Depth R7,Integration [HH] R3,Integration [HH] R7,Integration [P-value] R3,Integration [P-value] R7,Integration [Tekl] R3,Integration [Tekl] R7,Intensity R3,Intensity R7,Line Length,Mean Depth R3,Mean Depth R7,Mean Depth [Connectivity Wgt] R3,Mean Depth [Connectivity Wgt] R7,Node Count R3,Node Count R7,RA R3,RA R7,RA [Penn] R3,RA [Penn] R7,RRA R3,RRA R7,Relativised Entropy R3,Relativised Entropy R7,Total Connectivity R3,Total Connectivity R7,Total Depth R3,Total Depth R7
421,11938.9232234,-285.853498092,12128.3556009,-222.914597252,10,367,182,4800,0.12033058,0.088690974,0.095238097,0.06594789,2,0.75,0.33333334,1.3419172,2.4683769,4.6451612,7.6766839,1.1981546,1.010371,1.1981546,1.010371,0.62953198,0.6497584,1.0224131,0.59619939,199.61446,2.4666667,5.1886792,2.4181819,4.9969606,16,107,0.20952381,0.079784364,0.18518518,0.27804878,0.8346169,0.98973542,1.9073327,2.7124429,55,329,37,550
422,11823.4403836,-324.228167616,11938.9232234,-285.853498092,45,796,544,9386,0.19868517,0.12864231,0.21428572,0.1060909,4,1.5,0.36363637,1.4898772,2.5453138,8.115942,12.20339,1.6666666,1.0891165,1.6666666,1.0891165,0.69863445,0.661273,1.2606653,0.6312378,121.69183,2.2857144,5.0731707,2.2702703,4.9109945,22,124,0.12857144,0.066773288,0.30769232,0.30125523,0.60000002,0.91817546,1.6872851,2.6593359,74,382,48,624
423,11600.6678187,-235.575573122,11600.7568742,-80.8468315835,14,181,290,2288,0.19173554,0.10576923,0.10294118,0.081863411,2,0.5,0.25,1.3805348,2.6166892,5.1428571,7.1830916,1.3443909,0.92725593,1.3443909,0.92725593,0.65431285,0.62835741,1.0804185,0.68436486,154.72876,2.4117646,4.8955226,2.2181818,4.8653846,18,68,0.17647059,0.11804613,0.22580644,0.31496063,0.74383128,1.0784509,1.8379663,2.5496428,55,208,41,328
424,11225.66585,-15.0453625951,11600.7568742,-80.8468315835,18,170,312,2104,0.23076923,0.1284454,0.15000001,0.096045196,4,1.25,0.5,1.4940827,2.6678512,6.4000001,8.0124292,1.4635203,0.93242764,1.4635203,0.93242764,0.67259115,0.62590766,1.3368108,0.73305821,380.819,2.25,4.7166667,2,4.6574588,17,61,0.16666667,0.12598871,0.31034482,0.3421829,0.68328404,1.0724692,1.6364009,2.4695461,52,181,36,283
425,10756.309481,67.4683003122,11225.66585,-15.0453625951,18,174,244,1854,0.22091444,0.1485339,0.1978022,0.11717172,4,1.25,0.5,1.5457796,2.6627896,6,7.444109,1.471094,0.93075269,1.471094,0.93075269,0.67510992,0.6232357,1.5457796,0.75693512,476.5542,2.1428571,4.5999999,1.9361702,4.443038,15,56,0.17582418,0.13333334,0.36000001,0.35922331,0.67976618,1.0743992,1.4674242,2.4022043,47,158,30,253
426,10731.2848595,-55.5245450428,10756.309481,67.4683003122,10,149,162,1586,0.19274242,0.14481373,0.15151516,0.10812772,2,0.75,0.33333334,1.4535002,2.6230216,4.3636365,6.1087542,1.1365665,0.88837153,1.1365665,0.88837153,0.61485791,0.61668956,1.2597001,0.72266918,125.51283,2.3333333,4.7169809,2.1707318,4.5270271,13,54,0.24242425,0.14296082,0.23809524,0.33670035,0.87984288,1.1256552,1.650112,2.4019072,41,148,28,250
427,10720.7317717,-75.933946258,10731.2848595,-55.5245450428,10,156,162,1608,0.1466727,0.1321499,0.095238097,0.1012987,2,0.75,0.33333334,1.3419172,2.6337733,4.6451612,6.3716812,1.1981546,0.89558196,1.1981546,0.89558196,0.62953198,0.61925894,1.0224131,0.7148813,22.97632,2.4666667,4.7678571,2.3404255,4.6410255,16,57,0.20952381,0.13701299,0.18518518,0.33015874,0.8346169,1.1165924,1.9073327,2.4513474,47,156,37,267
428,12130.1033169,181.315860046,12147.346706,114.076027241,12,64,112,806,0.30727023,0.088449933,0.33333334,0.064646468,3,1.1666666,0.5,1.563269,2.5865977,4,5.4470425,1.2222222,0.77653629,1.2222222,0.77653629,0.63092977,0.59587669,1.9540863,0.6684466,69.415627,2,4.977778,1.8518518,4.7555556,10,46,0.25,0.18080808,0.40000001,0.2811245,0.81818181,1.2877698,1.2090708,2.6161275,27,135,18,224
429,12147.346706,114.076027241,12184.727791,11.1917003304,8,73,122,914,0.16897507,0.082338631,0.17777778,0.062074829,2,0.83333331,0.40000001,1.4754353,2.591538,3.8709676,5.5172415,1.0207884,0.81229979,1.0207884,0.81229979,0.58639652,0.60388386,1.3524823,0.67487967,109.46474,2.3,4.9387755,2.3157895,4.7248321,11,50,0.2888889,0.16411565,0.23529412,0.29304031,0.97963494,1.2310725,1.5687064,2.5444472,38,149,23,242
430,12184.727791,11.1917003304,12240.9775297,-144.191515983,10,128,224,1356,0.10284664,0.075921729,0.083333336,0.067689054,2,0.75,0.33333334,1.3047132,2.5963447,4.7058825,6.5869632,1.2196002,0.90272421,1.2196002,0.90272421,0.63400531,0.62312728,0.96435326,0.68154049,165.25125,2.5,4.8870969,2.4242425,4.6825395,17,63,0.2,0.1274458,0.1724138,0.31339031,0.81994081,1.107758,1.9794723,2.5552735,66,189,40,303
431,12240.9775297,-144.191515983,12252.944375,-179.574500763,28,220,488,2374,0.1563852,0.084530614,0.11067194,0.075187966,4,1.075,0.30769232,1.4877305,2.6854804,8.6746988,10.344688,1.7852225,1.0262573,1.7852225,1.0262573,0.71211302,0.64353704,1.2751975,0.73756152,37.351852,2.2608695,4.7012987,1.9367088,4.5274262,24,78,0.11462451,0.097402595,0.3255814,0.3537415,0.56015426,0.97441453,1.6681159,2.4871469,79,237,52,362
432,12252.944375,-179.574500763,12256.8962169,-191.255566971,29,148,674,2539,0.21062499,0.084598087,0.10507246,0.048036352,5,1.125,0.35714287,1.5237721,2.69678,9.7297297,11.109942,1.9051077,1.0405744,1.9051077,1.0405744,0.72531408,0.64575231,1.3605108,0.74393928,12.331438,2.2083333,4.6835442,1.8125,4.522449,25,80,0.10507246,0.094449855,0.35555556,0.35761589,0.52490467,0.96100765,1.6028951,2.4969175,80,245,53,370
433,11492.9773433,-265.640438335,11600.2225407,-290.844694499,12,138,165,1752,0.22853185,0.085029967,0.18181819,0.068452381,3,1.1666666,0.5,1.4912097,2.573597,4.8000002,6.9709544,1.2123377,0.8912676,1.2123377,0.8912676,0.62951124,0.62259942,1.3846948,0.65859765,110.16708,2.25,4.984375,2.1052632,4.9359608,13,65,0.22727273,0.12648809,0.2857143,0.29752067,0.82485271,1.1219975,1.5790722,2.5865602,38,203,27,319
434,11346.4252336,-244.355932563,11492.9773433,-265.640438335,10,104,140,1353,0.25711662,0.09041398,0.22222222,0.062915914,2,0.66666669,0.33333334,1.5085742,2.5427375,4,5.9504132,1.1058542,0.8478663,1.1058542,0.8478663,0.60528529,0.61406177,1.5085742,0.64386916,148.08968,2.2,5.034483,2.090909,4.8728323,11,59,0.26666668,0.14156079,0.29411766,0.28440368,0.9042784,1.1794312,1.4395257,2.6110091,33,173,22,292
435,11221.6583483,-226.925867605,11346.4252336,-244.355932563,12,131,184,1515,0.1990265,0.1012396,0.15384616,0.079249851,3,1.1666666,0.5,1.4524539,2.6156559,4.9411764,6.8271012,1.2241485,0.89774078,1.2241485,0.89774078,0.63241249,0.62056375,1.2708972,0.70147133,125.9785,2.3076923,4.8103447,2.1860466,4.716763,14,59,0.21794872,0.1336963,0.26086956,0.32415903,0.81689435,1.1139072,1.6808264,2.4932137,43,173,30,279
436,10949.2929502,-178.176430569,11221.6583483,-226.925867605,16,207,237,2154,0.25635478,0.14561926,0.20512821,0.12522686,3,1,0.42857143,1.5164965,2.6109519,5.3333335,7.0794168,1.3006579,0.91852182,1.3006579,0.91852182,0.64624065,0.62320566,1.4153968,0.71649379,276.69373,2.2307692,4.7241378,2.0930233,4.6802325,14,59,0.20512821,0.1306715,0.30434781,0.33944955,0.76884174,1.0887058,1.5425942,2.470015,43,172,29,274
437,10686.9017785,-123.795295265,10949.2929502,-178.176430569,16,196,228,1968,0.285,0.15766704,0.20512821,0.12727273,3,1,0.42857143,1.5164965,2.64676,5.3333335,7.1159029,1.3006579,0.9041521,1.3006579,0.9041521,0.64624065,0.62036288,1.4153968,0.72531402,267.96722,2.2307692,4.7321429,2.0250001,4.6265821,14,57,0.20512821,0.13571429,0.30434781,0.33650795,0.76884174,1.1060085,1.5425942,2.4282851,40,158,29,265
438,10600.217291,-272.147296398,10686.9017785,-123.795295265,12,192,151,1617,0.23302469,0.14764427,0.18181819,0.1341719,3,1.1666666,0.5,1.4912097,2.6190333,4.8000002,6.5386996,1.2123377,0.85540956,1.2123377,0.85540956,0.62951124,0.61288178,1.3846948,0.6892193,171.82118,2.25,4.8888888,2.0555556,4.7567568,13,55,0.22727273,0.14675052,0.2857143,0.30693069,0.82485271,1.1690307,1.5790722,2.5308077,36,148,27,264
439,10164.6241235,-160.70707263,10174.1196761,-167.449176343,0,0,4,47,0.1632653,0.037599999,0,0,1,0.5,0.5,1.5,2.3584585,1.3333334,1.6,0.33333334,0.41186562,0.33333334,0.41186562,0,0.4678925,3,0.59897363,11.645663,2,5.2666669,1.7142857,5.4200001,4,16,1,0.60952383,0,0.072463766,3,2.4279764,0.81028318,2.7816346,7,50,6,79
440,10328.7758446,0.137632068654,10724.7504053,-106.652513195,26,274,242,2233,0.28792384,0.13335723,0.24761905,0.1359127,3,1.25,0.375,1.4989992,2.6364892,5.915493,7.9006391,1.3873369,0.92013454,1.3873369,0.92013454,0.66087639,0.62620157,1.3324437,0.69663334,410.12192,2.2666667,4.859375,2.0975609,4.8360658,16,65,0.18095239,0.12251984,0.2962963,0.31955922,0.72080547,1.0867976,1.6082193,2.5182762,41,183,34,311
441,10724.7504053,-106.652513195,10933.9197285,-156.029409331,8,129,106,1309,0.19467402,0.078174926,0.14545454,0.063988097,2,0.83333331,0.40000001,1.4308271,2.5400167,4,6.1259146,1.0445806,0.87750286,1.0445806,0.87750286,0.59431612,0.62085557,1.2264233,0.63992667,214.91832,2.3636363,5.046875,2.2424242,4.9781423,12,65,0.27272728,0.12847222,0.21052632,0.28650138,0.957322,1.1395974,1.6862333,2.6084054,33,183,26,323
442,10933.9197285,-156.029409331,11134.717826,-189.883630245,8,153,122,1523,0.16042078,0.073915891,0.12121212,0.065217391,2,0.83333331,0.40000001,1.3845311,2.5343115,4.0975609,6.3431425,1.0697098,0.90955728,1.0697098,0.90955728,0.60170126,0.62701803,1.1249316,0.64276016,203.63199,2.4166667,5.014493,2.3333333,4.9556651,13,70,0.25757575,0.11807331,0.19047619,0.29516539,0.93483305,1.0994359,1.7917442,2.6058486,39,203,29,346
443,11134.717826,-189.883630245,11519.7942086,-249.46473998,29,365,395,3645,0.18698224,0.11479592,0.15263158,0.1072583,3,1.0833334,0.33333334,1.4060923,2.6109719,6.7692308,9.336235,1.4896638,0.9928509,1.4896638,0.9928509,0.67561632,0.64172071,1.0936273,0.67483586,389.65848,2.4000001,4.927711,2.3076923,4.90873,21,84,0.14736842,0.095797822,0.24324325,0.31656185,0.67129236,1.0072006,1.8471928,2.5884588,65,252,48,409
444,11519.7942086,-249.46473998,11667.1812144,-276.785717192,27,492,382,5390,0.18652344,0.12643085,0.14210527,0.11019037,3,1.0833334,0.33333334,1.4060923,2.5852354,6.7692308,9.849081,1.4896638,1.0233661,1.4896638,1.0233661,0.67561632,0.64844197,1.0936273,0.65656775,149.89784,2.4000001,4.9894738,2.296875,4.9383564,21,96,0.14736842,0.084882416,0.24324325,0.30965391,0.67129236,0.97716743,1.8471928,2.5982668,64,292,48,474
445,11516.7663184,-229.891854932,11670.6877784,-257.16061207,27,455,382,4928,0.18652344,0.11249087,0.14210527,0.099780701,3,1.0833334,0.33333334,1.4060923,2.5807626,6.7692308,9.8753967,1.4896638,1.0215746,1.4896638,1.0215746,0.67561632,0.64850861,1.0936273,0.65191138,156.31827,2.4000001,5.0104165,2.296875,4.9628377,21,97,0.14736842,0.084429823,0.24324325,0.3063063,0.67129236,0.978881,1.8471928,2.6127884,64,296,48,481
446,11134.728958,-170.38904598,11516.7663184,-229.891854932,29,357,395,3610,0.18698224,0.10680474,0.15263158,0.097674422,3,1.0833334,0.33333334,1.4060923,2.5922322,6.7692308,9.4237175,1.4896638,0.9897874,1.4896638,0.9897874,0.67561632,0.64228797,1.0936273,0.65942746,386.6434,2.4000001,4.9883723,2.3076923,4.953846,21,87,0.14736842,0.093844049,0.24324325,0.3070707,0.67129236,1.010318,1.8471928,2.6322081,65,260,48,429
447,10934.698965,-133.947678455,11134.728958,-170.38904598,8,172,122,1747,0.16042078,0.072850861,0.12121212,0.06368012,2,0.83333331,0.40000001,1.3845311,2.5147505,4.0975609,6.4602308,1.0697098,0.91464293,1.0697098,0.91464293,0.60170126,0.62959057,1.1249316,0.62452412,203.32233,2.4166667,5.0945945,2.3333333,5.0456619,13,75,0.25757575,0.11218067,0.19047619,0.28368795,0.93483305,1.0933229,1.7917442,2.6534812,39,219,29,377
448,10728.6911153,-90.3590081796,10934.698965,-133.947678455,8,154,108,1569,0.18685122,0.08085753,0.14545454,0.065643646,2,0.83333331,0.40000001,1.4308271,2.5204229,4,6.2540717,1.0445806,0.89981204,1.0445806,0.89981204,0.59431612,0.62581939,1.2264233,0.63236415,210.56877,2.3636363,5.057971,2.2647059,4.9746194,12,70,0.27272728,0.11935209,0.21052632,0.28753179,0.957322,1.1113431,1.6862333,2.6168573,34,197,26,349
449,10338.3381889,17.2021908298,10728.6911153,-90.3590081796,26,392,266,3437,0.26271605,0.1635693,0.21666667,0.15774648,3,1.25,0.375,1.4726398,2.6241295,6.0759492,8.3740511,1.3938289,0.95259398,1.3938289,0.95259398,0.66181248,0.63298786,1.2517439,0.68955231,404.901,2.3125,4.8732395,2.1555555,4.8585367,17,72,0.175,0.11066398,0.27586207,0.32098764,0.71744823,1.0497652,1.6838834,2.5248878,45,205,37,346
450,10686.9017785,-123.795295265,10699.0578669,-105.084574606,20,241,277,2143,0.28615701,0.15935455,0.16666667,0.1408533,3,0.91666669,0.375,1.4726398,2.6632912,6.0759492,7.6658478,1.3938289,0.9110046,1.3938289,0.9110046,0.66181248,0.62274623,1.2517439,0.7198084,22.312811,2.3125,4.7796612,2.0454545,4.6890244,17,60,0.175,0.13033314,0.27586207,0.33033034,0.71744823,1.0976893,1.6838834,2.4828703,44,164,37,282
451,10699.0578669,-105.084574606,10720.7317717,-75.933946258,54,493,486,4020,0.40483132,0.234916,0.35294119,0.23701923,4,1.5,0.36363637,1.5347224,2.702271,7.4666667,9.1138086,1.6828449,0.9837501,1.6828449,0.9837501,0.70292342,0.634305,1.4579864,0.75893569,36.325161,2.1666667,4.6307693,1.9795918,4.6162162,19,66,0.13725491,0.11346154,0.36363637,0.36043361,0.59423184,1.0165184,1.5144788,2.4142871,49,185,39,301
452,9820.11256342,-203.877377599,9833.24826333,-216.420778928,0,0,4,13,0.1632653,0.1015625,0,0,1,0.5,0.5,1.5,2.625,1.3333334,1.1428572,0.33333334,0.32836786,0.33333334,0.32836786,0,0.36084881,3,1.05,18.162697,2,4,1.7142857,3.9375,4,8,1,1,0,0,3,3.0453651,0.81028318,1.7829173,7,16,6,28
453,9798.61676975,-160.876931876,9820.11256342,-203.877377599,4,12,16,62,0.39506173,0.23440453,0.66666669,0.33333334,2,1.5,0.66666669,1.4575424,2.5897353,1.6,1.3333334,0.70398736,0.4074074,0.70398736,0.4074074,0.36907023,0.42061985,3.6438563,0.99605203,48.073978,1.75,4,1.4444444,4.2608695,5,10,0.5,0.75,0.40000001,0.18181819,1.42048,2.4545455,0.79481012,2.1206753,9,23,7,36
454,9740.09611344,-129.818782323,9798.61676975,-160.876931876,6,24,30,144,0.49586776,0.29968783,0.60000002,0.36363637,2,1,0.5,1.4874687,2.5884914,2,1.6551725,0.87255627,0.46628374,0.87255627,0.46628374,0.5,0.46532536,2.9749374,0.88553655,66.25161,1.8,4.25,1.4545455,4.4193549,6,13,0.40000001,0.59090906,0.42857143,0.23529412,1.146058,2.1446171,0.87540293,2.3441656,11,31,9,51
455,9658.87741295,-95.7814681628,9740.09611344,-129.818782323,6,38,38,238,0.44970414,0.36728394,0.40000001,0.36190477,2,1,0.5,1.5491613,2.6556392,2.6666667,2.1818182,0.84912294,0.527188,0.84912294,0.527188,0.51139158,0.49741787,2.1688259,0.86714745,88.062569,2,4.3333335,1.6153846,4.1944447,7,16,0.40000001,0.47619048,0.33333334,0.27536231,1.1776857,1.8968565,1.0911623,2.2783091,13,36,12,65
456,9648.72507538,-86.2300972734,9658.87741295,-95.7814681628,6,54,42,338,0.37333333,0.38321996,0.40000001,0.39705881,2,1,0.5,1.5491613,2.7013369,2.6666667,2.6666667,0.84912294,0.59750706,0.84912294,0.59750706,0.51139158,0.52129602,2.1688259,0.91743517,13.939105,2,4.1764708,1.8,4.0714288,7,18,0.40000001,0.39705881,0.33333334,0.33333334,1.1776857,1.6736205,1.0911623,2.0646329,15,42,12,71
457,9643.34834399,-67.7153118528,9648.72507538,-86.2300972734,6,70,56,468,0.28,0.26888826,0.2857143,0.33333334,2,1,0.5,1.5306391,2.6769626,3,3.0967741,0.8619656,0.64285713,0.8619656,0.64285713,0.52832085,0.54197663,1.7493018,0.85352427,19.279692,2.1428571,4.3333335,2.05,4.5084743,8,22,0.38095239,0.33333334,0.27272728,0.33333334,1.1601391,1.5555556,1.2942394,2.191432,20,59,15,91
458,9634.38712498,-55.1717573978,9643.34834399,-67.7153118528,8,90,90,666,0.26627219,0.18435986,0.22222222,0.23809524,2,0.83333331,0.40000001,1.5142466,2.6638815,3.6923077,3.9810426,1,0.68340963,1,0.68340963,0.57812965,0.562747,1.5142466,0.7648769,15.415713,2.2222223,4.6428571,2.0384614,4.8352942,10,29,0.30555555,0.26984128,0.26666668,0.30612245,1,1.4632514,1.4379251,2.4248471,26,85,20,130
459,9422.02293239,37.8208090355,9634.38712498,-55.1717573978,14,120,139,996,0.33055887,0.1841716,0.25454545,0.20168068,3,1.0833334,0.42857143,1.5566417,2.6618879,4.8000002,4.9484534,1.3057258,0.75090498,1.3057258,0.75090498,0.64768547,0.5829882,1.6981546,0.74865592,231.8322,2.090909,4.6857142,1.7241379,4.6634617,12,36,0.21818182,0.21680672,0.36842105,0.31746033,0.76585758,1.3317264,1.339381,2.5079169,29,104,23,164
460,9991.87853771,86.1139829554,9996.2756576,94.9729788247,28,366,464,3438,0.28562635,0.24362245,0.18300654,0.19354838,4,1.0833334,0.44444445,1.4907227,2.6880486,7.1287127,8.5601788,1.5365106,0.95002854,1.5365106,0.95002854,0.68252915,0.62898445,1.2874422,0.74275029,9.8902206,2.2777777,4.6935482,2.0175438,4.4761906,19,63,0.1503268,0.12109995,0.30303031,0.34757835,0.65082532,1.0525999,1.6724215,2.4579241,57,168,41,291
461,9949.33222833,7.70300394663,9991.87853771,86.1139829554,16,196,248,1606,0.20658059,0.13721219,0.17582418,0.12727273,4,1.3333334,0.5714286,1.4860064,2.6519625,5.5081968,7.1798806,1.3845592,0.89135748,1.3845592,0.89135748,0.66066402,0.61871231,1.393131,0.71640694,89.210258,2.2142856,4.7857141,2.0204082,4.5424838,15,57,0.18681319,0.13766234,0.31999999,0.32698414,0.72225159,1.1218843,1.6021256,2.5064085,49,153,31,268
462,9949.33222833,7.70300394663,9950.72372197,-0.737807895115,10,124,120,892,0.26666668,0.12597981,0.27777779,0.13732004,2,0.75,0.33333334,1.5142466,2.5920985,3.6923077,5.0793653,1.1,0.76646101,1.1,0.76646101,0.60206002,0.59280413,1.6824962,0.6748659,8.554739,2.1111112,4.9534883,1.9666667,4.7226892,10,44,0.27777779,0.18826135,0.33333334,0.28270042,0.90909094,1.3046978,1.3243603,2.5735564,30,119,19,213
463,9950.72372197,-0.737807895115,10095.8954699,-111.905105996,6,68,60,514,0.24793388,0.12145558,0.2857143,0.12878788,2,1,0.5,1.5306391,2.4824214,3,3.5955057,0.8619656,0.64412117,0.8619656,0.64412117,0.52832085,0.56270468,1.7493018,0.6160754,182.84694,2.1428571,5.181818,2.1363637,4.945652,8,34,0.38095239,0.26136363,0.27272728,0.22033899,1.1601391,1.5525029,1.2942394,2.7663035,22,92,15,171
464,10095.8954699,-111.905105996,10164.6241235,-160.70707263,4,28,20,220,0.33057851,0.095155708,0.66666669,0.11067194,2,1.5,0.66666669,1.4575424,2.3828948,1.6,2.2068965,0.70398736,0.52828014,0.70398736,0.52828014,0.36907023,0.5229907,3.6438563,0.5895822,84.292702,1.75,5.2608695,1.7272727,5.1323528,5,24,0.5,0.38735178,0.40000001,0.16239317,1.42048,1.892935,0.79481012,2.8806465,11,68,7,121
465,10216.0982561,34.8808898567,10328.7758446,0.137632068654,8,168,104,1526,0.203125,0.093159549,0.14545454,0.086021505,2,0.83333331,0.40000001,1.4308271,2.535778,4,6.0759492,1.0445806,0.86202955,1.0445806,0.86202955,0.59431612,0.61840665,1.2264233,0.63147777,117.91239,2.3636363,5.0952382,2.21875,5.0773482,12,64,0.27272728,0.13210446,0.21052632,0.27731094,0.957322,1.160053,1.6862333,2.6381679,32,181,26,321
466,10223.0668562,53.1606654999,10338.3381889,17.2021908298,10,310,156,2904,0.18560381,0.13820346,0.10989011,0.12128326,2,0.66666669,0.33333334,1.3797646,2.5624003,4.5714288,6.916945,1.1768752,0.92708856,1.1768752,0.92708856,0.62482291,0.63032979,1.0892878,0.6517604,120.74971,2.4285715,5,2.2682927,4.9463415,15,73,0.21978022,0.11267605,0.2,0.29927006,0.84970772,1.0786456,1.8288469,2.5878825,41,205,34,360
467,9229.51813697,181.302793582,9429.41454658,60.6738049723,10,46,72,453,0.2304,0.069713756,0.27777779,0.073015876,3,1.5833334,0.5,1.563269,2.5470297,4,4.5466847,1.2222222,0.69597429,1.2222222,0.69597429,0.63092977,0.57511634,1.9540863,0.65444511,233.47362,2,5.0277777,1.6799999,5.0877194,10,37,0.25,0.23015873,0.40000001,0.25641027,0.81818181,1.4368347,1.2090708,2.7601857,25,114,18,181
468,9104.70672389,261.33514205,9229.51813697,181.302793582,0,0,15,72,0.083102494,0.024930747,0,0,1,0.33333334,0.33333334,1.4413203,2.5570705,2.1818182,2.8140705,0.63684219,0.57550132,0.63684219,0.57550132,0.44064268,0.53509218,1.4413203,0.67291325,148.26688,2.3333333,5,2.1578948,5.1052632,7,25,0.53333336,0.34782609,0.11111111,0.21951219,1.5702478,1.7376156,1.4406053,2.5630286,19,76,14,120
469,9402.95390362,-1.3388561933,9408.94289221,8.23872130358,8,184,128,1970,0.16831033,0.24817334,0.14545454,0.22439024,2,0.83333331,0.40000001,1.4308271,2.6378174,4,5.1533742,1.0445806,0.78534001,1.0445806,0.78534001,0.59431612,0.59398764,1.2264233,0.7194047,11.295927,2.3636363,4.780488,2.3076923,4.7063494,12,42,0.27272728,0.18902439,0.21052632,0.31111112,0.957322,1.2733338,1.6862333,2.4666986,39,126,26,196
470,9408.94289221,8.23872130358,9422.02293239,37.8208090355,14,180,145,1878,0.30176899,0.26083332,0.25454545,0.24291497,3,1.0833334,0.42857143,1.5566417,2.6787891,4.8000002,5.5705996,1.3057258,0.78133929,1.3057258,0.78133929,0.64768547,0.59164083,1.6981546,0.74410808,32.344818,2.090909,4.7179489,1.8064516,4.7083335,12,40,0.21818182,0.19568151,0.36842105,0.31924883,0.76585758,1.2798537,1.339381,2.4776216,31,120,23,184
471,9422.02293239,37.8208090355,9429.41454658,60.6738049723,24,180,208,1810,0.49464923,0.23168001,0.43636364,0.21951219,4,1.3333334,0.5,1.5566417,2.5929573,4.8000002,5.2705884,1.5668709,0.76558304,1.5668709,0.76558304,0.69897002,0.59100193,2.0755222,0.6892671,24.018646,1.9090909,4.8780489,1.5172414,4.848,12,42,0.18181819,0.19390243,0.47368422,0.29333332,0.63821465,1.3061941,1.1702437,2.7022803,29,125,21,200
472,9429.41454658,60.6738049723,9448.76187408,120.517759623,14,170,135,1855,0.32104638,0.19766636,0.31111112,0.17171717,3,1.0833334,0.42857143,1.5531402,2.5320547,4.3636365,5.4090443,1.3270249,0.75543481,1.3270249,0.75543481,0.65321249,0.59272879,1.8982824,0.63647276,62.893703,2,5.0888891,1.7586207,5.0364962,11,46,0.22222222,0.18585859,0.41176471,0.26104417,0.75356531,1.323741,1.229477,2.7783384,29,137,20,229
473,9448.76187408,120.517759623,9473.60838443,196.420700591,8,188,124,2034,0.18115413,0.17841323,0.14545454,0.1417798,2,0.83333331,0.40000001,1.4308271,2.5168772,4,5.4625397,1.0445806,0.78529519,1.0445806,0.78529519,0.59431612,0.6019963,1.2264233,0.61756706,79.866173,2.3636363,5.1730771,2.2702703,5.0264902,12,53,0.27272728,0.16365008,0.21052632,0.25429553,0.957322,1.2734065,1.6862333,2.7353373,37,151,26,269
474,9473.60838443,196.420700591,9500.5254373,264.667112451,10,234,152,2340,0.19,0.17190082,0.18181819,0.13220339,2,0.75,0.33333334,1.4854122,2.5632071,4.2105265,6.2316642,1.1191936,0.8592205,1.1191936,0.8592205,0.60985333,0.61658382,1.3711498,0.64877856,73.362801,2.2727273,5.0333333,2.175,4.7696972,12,61,0.25454545,0.13672316,0.2631579,0.2861357,0.89350057,1.1638455,1.5487748,2.6055236,40,165,25,302
475,9500.5254373,264.667112451,9507.30479429,283.051765515,18,304,284,2970,0.18776859,0.17932616,0.15000001,0.12958227,4,1.25,0.5,1.4940827,2.6407819,6.4000001,8.5935812,1.4635203,0.96531564,1.4635203,0.96531564,0.67259115,0.63372225,1.3368108,0.71097976,19.594774,2.25,4.7826085,2.0545454,4.4230771,17,70,0.16666667,0.11125319,0.31034482,0.33587787,0.68328404,1.0359306,1.6364009,2.4777529,55,182,36,330
476,9507.30479429,283.051765515,9511.18984452,293.583427177,30,518,564,5138,0.2512809,0.26749271,0.14285715,0.19178082,4,1,0.40000001,1.4583882,2.6840436,7.8805971,9.834012,1.6071428,1.0188853,1.6071428,1.0188853,0.69100952,0.64171231,1.1883163,0.74281651,11.225396,2.3333333,4.6756759,2.0895522,4.3622451,22,75,0.13333334,0.10070344,0.2820513,0.35697401,0.62222224,0.98146474,1.7643235,2.4246283,67,196,49,346
477,9511.18984452,293.583427177,9590.0485718,507.31540696,66,954,850,8180,0.35706785,0.3289831,0.26086956,0.28726289,4,1.25,0.30769232,1.4877305,2.6883276,8.6746988,10.852174,1.7852225,1.0509161,1.7852225,1.0509161,0.71211302,0.64779055,1.2751975,0.73884499,227.81584,2.2608695,4.6951218,2.057971,4.5291481,24,83,0.11462451,0.091237582,0.3255814,0.3566879,0.56015426,0.95155078,1.6681159,2.4611011,69,223,52,385
478,9125.24516994,502.101749815,9289.19651598,417.69046852,8,170,104,1572,0.203125,0.087091416,0.14545454,0.072463766,2,0.83333331,0.40000001,1.4308271,2.4969335,4,6.1952968,1.0445806,0.86878407,1.0445806,0.86878407,0.59431612,0.62194616,1.2264233,0.60479361,184.40529,2.3636363,5.2028985,2.21875,5.1210527,12,70,0.27272728,0.12361466,0.21052632,0.26208651,0.957322,1.151034,1.6862333,2.7148125,32,190,26,359
479,9289.19651598,417.69046852,9504.6331265,313.026518785,8,186,108,1684,0.18685122,0.095291987,0.14545454,0.079283886,2,0.83333331,0.40000001,1.4308271,2.5177588,4,6.2487693,1.0445806,0.89343041,1.0445806,0.89343041,0.59431612,0.62502986,1.2264233,0.62719971,239.51509,2.3636363,5.0869565,2.2647059,4.9468083,12,70,0.27272728,0.12020461,0.21052632,0.28244275,0.957322,1.1192814,1.6862333,2.6345696,34,188,26,351
