Cluster_Kmeans_740984,Ref,Choice R3,Integration [HH] R3,Total Connectivity R3,Choice R3,Integration [HH] R3,Total Connectivity R3
2,873,31,1.8649745,181,0.037575758,0.576343274,0.38752784
3,874,12,1.4135897,70,0.014545455,0.406491091,0.140311804
3,875,15,1.4666082,72,0.018181818,0.426441493,0.144766147
3,876,2,1.4135897,62,0.002424242,0.406491091,0.122494432
3,877,5,1.1981546,66,0.006060606,0.325424733,0.131403118
3,878,15,1.4724894,62,0.018181818,0.428654537,0.122494432
3,879,28,1.7379411,76,0.033939394,0.528541708,0.153674833
2,880,3,2.1659517,259,0.003636364,0.689598381,0.561247216
2,881,22,1.9916406,217,0.026666667,0.624006628,0.467706013
3,882,1,1.152335,94,0.001212121,0.308183216,0.19376392
2,883,14,1.9378124,217,0.016969697,0.603751543,0.467706013
2,884,2,2.1333411,244,0.002424242,0.677327296,0.527839644
3,885,1,1.3812032,129,0.001212121,0.394304333,0.271714922
2,886,4,1.507236,131,0.004848485,0.441729381,0.276169265
2,887,4,1.5967636,149,0.004848485,0.47541784,0.316258352
2,888,15,1.799947,185,0.018181818,0.55187399,0.396436526
2,889,58,1.8688198,153,0.07030303,0.577790227,0.325167038
2,890,2,1.6030675,147,0.002424242,0.477789943,0.311804009
2,891,5,1.8188498,172,0.006060606,0.558986949,0.367483296
3,892,20,1.5448366,92,0.024242424,0.455878161,0.189309577
3,893,10,1.2063863,40,0.012121212,0.328522251,0.073496659
3,894,8,1.390353,92,0.00969697,0.397747323,0.189309577
3,895,4,1.0189475,20,0.004848485,0.257990657,0.028953229
3,896,2,0.84912294,20,0.002424242,0.194087149,0.028953229
3,897,4,1.0207884,40,0.004848485,0.258683372,0.073496659
2,898,92,2.2094638,217,0.111515152,0.705971607,0.467706013
2,899,15,1.8362781,129,0.018181818,0.565545067,0.271714922
2,900,40,2.0144928,204,0.048484848,0.632605712,0.438752784
2,901,22,1.6413553,122,0.026666667,0.49219731,0.256124722
2,902,34,2.138299,83,0.041212121,0.679192911,0.169265033
3,903,10,1.4505,119,0.012121212,0.420380117,0.249443207
3,904,16,1.3873369,73,0.019393939,0.396612391,0.146993318
3,905,15,1.7217885,65,0.018181818,0.522463625,0.129175947
3,906,13,1.5364467,67,0.015757576,0.452721114,0.13363029
2,907,22,2.138299,83,0.026666667,0.679192911,0.169265033
3,908,17,1.6474625,63,0.020606061,0.494495396,0.124721604
3,909,12,1.6828449,81,0.014545455,0.507809486,0.16481069
2,910,45,1.9565217,93,0.054545455,0.61079169,0.191536748
2,911,0,1.7601773,172,0,0.536908997,0.367483296
3,912,11,1.390353,66,0.013333333,0.397747323,0.131403118
3,913,8,1.2829794,68,0.00969697,0.357343569,0.135857461
2,914,28,1.8883823,207,0.033939394,0.585151426,0.445434298
3,915,0,0.97627407,68,0,0.241933016,0.135857461
3,916,4,1.3815587,139,0.004848485,0.394438104,0.293986637
2,917,2,1.6819378,173,0.002424242,0.507468152,0.369710468
3,918,10,1.1058542,25,0.012121212,0.290692894,0.040089087
3,919,18,1.2063863,24,0.021818182,0.328522251,0.037861915
3,920,8,0.98558021,21,0.00969697,0.245434836,0.031180401
3,921,6,0.8870222,20,0.007272727,0.208348312,0.028953229
3,922,8,0.98558021,21,0.00969697,0.245434836,0.031180401
3,923,8,0.98558021,21,0.00969697,0.245434836,0.031180401
3,924,6,0.8870222,20,0.007272727,0.208348312,0.028953229
3,925,8,0.98558021,21,0.00969697,0.245434836,0.031180401
3,926,18,1.2063863,24,0.021818182,0.328522251,0.037861915
3,927,10,1.1058542,24,0.012121212,0.290692894,0.037861915
3,928,8,1,24,0.00969697,0.250860877,0.037861915
3,929,6,0.8619656,20,0.007272727,0.198919731,0.028953229
3,930,6,0.8870222,23,0.007272727,0.208348312,0.035634744
3,931,10,1.1058542,25,0.012121212,0.290692894,0.040089087
3,932,30,1.5668709,32,0.036363636,0.464169477,0.055679287
3,933,14,1.3304729,73,0.016969697,0.375214961,0.146993318
2,934,18,1.7607889,186,0.021818182,0.537139137,0.398663697
3,935,8,0.98558021,21,0.00969697,0.245434836,0.031180401
3,936,0,0.49860358,15,0,0.062189757,0.017817372
3,937,14,1.3057258,32,0.016969697,0.365902842,0.055679287
3,938,8,1,24,0.00969697,0.250860877,0.037861915
3,939,6,0.8619656,19,0.007272727,0.198919731,0.026726058
3,940,6,0.87255627,12,0.007272727,0.202904908,0.011135857
3,941,4,0.70398736,9,0.004848485,0.13947389,0.004454343
3,942,0,0.33333334,7,0,0,0
3,943,0,0.42239243,12,0,0.033512163,0.011135857
3,944,15,1.4255327,89,0.018181818,0.410985139,0.182628062
3,945,26,1.5365106,64,0.031515152,0.452745159,0.126948775
2,946,80,1.9594067,108,0.096969697,0.611877291,0.224944321
2,947,26,1.7429876,176,0.031515152,0.530440662,0.376391982
3,948,8,1.2409762,83,0.00969697,0.34153813,0.169265033
2,949,21,1.7429876,175,0.025454545,0.530440662,0.374164811
3,950,7,1.0697098,64,0.008484848,0.27709207,0.126948775
3,951,7,1.0207884,36,0.008484848,0.258683372,0.064587973
3,952,5,1.0697098,63,0.006060606,0.27709207,0.124721604
3,953,27,1.8918658,47,0.032727273,0.586462236,0.08908686
3,954,4,1.1191936,40,0.004848485,0.295712394,0.073496659
3,955,21,1.8918658,47,0.025454545,0.586462236,0.08908686
3,956,11,1.7925211,61,0.013333333,0.549079688,0.120267261
3,957,17,1.6008096,47,0.020606061,0.476940315,0.08908686
3,958,33,1.7925211,61,0.04,0.549079688,0.120267261
3,959,5,1.1561403,47,0.006060606,0.309615117,0.08908686
3,960,2,1.1058542,38,0.002424242,0.290692894,0.069042316
3,961,4,1.1191936,40,0.004848485,0.295712394,0.073496659
3,962,8,1.5364467,61,0.00969697,0.452721114,0.120267261
3,963,0,1.3304729,59,0,0.375214961,0.115812918
3,964,29,1.6734514,72,0.035151515,0.504274794,0.144766147
3,965,4,1.2052853,41,0.004848485,0.328107954,0.075723831
3,966,3,1.4255327,72,0.003636364,0.410985139,0.144766147
3,967,14,1.6734514,72,0.016969697,0.504274794,0.144766147
3,968,0,1.0445806,41,0,0.26763617,0.075723831
3,969,0,1.0445806,41,0,0.26763617,0.075723831
2,970,45,1.9051077,75,0.054545455,0.591445048,0.151447661
3,971,3,1.2196002,56,0.003636364,0.333494527,0.109131403
3,972,3,1.5517242,70,0.003636364,0.458469905,0.140311804
2,973,56,1.8135039,68,0.067878788,0.556975334,0.135857461
3,974,6,1.6700469,80,0.007272727,0.50299371,0.162583519
3,975,0,1.0445806,43,0,0.26763617,0.080178174
3,976,6,1.6700469,80,0.007272727,0.50299371,0.162583519
3,977,5,0.98510355,23,0.006060606,0.245255473,0.035634744
3,978,1,0.98510355,23,0.001212121,0.245255473,0.035634744
3,979,2,0.69804502,14,0.002424242,0.137237839,0.0155902
