Cluster_Kmeans_479126,Ref,Choice R3,Integration [HH] R3,Total Connectivity R3,Choice R3 n,Integration [HH] R3 n,Total Connectivity R3 n
3,1300,12,1.2241485,47,0.030534351,0.38849474,0.137457045
3,1301,18,1.4635203,61,0.045801527,0.492887536,0.18556701
2,1302,30,1.6037242,72,0.076335878,0.55403207,0.223367698
2,1303,34,1.7269484,86,0.086513995,0.607771561,0.271477663
2,1304,53,1.8369439,101,0.134860051,0.655741864,0.323024055
1,1305,63,2.1603272,118,0.160305344,0.796773042,0.381443299
2,1306,30,1.8344153,118,0.076335878,0.654639113,0.381443299
2,1307,18,1.5,93,0.045801527,0.508796753,0.295532646
2,1308,51,1.8839941,117,0.129770992,0.676260998,0.378006873
2,1309,36,1.8362781,118,0.091603053,0.655451501,0.381443299
2,1310,34,1.7257152,94,0.086513995,0.607233748,0.298969072
2,1311,22,1.6042534,85,0.055979644,0.55426286,0.268041237
2,1312,12,1.3636364,105,0.030534351,0.449327018,0.336769759
3,1313,13,1.3938289,65,0.03307888,0.462494315,0.199312715
3,1314,9,1.1981546,65,0.022900763,0.377158501,0.199312715
2,1315,20,1.5598243,94,0.050890585,0.534886818,0.298969072
2,1316,36,1.6857162,114,0.091603053,0.589789724,0.367697595
2,1317,32,1.6118186,94,0.081424936,0.557562131,0.298969072
2,1318,32,1.6666666,86,0.081424936,0.581481975,0.271477663
3,1319,12,1.2063863,31,0.030534351,0.38074844,0.082474227
3,1320,8,0.98558021,24,0.020356234,0.284452364,0.058419244
3,1321,6,0.91666669,34,0.015267176,0.254398385,0.092783505
3,1322,10,1.1561403,53,0.025445293,0.358835582,0.158075601
2,1323,24,1.6700469,91,0.061068702,0.582956162,0.288659794
2,1324,30,1.7325417,104,0.076335878,0.610210864,0.333333333
2,1325,24,1.5688319,98,0.061068702,0.538815136,0.312714777
2,1326,48,1.8416041,88,0.122137405,0.657774231,0.278350515
2,1327,32,1.6037242,70,0.081424936,0.55403207,0.216494845
3,1328,16,1.3938289,60,0.040712468,0.462494315,0.182130584
3,1329,8,1.0445806,42,0.020356234,0.310183113,0.120274914
3,1330,8,1.0207884,35,0.020356234,0.299807061,0.096219931
3,1331,14,1.3006579,44,0.03562341,0.42186137,0.127147766
3,1332,14,1.3006579,44,0.03562341,0.42186137,0.127147766
3,1333,8,1.0207884,33,0.020356234,0.299807061,0.089347079
3,1334,8,1,29,0.020356234,0.290741,0.075601375
3,1335,12,1.2052853,40,0.030534351,0.380268281,0.113402062
3,1336,12,1.2052853,40,0.030534351,0.380268281,0.113402062
3,1337,8,1,29,0.020356234,0.290741,0.075601375
3,1338,8,1.0207884,33,0.020356234,0.299807061,0.089347079
3,1339,14,1.3006579,45,0.03562341,0.42186137,0.130584192
3,1340,14,1.3006579,45,0.03562341,0.42186137,0.130584192
3,1341,8,1.0207884,35,0.020356234,0.299807061,0.096219931
3,1342,8,1.0445806,42,0.020356234,0.310183113,0.120274914
3,1343,16,1.3938289,60,0.040712468,0.462494315,0.182130584
2,1344,32,1.6042534,73,0.081424936,0.55426286,0.226804124
2,1345,34,1.6666666,79,0.086513995,0.581481975,0.24742268
2,1346,40,1.7288883,97,0.10178117,0.608617574,0.309278351
2,1347,36,1.6700469,90,0.091603053,0.582956162,0.285223368
2,1348,20,1.4803609,72,0.050890585,0.500231915,0.223367698
3,1349,16,1.3006579,44,0.040712468,0.42186137,0.127147766
3,1350,12,1.2222222,28,0.030534351,0.387654658,0.072164948
2,1351,41,1.7820429,97,0.1043257,0.631798906,0.309278351
3,1352,20,1.4028426,65,0.050890585,0.466425293,0.199312715
2,1353,32,1.7812788,96,0.081424936,0.631465674,0.305841924
2,1354,46,1.8900454,103,0.117048346,0.678900039,0.329896907
2,1355,36,1.6741856,96,0.091603053,0.584761097,0.305841924
2,1356,37,1.7265038,91,0.094147583,0.607577666,0.288659794
2,1357,60,1.9310595,113,0.152671756,0.69678676,0.364261168
2,1358,19,1.6474625,61,0.048346056,0.573106846,0.18556701
2,1359,15,1.5405476,65,0.038167939,0.526480028,0.199312715
2,1360,15,1.5448366,83,0.038167939,0.52835051,0.261168385
3,1361,0,1.5405476,67,0,0.526480028,0.206185567
2,1362,22,1.8979635,69,0.055979644,0.682353214,0.213058419
2,1363,59,2.0462267,95,0.150127226,0.747012501,0.302405498
2,1364,25,1.7925211,69,0.063613232,0.63636857,0.213058419
3,1365,0,1.2123377,51,0,0.383343914,0.151202749
2,1366,15,1.569167,57,0.038167939,0.538961277,0.171821306
3,1367,16,1.3873683,49,0.040712468,0.459676773,0.144329897
3,1368,10,1.1365665,42,0.025445293,0.350299222,0.120274914
3,1369,12,1.2052853,36,0.030534351,0.380268281,0.099656357
3,1370,6,0.84912294,17,0.015267176,0.224941779,0.034364261
2,1371,28,1.7914909,126,0.071246819,0.635919288,0.408934708
1,1372,93,2.1785276,127,0.236641221,0.804710446,0.412371134
2,1373,41,1.9916508,115,0.1043257,0.723211323,0.371134021
2,1374,22,1.5,83,0.055979644,0.508796753,0.261168385
2,1375,32,1.7812788,94,0.081424936,0.631465674,0.298969072
2,1376,54,1.8839941,106,0.13740458,0.676260998,0.340206186
2,1377,22,1.5887082,105,0.055979644,0.547483419,0.336769759
2,1378,22,1.5887082,112,0.055979644,0.547483419,0.360824742
2,1379,58,1.9304764,132,0.147582697,0.696532463,0.429553265
1,1380,68,1.9916508,118,0.17302799,0.723211323,0.381443299
2,1381,22,1.6037242,78,0.055979644,0.55403207,0.243986254
3,1382,10,1.1365665,45,0.025445293,0.350299222,0.130584192
3,1383,6,0.8870222,30,0.015267176,0.241470082,0.079037801
3,1384,6,0.8870222,29,0.015267176,0.241470082,0.075601375
3,1385,10,1.1191936,35,0.025445293,0.342722701,0.096219931
3,1386,20,1.569167,43,0.050890585,0.538961277,0.12371134
2,1387,36,1.7572933,47,0.091603053,0.621005321,0.137457045
2,1388,17,1.6118186,107,0.043256997,0.557562131,0.343642612
2,1389,13,1.7269484,100,0.03307888,0.607771561,0.319587629
2,1390,14,1.390353,89,0.03562341,0.460978435,0.281786942
2,1391,14,1.40625,95,0.03562341,0.467911299,0.302405498
2,1392,13,1.7269484,100,0.03307888,0.607771561,0.319587629
2,1393,7,1.6037242,92,0.017811705,0.55403207,0.29209622
3,1394,0,1.238816,65,0,0.394891406,0.199312715
2,1395,43,1.9174613,102,0.109414758,0.690856429,0.326460481
2,1396,59,2.0876319,127,0.150127226,0.765069785,0.412371134
2,1397,52,1.9916508,124,0.132315522,0.723211323,0.402061856
2,1398,30,1.7257152,110,0.076335878,0.607233748,0.35395189
2,1399,29,1.7307693,98,0.073791349,0.6094379,0.312714777
2,1400,39,1.9051077,108,0.099236641,0.685468882,0.347079038
2,1401,38,1.9174613,103,0.096692112,0.690856429,0.329896907
2,1402,23,1.6666666,96,0.058524173,0.581481975,0.305841924
2,1403,21,1.5448366,90,0.053435115,0.52835051,0.285223368
2,1404,25,1.6684235,86,0.063613232,0.582248179,0.271477663
2,1405,26,1.8,90,0.066157761,0.639630204,0.285223368
3,1406,0,1.0207884,48,0,0.299807061,0.140893471
3,1407,11,1.3938289,79,0.027989822,0.462494315,0.24742268
2,1408,26,1.8962001,107,0.066157761,0.681584175,0.343642612
2,1409,49,2.1336844,128,0.124681934,0.78515381,0.41580756
2,1410,29,1.8900454,120,0.073791349,0.678900039,0.388316151
2,1411,17,1.5517242,103,0.043256997,0.531354272,0.329896907
2,1412,18,1.6037242,95,0.045801527,0.55403207,0.302405498
2,1413,25,1.7307693,98,0.063613232,0.6094379,0.312714777
2,1414,43,1.9916508,126,0.109414758,0.723211323,0.408934708
2,1415,43,2.0004239,122,0.109414758,0.727037373,0.395189003
2,1416,27,1.7265038,114,0.06870229,0.607577666,0.367697595
2,1417,40,1.7812788,117,0.10178117,0.631465674,0.378006873
2,1418,33,1.8369439,110,0.083969466,0.655741864,0.35395189
2,1419,38,1.875,91,0.096692112,0.672338567,0.288659794
2,1420,22,1.6042534,86,0.055979644,0.55426286,0.271477663
3,1421,6,0.84912294,18,0.015267176,0.224941779,0.037800687
3,1422,6,0.91666669,38,0.015267176,0.254398385,0.10652921
2,1423,12,1.3636364,94,0.030534351,0.449327018,0.298969072
1,1424,75,2.1024222,142,0.190839695,0.771520005,0.463917526
2,1425,42,1.8950444,140,0.106870229,0.681080161,0.457044674
2,1426,8,1.2639573,108,0.020356234,0.405855816,0.347079038
1,1427,112,2.3267567,162,0.284987277,0.869354861,0.532646048
3,1428,6,1.0102814,61,0.015267176,0.295224837,0.18556701
2,1429,14,1.5003179,122,0.03562341,0.508935393,0.395189003
1,1430,115,2.3690615,160,0.292620865,0.887804471,0.525773196
2,1431,14,1.5003179,120,0.03562341,0.508935393,0.388316151
3,1432,6,0.94787496,48,0.015267176,0.268008671,0.140893471
3,1433,6,0.8619656,28,0.015267176,0.23054261,0.072164948
1,1434,112,2.3267567,163,0.284987277,0.869354861,0.536082474
2,1435,16,1.4791844,116,0.040712468,0.49971883,0.374570447
3,1436,8,1.0697098,55,0.020356234,0.321142246,0.164948454
2,1437,13,1.469555,129,0.03307888,0.495519338,0.419243986
2,1438,40,2.0590754,163,0.10178117,0.752615967,0.536082474
3,1439,10,1.1981546,63,0.025445293,0.377158501,0.192439863
2,1440,46,1.7426945,121,0.117048346,0.614638616,0.391752577
2,1441,32,1.7269484,81,0.081424936,0.607771561,0.254295533
2,1442,19,1.5598243,97,0.048346056,0.534886818,0.309278351
3,1443,12,1.2552096,70,0.030534351,0.402040843,0.216494845
2,1444,16,1.5490618,127,0.040712468,0.530193168,0.412371134
2,1445,16,1.5627899,132,0.040712468,0.536180151,0.429553265
3,1446,14,1.3443909,79,0.03562341,0.440933834,0.24742268
2,1447,31,1.6926663,117,0.078880407,0.592820743,0.378006873
3,1448,8,1.2726263,67,0.020356234,0.409636466,0.206185567
2,1449,33,1.6249448,89,0.083969466,0.563286618,0.281786942
2,1450,27,1.5,84,0.06870229,0.508796753,0.264604811
3,1451,10,1.3272201,86,0.025445293,0.433445451,0.271477663
2,1452,40,1.7914909,129,0.10178117,0.635919288,0.419243986
1,1453,158,2.5055406,185,0.402035623,0.947324577,0.611683849
2,1454,42,2.0183253,145,0.106870229,0.734844379,0.474226804
2,1455,20,1.4652896,109,0.050890585,0.493659148,0.350515464
3,1456,12,1.2241485,61,0.030534351,0.38849474,0.18556701
3,1457,12,1.2906152,71,0.030534351,0.417481633,0.219931271
2,1458,28,1.820729,132,0.071246819,0.64867036,0.429553265
2,1459,41,1.9582232,169,0.1043257,0.708633162,0.556701031
1,1460,68,2.0987535,181,0.17302799,0.769920043,0.597938144
2,1461,24,1.4896638,78,0.061068702,0.504289017,0.243986254
1,1462,71,1.9768722,132,0.180661578,0.716766206,0.429553265
2,1463,32,1.9812206,169,0.081424936,0.718662593,0.556701031
2,1464,23,1.8077145,161,0.058524173,0.642994587,0.529209622
1,1465,62,1.9345245,163,0.157760814,0.698297886,0.536082474
2,1466,21,1.632839,114,0.053435115,0.566729369,0.367697595
3,1467,12,1.238816,59,0.030534351,0.394891406,0.178694158
3,1468,12,1.238816,57,0.030534351,0.394891406,0.171821306
2,1469,22,1.6118186,96,0.055979644,0.557562131,0.305841924
2,1470,38,1.787379,124,0.096692112,0.634126041,0.402061856
2,1471,49,2.0186343,146,0.124681934,0.734979138,0.47766323
2,1472,33,1.9309677,140,0.083969466,0.696746725,0.457044674
2,1473,14,1.4652896,102,0.03562341,0.493659148,0.326460481
2,1474,19,1.6042534,92,0.048346056,0.55426286,0.29209622
2,1475,22,1.6037242,78,0.055979644,0.55403207,0.243986254
3,1476,12,1.238816,54,0.030534351,0.394891406,0.161512027
3,1477,12,1.238816,59,0.030534351,0.394891406,0.178694158
1,1478,62,1.9787503,177,0.157760814,0.717585267,0.58419244
2,1479,36,1.7963344,144,0.091603053,0.638031594,0.470790378
2,1480,34,1.7257152,99,0.086513995,0.607233748,0.316151203
2,1481,51,1.8416041,108,0.129770992,0.657774231,0.347079038
2,1482,34,1.7265038,104,0.086513995,0.607577666,0.333333333
2,1483,32,1.6741856,101,0.081424936,0.584761097,0.323024055
2,1484,40,1.7257152,94,0.10178117,0.607233748,0.298969072
1,1485,78,2.1057987,154,0.198473282,0.772992536,0.505154639
1,1486,106,2.1875978,156,0.269720102,0.808666064,0.512027491
1,1487,70,1.9775612,130,0.178117048,0.717066686,0.422680412
3,1488,0,0.87255627,13,0,0.235161323,0.020618557
3,1489,0,0.49860358,25,0,0.072076253,0.06185567
3,1490,0,0.87255627,13,0,0.235161323,0.020618557
3,1491,0,0.49860358,25,0,0.072076253,0.06185567
2,1492,26,1.7269484,93,0.066157761,0.607771561,0.295532646
3,1493,10,1.1768752,65,0.025445293,0.36787831,0.199312715
3,1494,6,0.91666669,36,0.015267176,0.254398385,0.099656357
3,1495,8,0.98558021,27,0.020356234,0.284452364,0.068728522
3,1496,12,1.2241485,52,0.030534351,0.38849474,0.154639175
2,1497,20,1.4255327,85,0.050890585,0.476320707,0.268041237
2,1498,32,1.7963344,143,0.081424936,0.638031594,0.467353952
1,1499,92,2.1723499,183,0.234096692,0.80201628,0.604810997
3,1500,9,1.2196002,74,0.022900763,0.386511174,0.23024055
2,1501,0,1.5598243,96,0,0.534886818,0.305841924
2,1502,41,1.7852225,99,0.1043257,0.633185567,0.316151203
3,1503,14,1.3873369,67,0.03562341,0.459663079,0.206185567
3,1504,16,1.3938289,71,0.040712468,0.462494315,0.219931271
3,1505,10,1.1981546,68,0.025445293,0.377158501,0.209621993
2,1506,18,1.4896638,88,0.045801527,0.504289017,0.278350515
2,1507,60,2.0119839,109,0.152671756,0.732078822,0.350515464
3,1508,0,1.3006579,50,0,0.42186137,0.147766323
2,1509,30,1.6037242,79,0.076335878,0.55403207,0.24742268
2,1510,36,1.7812788,104,0.091603053,0.631465674,0.333333333
1,1511,87,2.1103904,146,0.221374046,0.774995029,0.47766323
2,1512,22,1.5598243,93,0.055979644,0.534886818,0.295532646
2,1513,20,1.4666082,70,0.050890585,0.494234205,0.216494845
3,1514,0,0.72781962,17,0,0.172040005,0.034364261
3,1515,0,0.72781962,17,0,0.172040005,0.034364261
2,1516,32,1.8900454,102,0.081424936,0.678900039,0.326460481
2,1517,16,1.4135897,74,0.040712468,0.471112227,0.23024055
3,1518,24,1.3057258,45,0.061068702,0.424071539,0.130584192
3,1519,10,1.1,28,0.025445293,0.334352151,0.072164948
3,1520,8,1.0697098,37,0.020356234,0.321142246,0.103092784
3,1521,16,1.3873683,48,0.040712468,0.459676773,0.140893471
2,1522,32,1.6261337,61,0.081424936,0.563805111,0.18556701
3,1523,18,1.471094,52,0.045801527,0.496190514,0.154639175
3,1524,10,1.1058542,34,0.025445293,0.336905235,0.092783505
3,1525,6,0.8870222,26,0.015267176,0.241470082,0.065292096
3,1526,6,0.84912294,18,0.015267176,0.224941779,0.037800687
3,1527,6,0.8870222,27,0.015267176,0.241470082,0.068728522
3,1528,10,1.1191936,35,0.025445293,0.342722701,0.096219931
3,1529,20,1.569167,41,0.050890585,0.538961277,0.116838488
2,1530,36,1.7572933,44,0.091603053,0.621005321,0.127147766
2,1531,32,1.8962001,106,0.081424936,0.681584175,0.340206186
2,1532,15,1.4516129,95,0.038167939,0.487694582,0.302405498
2,1533,19,1.6071428,94,0.048346056,0.555522961,0.298969072
2,1534,22,1.6071428,92,0.055979644,0.555522961,0.29209622
2,1535,18,1.4666082,71,0.045801527,0.494234205,0.219931271
2,1536,16,1.4516129,82,0.040712468,0.487694582,0.257731959
2,1537,49,1.9304764,129,0.124681934,0.696532463,0.419243986
1,1538,143,2.2271631,153,0.363867684,0.825920947,0.501718213
2,1539,26,1.7257152,102,0.066157761,0.607233748,0.326460481
3,1540,12,1.2726263,67,0.030534351,0.409636466,0.206185567
3,1541,12,1.2052853,39,0.030534351,0.380268281,0.109965636
3,1542,12,1.2222222,25,0.030534351,0.387654658,0.06185567
3,1543,8,0.98558021,23,0.020356234,0.284452364,0.054982818
3,1544,6,0.91666669,41,0.015267176,0.254398385,0.116838488
2,1545,10,1.3034559,102,0.025445293,0.42308161,0.326460481
2,1546,38,2.0183253,144,0.096692112,0.734844379,0.470790378
1,1547,189,2.5157566,179,0.480916031,0.951779892,0.591065292
2,1548,40,2.0598946,166,0.10178117,0.752973229,0.546391753
2,1549,14,1.4380959,115,0.03562341,0.481799663,0.371134021
3,1550,14,1.3304729,77,0.03562341,0.434864034,0.240549828
2,1551,32,1.606352,74,0.081424936,0.555178084,0.23024055
2,1552,25,1.6042534,80,0.063613232,0.55426286,0.250859107
2,1553,27,1.6794915,108,0.06870229,0.587075061,0.347079038
2,1554,22,1.6118186,96,0.055979644,0.557562131,0.305841924
3,1555,10,1.1365665,49,0.025445293,0.350299222,0.144329897
3,1556,6,0.91666669,35,0.015267176,0.254398385,0.096219931
3,1557,8,1.0207884,35,0.020356234,0.299807061,0.096219931
3,1558,16,1.3873683,40,0.040712468,0.459676773,0.113402062
3,1559,16,1.3845592,46,0.040712468,0.458451692,0.134020619
3,1560,10,1.1768752,52,0.025445293,0.36787831,0.154639175
3,1561,16,1.3845592,47,0.040712468,0.458451692,0.137457045
3,1562,16,1.3845592,49,0.040712468,0.458451692,0.144329897
2,1563,20,1.5405476,55,0.050890585,0.526480028,0.164948454
3,1564,20,1.569167,45,0.050890585,0.538961277,0.130584192
3,1565,10,1.1561403,48,0.025445293,0.358835582,0.140893471
3,1566,10,1.1561403,48,0.025445293,0.358835582,0.140893471
3,1567,20,1.569167,43,0.050890585,0.538961277,0.12371134
3,1568,20,1.569167,41,0.050890585,0.538961277,0.116838488
3,1569,10,1.1191936,37,0.025445293,0.342722701,0.103092784
3,1570,6,0.94787496,44,0.015267176,0.268008671,0.127147766
3,1571,10,1.1981546,70,0.025445293,0.377158501,0.216494845
2,1572,28,1.7841618,114,0.071246819,0.632722983,0.367697595
2,1573,37,1.8833622,123,0.094147583,0.675985419,0.39862543
2,1574,29,1.6857162,115,0.073791349,0.589789724,0.371134021
2,1575,26,1.6071428,86,0.066157761,0.555522961,0.271477663
3,1576,20,1.3845592,55,0.050890585,0.458451692,0.164948454
3,1577,12,1.2241485,61,0.030534351,0.38849474,0.18556701
2,1578,12,1.3636364,108,0.030534351,0.449327018,0.347079038
2,1579,36,1.9787503,147,0.091603053,0.717585267,0.481099656
1,1580,109,2.4041641,165,0.27735369,0.903113119,0.542955326
2,1581,34,1.9373348,143,0.086513995,0.699523491,0.467353952
3,1582,10,1.2829794,99,0.025445293,0.414151572,0.316151203
3,1583,8,1.0445806,46,0.020356234,0.310183113,0.134020619
3,1584,14,1.3057258,34,0.03562341,0.424071539,0.092783505
3,1585,24,1.471094,48,0.061068702,0.496190514,0.140893471
2,1586,22,1.4803609,78,0.055979644,0.500231915,0.243986254
2,1587,32,1.7820429,112,0.081424936,0.631798906,0.360824742
2,1588,36,1.6981779,65,0.091603053,0.595224415,0.199312715
2,1589,20,1.5365106,71,0.050890585,0.524719446,0.219931271
3,1590,14,1.31797,55,0.03562341,0.429411376,0.164948454
2,1591,18,1.4635203,64,0.045801527,0.492887536,0.195876289
2,1592,30,1.606352,71,0.076335878,0.555178084,0.219931271
2,1593,34,1.7265038,100,0.086513995,0.607577666,0.319587629
3,1594,18,1.471094,53,0.045801527,0.496190514,0.158075601
3,1595,10,1.1058542,31,0.025445293,0.336905235,0.082474227
3,1596,6,0.8619656,23,0.015267176,0.23054261,0.054982818
3,1597,4,0.70398736,11,0.010178117,0.161646482,0.013745704
3,1598,0,0.33333334,7,0,0,0
3,1599,10,1.2196002,68,0.025445293,0.386511174,0.209621993
3,1600,14,1.3443909,67,0.03562341,0.440933834,0.206185567
2,1601,26,1.7307693,85,0.066157761,0.6094379,0.268041237
2,1602,46,2.0119839,101,0.117048346,0.732078822,0.323024055
2,1603,26,1.7265038,106,0.066157761,0.607577666,0.340206186
2,1604,14,1.4221928,100,0.03562341,0.474864138,0.319587629
2,1605,26,1.7269484,90,0.066157761,0.607771561,0.285223368
2,1606,26,1.7269484,91,0.066157761,0.607771561,0.288659794
2,1607,14,1.4380959,105,0.03562341,0.481799663,0.336769759
2,1608,28,1.7841618,128,0.071246819,0.632722983,0.41580756
2,1609,39,1.9329244,131,0.099236641,0.697600064,0.426116838
3,1610,10,1.1365665,46,0.025445293,0.350299222,0.134020619
2,1611,22,1.6042534,80,0.055979644,0.55426286,0.250859107
2,1612,66,1.9731473,96,0.167938931,0.715141734,0.305841924
2,1613,66,1.9491093,108,0.167938931,0.704658486,0.347079038
2,1614,22,1.6249448,105,0.055979644,0.563286618,0.336769759
3,1615,14,1.3443909,70,0.03562341,0.440933834,0.216494845
2,1616,20,1.5364467,67,0.050890585,0.524691578,0.206185567
2,1617,33,1.6828449,66,0.083969466,0.588537517,0.202749141
2,1618,63,1.9594067,102,0.160305344,0.7091493,0.326460481
2,1619,26,1.7325417,112,0.066157761,0.610210864,0.360824742
2,1620,14,1.4221928,104,0.03562341,0.474864138,0.333333333
2,1621,26,1.7265038,111,0.066157761,0.607577666,0.357388316
2,1622,49,2.0502288,126,0.124681934,0.748757863,0.408934708
1,1623,89,2.1024222,165,0.226463104,0.771520005,0.542955326
2,1624,38,1.8628219,163,0.096692112,0.667027558,0.536082474
2,1625,34,1.7426945,127,0.086513995,0.614638616,0.412371134
2,1626,34,1.7325417,109,0.086513995,0.610210864,0.350515464
2,1627,34,1.7257152,99,0.086513995,0.607233748,0.316151203
2,1628,46,1.8,93,0.117048346,0.639630204,0.295532646
3,1629,0,1.3873369,65,0,0.459663079,0.199312715
3,1630,6,0.8870222,29,0.015267176,0.241470082,0.075601375
3,1631,10,1.1191936,37,0.025445293,0.342722701,0.103092784
2,1632,20,1.5405476,61,0.050890585,0.526480028,0.18556701
2,1633,32,1.6741856,101,0.081424936,0.584761097,0.323024055
2,1634,42,1.9323636,131,0.106870229,0.697355493,0.426116838
1,1635,143,2.3332648,165,0.363867684,0.872193119,0.542955326
2,1636,44,1.9876175,166,0.111959288,0.721452355,0.546391753
2,1637,38,1.8518485,153,0.096692112,0.662241932,0.501718213
2,1638,45,1.9916508,125,0.114503817,0.723211323,0.405498282
2,1639,26,1.7265038,108,0.066157761,0.607577666,0.347079038
3,1640,0,0.73918515,37,0,0.176996644,0.103092784
2,1641,14,1.4255327,82,0.03562341,0.476320707,0.257731959
3,1642,6,0.84912294,17,0.015267176,0.224941779,0.034364261
3,1643,6,0.8870222,30,0.015267176,0.241470082,0.079037801
3,1644,6,0.8870222,28,0.015267176,0.241470082,0.072164948
3,1645,6,0.84912294,18,0.015267176,0.224941779,0.037800687
3,1646,6,0.8870222,28,0.015267176,0.241470082,0.072164948
3,1647,10,1.1365665,42,0.025445293,0.350299222,0.120274914
2,1648,22,1.6261337,53,0.055979644,0.563805111,0.158075601
2,1649,54,1.9244691,59,0.13740458,0.693912611,0.178694158
2,1650,28,1.7217885,51,0.071246819,0.605521269,0.151202749
3,1651,16,1.2052853,41,0.040712468,0.380268281,0.116838488
3,1652,0,0.72781962,25,0,0.172040005,0.06185567
2,1653,28,1.8900454,113,0.071246819,0.678900039,0.364261168
2,1654,38,1.8337219,118,0.096692112,0.654336713,0.381443299
2,1655,34,1.7325417,110,0.086513995,0.610210864,0.35395189
2,1656,22,1.6118186,94,0.055979644,0.557562131,0.298969072
2,1657,14,1.390353,90,0.03562341,0.460978435,0.285223368
2,1658,26,1.7269484,91,0.066157761,0.607771561,0.288659794
2,1659,50,2.1023719,85,0.127226463,0.771498069,0.268041237
2,1660,20,1.6828449,71,0.050890585,0.588537517,0.219931271
3,1661,0,0.9216888,51,0,0.256588585,0.151202749
3,1662,0,0.49860358,23,0,0.072076253,0.054982818
3,1663,8,1.0697098,54,0.020356234,0.321142246,0.161512027
2,1664,26,1.7379411,74,0.066157761,0.612565604,0.23024055
2,1665,48,2.0708582,84,0.122137405,0.757754582,0.264604811
2,1666,26,1.7307693,88,0.066157761,0.6094379,0.278350515
2,1667,14,1.390353,88,0.03562341,0.460978435,0.278350515
2,1668,22,1.6071428,95,0.055979644,0.555522961,0.302405498
2,1669,33,1.7265038,105,0.083969466,0.607577666,0.336769759
2,1670,37,1.8369439,103,0.094147583,0.655741864,0.329896907
2,1671,48,2.0269725,101,0.122137405,0.738615523,0.323024055
2,1672,26,1.7269484,91,0.066157761,0.607771561,0.288659794
2,1673,14,1.390353,86,0.03562341,0.460978435,0.271477663
2,1674,22,1.606352,67,0.055979644,0.555178084,0.206185567
2,1675,22,1.6261337,53,0.055979644,0.563805111,0.158075601
3,1676,10,1.1365665,42,0.025445293,0.350299222,0.120274914
3,1677,6,0.8870222,28,0.015267176,0.241470082,0.072164948
3,1678,10,1.1365665,43,0.025445293,0.350299222,0.12371134
2,1679,22,1.6132691,53,0.055979644,0.55819471,0.158075601
2,1680,22,1.6132691,53,0.055979644,0.55819471,0.158075601
3,1681,10,1.1365665,45,0.025445293,0.350299222,0.130584192
3,1682,6,0.94787496,44,0.015267176,0.268008671,0.127147766
3,1683,10,1.1768752,59,0.025445293,0.36787831,0.178694158
2,1684,26,1.7495173,73,0.066157761,0.617614118,0.226804124
2,1685,50,2.0462267,91,0.127226463,0.747012501,0.288659794
2,1686,35,1.8416041,95,0.089058524,0.657774231,0.302405498
2,1687,29,1.6666666,91,0.073791349,0.581481975,0.288659794
2,1688,20,1.5365106,80,0.050890585,0.524719446,0.250859107
3,1689,14,1.3592209,82,0.03562341,0.447401368,0.257731959
2,1690,24,1.6684235,81,0.061068702,0.582248179,0.254295533
2,1691,44,2.0855293,74,0.111959288,0.764152817,0.23024055
2,1692,26,1.7925211,66,0.066157761,0.63636857,0.202749141
3,1693,8,1.0697098,51,0.020356234,0.321142246,0.151202749
3,1694,0,0.49860358,23,0,0.072076253,0.054982818
3,1695,12,1.2123377,46,0.030534351,0.383343914,0.134020619
3,1696,8,0.98558021,24,0.020356234,0.284452364,0.058419244
3,1697,6,0.8619656,18,0.015267176,0.23054261,0.037800687
3,1698,6,0.87255627,12,0.015267176,0.235161323,0.017182131
3,1699,4,0.70398736,9,0.010178117,0.161646482,0.006872852
3,1700,0,0.33333334,7,0,0,0
2,1701,20,1.5395753,82,0.050890585,0.526055996,0.257731959
2,1702,32,1.8962001,108,0.081424936,0.681584175,0.347079038
2,1703,58,2.0326941,136,0.147582697,0.741110778,0.443298969
1,1704,82,2.0595157,168,0.208651399,0.752807987,0.553264605
2,1705,38,1.8750838,177,0.096692112,0.672375113,0.58419244
2,1706,38,1.8470125,151,0.096692112,0.660132896,0.494845361
2,1707,52,2.040309,132,0.132315522,0.744431724,0.429553265
2,1708,22,1.7307693,96,0.055979644,0.6094379,0.305841924
3,1709,0,0.95710868,57,0,0.272035602,0.171821306
2,1710,18,1.6684235,95,0.045801527,0.582248179,0.302405498
2,1711,26,1.7325417,110,0.066157761,0.610210864,0.35395189
1,1712,87,2.1603272,110,0.221374046,0.796773042,0.35395189
2,1713,55,2.1294835,104,0.139949109,0.783321749,0.333333333
2,1714,20,1.6734514,82,0.050890585,0.584440904,0.257731959
3,1715,0,0.9216888,52,0,0.256588585,0.154639175
2,1716,0,1.5395753,81,0,0.526055996,0.254295533
2,1717,49,1.9594067,105,0.124681934,0.7091493,0.336769759
2,1718,25,1.7269484,97,0.063613232,0.607771561,0.309278351
3,1719,13,1.3746208,83,0.03307888,0.454117441,0.261168385
2,1720,20,1.6037242,78,0.050890585,0.55403207,0.243986254
2,1721,22,1.6042534,85,0.055979644,0.55426286,0.268041237
2,1722,17,1.471094,65,0.043256997,0.496190514,0.199312715
3,1723,0,1.2196002,73,0,0.386511174,0.226804124
3,1724,14,1.2989333,43,0.03562341,0.421109252,0.12371134
3,1725,12,1.2552096,52,0.030534351,0.402040843,0.154639175
