Cluster_Kmeans_479126,Ref,Choice R3,Integration [HH] R3,Total Connectivity R3,Choice R3 n,Integration [HH] R3 n,Total Connectivity R3 n
3,871,16,1.3873369,54,0.040712468,0.459663079,0.161512027
2,872,41,1.7852225,100,0.1043257,0.633185567,0.319587629
2,873,30,1.9565217,88,0.076335878,0.707891118,0.278350515
3,874,6,0.87255627,11,0.015267176,0.235161323,0.013745704
3,875,6,0.84912294,13,0.015267176,0.224941779,0.020618557
3,876,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,877,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,878,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,879,6,0.84912294,17,0.015267176,0.224941779,0.034364261
3,880,6,0.91666669,41,0.015267176,0.254398385,0.116838488
3,881,12,1.2906152,83,0.030534351,0.417481633,0.261168385
2,882,34,1.9363272,127,0.086513995,0.699084065,0.412371134
1,883,95,2.3063509,156,0.24173028,0.860455657,0.512027491
1,884,81,2.2108853,158,0.20610687,0.818822011,0.518900344
2,885,41,1.9310595,141,0.1043257,0.69678676,0.4604811
2,886,21,1.6249448,112,0.053435115,0.563286618,0.360824742
2,887,17,1.5110798,104,0.043256997,0.513628781,0.333333333
2,888,23,1.5517242,88,0.058524173,0.531354272,0.278350515
2,889,26,1.6684235,75,0.066157761,0.582248179,0.233676976
2,890,22,1.6042534,77,0.055979644,0.55426286,0.240549828
3,891,14,1.3592209,71,0.03562341,0.447401368,0.219931271
2,892,22,1.6037242,70,0.055979644,0.55403207,0.216494845
2,893,22,1.6132691,58,0.055979644,0.55819471,0.175257732
3,894,10,1.1365665,45,0.025445293,0.350299222,0.130584192
3,895,6,0.94787496,42,0.015267176,0.268008671,0.120274914
3,896,10,1.1365665,44,0.025445293,0.350299222,0.127147766
2,897,22,1.6261337,53,0.055979644,0.563805111,0.158075601
2,898,22,1.606352,64,0.055979644,0.555178084,0.195876289
3,899,10,1.1365665,46,0.025445293,0.350299222,0.134020619
3,900,6,0.94787496,43,0.015267176,0.268008671,0.12371134
3,901,10,1.1561403,49,0.025445293,0.358835582,0.144329897
2,902,24,1.6828449,58,0.061068702,0.588537517,0.175257732
2,903,24,1.6734514,65,0.061068702,0.584440904,0.199312715
3,904,12,1.3088794,75,0.030534351,0.42544686,0.233676976
2,905,18,1.5,87,0.045801527,0.508796753,0.274914089
2,906,41,1.7909094,86,0.1043257,0.635665689,0.271477663
2,907,36,1.8416041,99,0.091603053,0.657774231,0.316151203
2,908,29,1.7852225,101,0.073791349,0.633185567,0.323024055
2,909,31,1.8416041,115,0.078880407,0.657774231,0.371134021
2,910,49,1.9775612,153,0.124681934,0.717066686,0.501718213
1,911,57,2.0986729,184,0.145038168,0.769884892,0.608247423
1,912,50,2.1594694,168,0.127226463,0.796398945,0.553264605
2,913,33,2.0269725,125,0.083969466,0.738615523,0.405498282
2,914,26,1.7257152,111,0.066157761,0.607233748,0.357388316
3,915,10,1.1768752,66,0.025445293,0.36787831,0.202749141
3,916,6,0.8870222,31,0.015267176,0.241470082,0.082474227
3,917,6,0.84912294,16,0.015267176,0.224941779,0.030927835
3,918,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,919,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,920,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,921,6,0.84912294,13,0.015267176,0.224941779,0.020618557
2,922,39,1.8900454,124,0.099236641,0.678900039,0.402061856
2,923,50,1.9174613,111,0.127226463,0.690856429,0.357388316
3,924,0,1.4028426,79,0,0.466425293,0.24742268
3,925,0,0.42239243,14,0,0.038839694,0.024054983
3,926,6,0.8870222,29,0.015267176,0.241470082,0.075601375
3,927,16,1.3873683,43,0.040712468,0.459676773,0.12371134
2,928,40,1.7495173,66,0.10178117,0.617614118,0.202749141
2,929,43,1.7909094,83,0.109414758,0.635665689,0.261168385
2,930,23,1.975305,158,0.058524173,0.716082732,0.518900344
2,931,46,1.8369439,120,0.117048346,0.655741864,0.388316151
3,932,0,1.1768752,66,0,0.36787831,0.202749141
2,933,14,1.3592209,92,0.03562341,0.447401368,0.29209622
3,934,8,1.0207884,43,0.020356234,0.299807061,0.12371134
3,935,8,1.0207884,40,0.020356234,0.299807061,0.113402062
3,936,14,1.31797,69,0.03562341,0.429411376,0.213058419
2,937,42,1.9851656,129,0.106870229,0.720383053,0.419243986
2,938,24,1.4896638,90,0.061068702,0.504289017,0.285223368
3,939,12,1.2123377,49,0.030534351,0.383343914,0.144329897
3,940,8,0.98558021,24,0.020356234,0.284452364,0.058419244
3,941,6,0.8619656,19,0.015267176,0.23054261,0.041237113
3,942,6,0.84912294,15,0.015267176,0.224941779,0.027491409
3,943,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,944,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,945,6,0.84912294,13,0.015267176,0.224941779,0.020618557
3,946,6,0.87255627,11,0.015267176,0.235161323,0.013745704
3,947,4,0.70398736,9,0.010178117,0.161646482,0.006872852
3,948,0,0.33333334,7,0,0,0
3,949,0,0.33333334,7,0,0,0
3,950,4,0.70398736,9,0.010178117,0.161646482,0.006872852
2,951,33,1.8344558,112,0.083969466,0.654656775,0.360824742
2,952,59,1.9304764,142,0.150127226,0.696532463,0.463917526
1,953,70,2.0631814,201,0.178117048,0.754406641,0.666666667
1,954,83,2.2419355,234,0.211195929,0.83236336,0.780068729
1,955,59,2.2465236,234,0.150127226,0.834364283,0.780068729
1,956,53,2.1723499,227,0.134860051,0.80201628,0.756013746
1,957,40,1.9445313,198,0.10178117,0.702661967,0.656357388
2,958,20,1.5598243,96,0.050890585,0.534886818,0.305841924
3,959,8,1.0697098,50,0.020356234,0.321142246,0.147766323
3,960,6,0.8619656,23,0.015267176,0.23054261,0.054982818
3,961,6,0.84912294,15,0.015267176,0.224941779,0.027491409
3,962,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,963,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,964,6,0.84912294,15,0.015267176,0.224941779,0.027491409
3,965,6,0.8619656,19,0.015267176,0.23054261,0.041237113
3,966,8,0.98558021,23,0.020356234,0.284452364,0.054982818
3,967,12,1.2052853,41,0.030534351,0.380268281,0.116838488
3,968,8,1.0697098,52,0.020356234,0.321142246,0.154639175
2,969,14,1.3746208,86,0.03562341,0.454117441,0.271477663
2,970,20,1.4255327,82,0.050890585,0.476320707,0.257731959
2,971,32,1.7821976,102,0.081424936,0.631866373,0.326460481
2,972,58,1.9916508,114,0.147582697,0.723211323,0.367697595
2,973,32,1.7821976,94,0.081424936,0.631866373,0.298969072
3,974,20,1.4028426,68,0.050890585,0.466425293,0.209621993
3,975,12,1.2241485,54,0.030534351,0.38849474,0.161512027
3,976,12,1.2552096,59,0.030534351,0.402040843,0.178694158
2,977,24,1.6673985,83,0.061068702,0.581801165,0.261168385
2,978,24,1.6666666,80,0.061068702,0.581481975,0.250859107
3,979,10,1.1768752,59,0.025445293,0.36787831,0.178694158
3,980,8,1.1208336,67,0.020356234,0.343437924,0.206185567
2,981,20,1.5448366,88,0.050890585,0.52835051,0.278350515
2,982,32,1.8900454,105,0.081424936,0.678900039,0.336769759
2,983,26,1.7257152,93,0.066157761,0.607233748,0.295532646
3,984,10,1.1768752,59,0.025445293,0.36787831,0.178694158
3,985,6,0.8870222,30,0.015267176,0.241470082,0.079037801
3,986,6,0.84912294,16,0.015267176,0.224941779,0.030927835
3,987,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,988,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,989,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,990,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,991,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,992,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,993,6,0.84912294,16,0.015267176,0.224941779,0.030927835
3,994,6,0.8870222,31,0.015267176,0.241470082,0.082474227
3,995,10,1.1981546,66,0.025445293,0.377158501,0.202749141
2,996,28,1.7909094,93,0.071246819,0.635665689,0.295532646
2,997,42,2.062937,116,0.106870229,0.754300055,0.374570447
2,998,28,1.7852225,102,0.071246819,0.633185567,0.326460481
3,999,10,1.1981546,68,0.025445293,0.377158501,0.209621993
3,1000,6,0.91666669,38,0.015267176,0.254398385,0.10652921
3,1001,8,1.0207884,37,0.020356234,0.299807061,0.103092784
3,1002,16,1.3873369,54,0.040712468,0.459663079,0.161512027
3,1003,16,1.3873369,55,0.040712468,0.459663079,0.164948454
3,1004,8,1.0445806,43,0.020356234,0.310183113,0.12371134
3,1005,8,1.0697098,50,0.020356234,0.321142246,0.147766323
2,1006,18,1.4635203,66,0.045801527,0.492887536,0.202749141
1,1007,62,1.975305,134,0.157760814,0.716082732,0.436426117
2,1008,28,1.7841618,111,0.071246819,0.632722983,0.357388316
3,1009,10,1.2196002,71,0.025445293,0.386511174,0.219931271
2,1010,26,1.7555087,140,0.066157761,0.620227037,0.457044674
2,1011,19,1.787379,130,0.048346056,0.634126041,0.422680412
2,1012,13,1.5448366,90,0.03307888,0.52835051,0.285223368
3,1013,0,1.0445806,46,0,0.310183113,0.134020619
3,1014,0,1.2409762,89,0,0.395833494,0.281786942
1,1015,58,1.9775612,145,0.147582697,0.717066686,0.474226804
1,1016,64,2.2341423,176,0.162849873,0.828964656,0.580756014
1,1017,80,2.1471546,181,0.203562341,0.791028319,0.597938144
2,1018,34,1.9310595,152,0.086513995,0.69678676,0.498281787
2,1019,46,2.1456218,141,0.117048346,0.790359848,0.4604811
2,1020,17,1.8861139,138,0.043256997,0.677185467,0.450171821
2,1021,14,1.8362781,151,0.03562341,0.655451501,0.494845361
1,1022,66,2.0876319,145,0.167938931,0.765069785,0.474226804
2,1023,37,1.9491093,112,0.094147583,0.704658486,0.360824742
2,1024,59,2.062937,109,0.150127226,0.754300055,0.350515464
2,1025,36,1.9363272,129,0.091603053,0.699084065,0.419243986
2,1026,25,1.6926663,138,0.063613232,0.592820743,0.450171821
2,1027,31,1.7820429,131,0.078880407,0.631798906,0.426116838
2,1028,49,2.0876319,137,0.124681934,0.765069785,0.446735395
3,1029,12,1.2052853,47,0.030534351,0.380268281,0.137457045
3,1030,6,0.84912294,19,0.015267176,0.224941779,0.041237113
3,1031,0,0.42239243,12,0,0.038839694,0.017182131
3,1032,0,0.33333334,7,0,0,0
3,1033,4,0.70398736,9,0.010178117,0.161646482,0.006872852
3,1034,6,0.87255627,11,0.015267176,0.235161323,0.013745704
3,1035,6,0.84912294,13,0.015267176,0.224941779,0.020618557
3,1036,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,1037,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,1038,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,1039,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,1040,6,0.84912294,13,0.015267176,0.224941779,0.020618557
3,1041,6,0.87255627,11,0.015267176,0.235161323,0.013745704
3,1042,4,0.70398736,9,0.010178117,0.161646482,0.006872852
3,1043,0,0.33333334,7,0,0,0
2,1044,32,1.7841618,121,0.081424936,0.632722983,0.391752577
1,1045,61,2.0671797,161,0.155216285,0.756150345,0.529209622
1,1046,71,2.1362436,206,0.180661578,0.786269907,0.683848797
1,1047,95,2.3036129,264,0.24173028,0.859261584,0.883161512
1,1048,82,2.2063491,218,0.208651399,0.816843722,0.725085911
1,1049,83,2.208447,222,0.211195929,0.81775864,0.738831615
1,1050,55,2.1758037,202,0.139949109,0.803522521,0.670103093
2,1051,33,1.8855816,148,0.083969466,0.676953325,0.484536082
2,1052,35,1.8993479,178,0.089058524,0.682956966,0.587628866
1,1053,56,2.1715031,233,0.142493639,0.80164698,0.776632302
1,1054,86,2.2394953,254,0.218829517,0.831299161,0.848797251
1,1055,114,2.3375487,244,0.290076336,0.874061377,0.81443299
1,1056,183,2.4649181,250,0.465648855,0.929608638,0.835051546
1,1057,185,2.5006499,298,0.470737913,0.945191687,1
1,1058,134,2.3690872,261,0.340966921,0.88781568,0.872852234
1,1059,66,2.2398014,256,0.167938931,0.831432655,0.855670103
1,1060,52,2.1737089,220,0.132315522,0.802608955,0.731958763
2,1061,33,1.8993479,181,0.083969466,0.682956966,0.597938144
2,1062,36,1.9051077,105,0.091603053,0.685468882,0.336769759
1,1063,65,2.1783681,117,0.165394402,0.804640886,0.378006873
2,1064,56,2.1123569,115,0.142493639,0.775852642,0.371134021
2,1065,26,1.7269484,95,0.066157761,0.607771561,0.302405498
3,1066,10,1.2196002,78,0.025445293,0.386511174,0.243986254
3,1067,10,1.2621337,94,0.025445293,0.405060523,0.298969072
2,1068,30,1.8344153,144,0.076335878,0.654639113,0.470790378
1,1069,53,2.1787345,202,0.134860051,0.804800677,0.670103093
1,1070,93,2.2761607,244,0.236641221,0.847289364,0.81443299
1,1071,64,2.2419355,246,0.162849873,0.83236336,0.821305842
1,1072,63,2.2104614,228,0.160305344,0.818637143,0.759450172
1,1073,71,2.1429529,190,0.180661578,0.78919591,0.628865979
2,1074,52,1.8839605,141,0.132315522,0.676246344,0.4604811
2,1075,20,1.5,87,0.050890585,0.508796753,0.274914089
2,1076,20,1.5226898,99,0.050890585,0.518692036,0.316151203
2,1077,52,1.8839941,123,0.132315522,0.676260998,0.39862543
1,1078,64,2.1103904,158,0.162849873,0.774995029,0.518900344
1,1079,71,2.1398234,192,0.180661578,0.787831099,0.635738832
1,1080,72,2.1376264,205,0.183206107,0.786872962,0.680412371
1,1081,73,2.1376264,197,0.185750636,0.786872962,0.652920962
1,1082,59,2.0671797,157,0.150127226,0.756150345,0.515463918
2,1083,26,1.7288883,118,0.066157761,0.608617574,0.381443299
3,1084,10,1.2196002,79,0.025445293,0.386511174,0.24742268
3,1085,10,1.2196002,78,0.025445293,0.386511174,0.243986254
2,1086,26,1.7265038,113,0.066157761,0.607577666,0.364261168
1,1087,62,2.0789747,139,0.157760814,0.761294281,0.453608247
1,1088,65,2.1456218,130,0.165394402,0.790359848,0.422680412
2,1089,36,1.9051077,102,0.091603053,0.685468882,0.326460481
2,1090,33,1.5598243,95,0.083969466,0.534886818,0.302405498
2,1091,30,1.5785179,109,0.076335878,0.543039312,0.350515464
3,1092,10,1.1191936,31,0.025445293,0.342722701,0.082474227
2,1093,39,1.5364467,65,0.099236641,0.524691578,0.199312715
3,1094,0,0.84615386,27,0,0.223646929,0.068728522
3,1095,6,0.8870222,23,0.015267176,0.241470082,0.054982818
3,1096,8,1.1460608,84,0.020356234,0.354439796,0.264604811
3,1097,8,1.0445806,47,0.020356234,0.310183113,0.137457045
2,1098,16,1.4791844,102,0.040712468,0.49971883,0.326460481
3,1099,8,1.1460608,78,0.020356234,0.354439796,0.243986254
3,1100,8,1.0445806,50,0.020356234,0.310183113,0.147766323
2,1101,16,1.4652896,110,0.040712468,0.493659148,0.35395189
2,1102,34,1.9373348,152,0.086513995,0.699523491,0.498281787
3,1103,10,1.2829794,96,0.025445293,0.414151572,0.305841924
3,1104,8,1.0697098,56,0.020356234,0.321142246,0.16838488
3,1105,16,1.3938289,66,0.040712468,0.462494315,0.202749141
2,1106,20,1.4803609,84,0.050890585,0.500231915,0.264604811
2,1107,20,1.5469,123,0.050890585,0.529250382,0.39862543
1,1108,68,2.0598946,163,0.17302799,0.752973229,0.536082474
2,1109,18,1.5346701,104,0.045801527,0.523916782,0.333333333
3,1110,8,1.0697098,52,0.020356234,0.321142246,0.154639175
3,1111,9,1.238816,68,0.022900763,0.394891406,0.209621993
2,1112,13,1.5352089,129,0.03307888,0.524151759,0.419243986
2,1113,16,1.5352089,128,0.040712468,0.524151759,0.41580756
3,1114,10,1.238816,69,0.025445293,0.394891406,0.213058419
2,1115,29,1.875,82,0.073791349,0.672338567,0.257731959
2,1116,24,1.6734514,75,0.061068702,0.584440904,0.233676976
3,1117,10,1.1561403,55,0.025445293,0.358835582,0.164948454
3,1118,6,0.91666669,35,0.015267176,0.254398385,0.096219931
3,1119,8,0.98558021,25,0.020356234,0.284452364,0.06185567
3,1120,12,1.2052853,47,0.030534351,0.380268281,0.137457045
2,1121,18,1.4382962,100,0.045801527,0.481887016,0.319587629
2,1122,39,1.9787503,155,0.099236641,0.717585267,0.508591065
1,1123,118,2.3690872,198,0.300254453,0.88781568,0.656357388
2,1124,38,2.019321,155,0.096692112,0.735278616,0.508591065
2,1125,16,1.4516129,104,0.040712468,0.487694582,0.333333333
3,1126,12,1.2052853,48,0.030534351,0.380268281,0.140893471
3,1127,8,0.98558021,25,0.020356234,0.284452364,0.06185567
3,1128,6,0.91666669,37,0.015267176,0.254398385,0.103092784
3,1129,10,1.1981546,66,0.025445293,0.377158501,0.202749141
2,1130,28,1.7909094,84,0.071246819,0.635665689,0.264604811
2,1131,41,1.9731473,91,0.1043257,0.715141734,0.288659794
3,1132,12,1.2222222,23,0.030534351,0.387654658,0.054982818
3,1133,8,0.98558021,23,0.020356234,0.284452364,0.054982818
3,1134,6,0.91666669,27,0.015267176,0.254398385,0.068728522
3,1135,10,1.1365665,35,0.025445293,0.350299222,0.096219931
2,1136,48,1.6042534,71,0.122137405,0.55426286,0.219931271
3,1137,10,1.1561403,39,0.025445293,0.358835582,0.109965636
3,1138,8,1.0207884,29,0.020356234,0.299807061,0.075601375
3,1139,12,1.2222222,25,0.030534351,0.387654658,0.06185567
2,1140,30,1.4896638,76,0.076335878,0.504289017,0.237113402
3,1141,12,1.3088794,73,0.030534351,0.42544686,0.226804124
2,1142,38,1.632839,98,0.096692112,0.566729369,0.312714777
2,1143,24,1.6684235,80,0.061068702,0.582248179,0.250859107
2,1144,46,1.9912097,87,0.117048346,0.723018954,0.274914089
2,1145,30,1.7265038,92,0.076335878,0.607577666,0.29209622
3,1146,12,1.2222222,23,0.030534351,0.387654658,0.054982818
3,1147,8,0.98558021,21,0.020356234,0.284452364,0.048109966
3,1148,6,0.8619656,19,0.015267176,0.23054261,0.041237113
3,1149,6,0.84912294,15,0.015267176,0.224941779,0.027491409
3,1150,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,1151,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,1152,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,1153,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,1154,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,1155,6,0.84912294,15,0.015267176,0.224941779,0.027491409
3,1156,6,0.8619656,21,0.015267176,0.23054261,0.048109966
3,1157,8,1.0207884,38,0.020356234,0.299807061,0.10652921
2,1158,16,1.4135897,78,0.040712468,0.471112227,0.243986254
2,1159,24,1.6684235,79,0.061068702,0.582248179,0.24742268
3,1160,10,1.1561403,56,0.025445293,0.358835582,0.16838488
3,1161,6,0.91666669,35,0.015267176,0.254398385,0.096219931
2,1162,37,1.7164973,134,0.094147583,0.603213716,0.436426117
2,1163,35,1.6413553,108,0.089058524,0.570443425,0.347079038
3,1164,6,0.8870222,24,0.015267176,0.241470082,0.058419244
3,1165,8,0.98558021,22,0.020356234,0.284452364,0.051546392
3,1166,12,1.2222222,23,0.030534351,0.387654658,0.054982818
2,1167,38,1.7001897,128,0.096692112,0.596101784,0.41580756
2,1168,37,1.7164973,139,0.094147583,0.603213716,0.453608247
2,1169,14,1.390353,95,0.03562341,0.460978435,0.302405498
2,1170,22,1.6178579,105,0.055979644,0.560195939,0.336769759
2,1171,64,1.9415878,115,0.162849873,0.701378273,0.371134021
1,1172,72,1.9916508,113,0.183206107,0.723211323,0.364261168
2,1173,42,1.7909094,86,0.106870229,0.635665689,0.271477663
1,1174,61,1.975305,149,0.155216285,0.716082732,0.487972509
2,1175,39,1.7426945,131,0.099236641,0.614638616,0.426116838
2,1176,18,1.5226898,109,0.045801527,0.518692036,0.350515464
3,1177,12,1.3088794,80,0.030534351,0.42544686,0.250859107
2,1178,24,1.6673985,88,0.061068702,0.581801165,0.278350515
2,1179,27,1.7288883,102,0.06870229,0.608617574,0.326460481
2,1180,14,1.4538981,125,0.03562341,0.488691184,0.405498282
1,1181,56,1.9323636,151,0.142493639,0.697355493,0.494845361
1,1182,79,2.0609944,159,0.201017812,0.753452865,0.52233677
2,1183,26,1.7488363,139,0.066157761,0.617317126,0.453608247
2,1184,13,1.4803609,88,0.03307888,0.500231915,0.278350515
3,1185,3,1.1561403,61,0.007633588,0.358835582,0.18556701
2,1186,10,1.5688319,108,0.025445293,0.538815136,0.347079038
2,1187,17,1.5887082,122,0.043256997,0.547483419,0.395189003
3,1188,4,1.0697098,57,0.010178117,0.321142246,0.171821306
3,1189,5,1.0445806,49,0.012722646,0.310183113,0.144329897
2,1190,17,1.5,99,0.043256997,0.508796753,0.316151203
2,1191,37,1.8628219,181,0.094147583,0.667027558,0.597938144
2,1192,21,1.7426945,140,0.053435115,0.614638616,0.457044674
2,1193,8,1.40625,104,0.020356234,0.467911299,0.333333333
2,1194,23,1.8017781,146,0.058524173,0.640405654,0.47766323
1,1195,58,1.9812206,174,0.147582697,0.718662593,0.573883162
1,1196,63,2.0180571,160,0.160305344,0.734727414,0.525773196
1,1197,66,2.1362436,175,0.167938931,0.786269907,0.577319588
3,1198,20,1.3873369,46,0.050890585,0.459663079,0.134020619
2,1199,50,1.6700469,93,0.127226463,0.582956162,0.295532646
3,1200,10,1.1981546,50,0.025445293,0.377158501,0.147766323
3,1201,10,1.1768752,47,0.025445293,0.36787831,0.137457045
2,1202,43,1.6118186,94,0.109414758,0.557562131,0.298969072
3,1203,10,1.1365665,38,0.025445293,0.350299222,0.10652921
3,1204,6,0.8870222,24,0.015267176,0.241470082,0.058419244
3,1205,8,0.98558021,24,0.020356234,0.284452364,0.058419244
3,1206,8,0.98558021,25,0.020356234,0.284452364,0.06185567
3,1207,6,0.8619656,23,0.015267176,0.23054261,0.054982818
3,1208,6,0.8619656,20,0.015267176,0.23054261,0.04467354
3,1209,8,0.98558021,23,0.020356234,0.284452364,0.054982818
3,1210,12,1.2052853,31,0.030534351,0.380268281,0.082474227
3,1211,12,1.2052853,31,0.030534351,0.380268281,0.082474227
2,1212,19,1.4896638,82,0.048346056,0.504289017,0.257731959
3,1213,16,1.4028426,68,0.040712468,0.466425293,0.209621993
3,1214,10,1.1768752,57,0.025445293,0.36787831,0.171821306
2,1215,16,1.4135897,76,0.040712468,0.471112227,0.237113402
2,1216,34,1.6700469,103,0.086513995,0.582956162,0.329896907
2,1217,55,1.9775612,137,0.139949109,0.717066686,0.446735395
3,1218,8,1.0445806,42,0.020356234,0.310183113,0.120274914
2,1219,34,1.6673985,88,0.086513995,0.581801165,0.278350515
2,1220,54,2.0201983,145,0.13740458,0.735661216,0.474226804
2,1221,57,1.9329244,124,0.145038168,0.697600064,0.402061856
2,1222,26,1.7325417,108,0.066157761,0.610210864,0.347079038
2,1223,14,1.390353,87,0.03562341,0.460978435,0.274914089
2,1224,24,1.6741856,102,0.061068702,0.584761097,0.326460481
2,1225,55,1.8833622,123,0.139949109,0.675985419,0.39862543
1,1226,61,2.0201983,141,0.155216285,0.735661216,0.4604811
1,1227,78,2.062937,107,0.198473282,0.754300055,0.343642612
2,1228,36,1.7914909,130,0.091603053,0.635919288,0.422680412
2,1229,38,1.8571436,161,0.096692112,0.664551186,0.529209622
3,1230,0,0.98558021,26,0,0.284452364,0.065292096
3,1231,19,1.4644111,54,0.048346056,0.493276024,0.161512027
2,1232,24,1.6042534,76,0.061068702,0.55426286,0.237113402
2,1233,26,1.6042534,77,0.066157761,0.55426286,0.240549828
3,1234,20,1.3938289,64,0.050890585,0.462494315,0.195876289
1,1235,72,1.9851656,111,0.183206107,0.720383053,0.357388316
2,1236,56,1.8833622,116,0.142493639,0.675985419,0.374570447
2,1237,59,1.9310595,125,0.150127226,0.69678676,0.405498282
1,1238,68,1.975305,136,0.17302799,0.716082732,0.443298969
2,1239,59,1.9363272,114,0.150127226,0.699084065,0.367697595
2,1240,53,1.8416041,95,0.134860051,0.657774231,0.302405498
2,1241,20,1.5517242,86,0.050890585,0.531354272,0.271477663
3,1242,14,1.3592209,79,0.03562341,0.447401368,0.24742268
2,1243,24,1.6794915,109,0.061068702,0.587075061,0.350515464
2,1244,44,1.7812788,106,0.111959288,0.631465674,0.340206186
2,1245,37,1.7257152,95,0.094147583,0.607233748,0.302405498
2,1246,26,1.7265038,106,0.066157761,0.607577666,0.340206186
2,1247,14,1.40625,104,0.03562341,0.467911299,0.333333333
2,1248,22,1.6071428,89,0.055979644,0.555522961,0.281786942
2,1249,30,1.7269484,90,0.076335878,0.607771561,0.285223368
2,1250,29,1.7841618,113,0.073791349,0.632722983,0.364261168
2,1251,24,1.6926663,120,0.061068702,0.592820743,0.388316151
2,1252,53,2.0993643,104,0.134860051,0.77018642,0.333333333
3,1253,14,1.3746208,81,0.03562341,0.454117441,0.254295533
2,1254,17,1.5688319,104,0.043256997,0.538815136,0.333333333
3,1255,7,1.0697098,54,0.017811705,0.321142246,0.161512027
3,1256,8,1.0207884,42,0.020356234,0.299807061,0.120274914
2,1257,15,1.4028426,78,0.038167939,0.466425293,0.243986254
2,1258,24,1.6700469,95,0.061068702,0.582956162,0.302405498
1,1259,72,1.9916508,114,0.183206107,0.723211323,0.367697595
2,1260,52,1.8900454,101,0.132315522,0.678900039,0.323024055
2,1261,18,1.4803609,73,0.045801527,0.500231915,0.226804124
3,1262,6,0.8870222,27,0.015267176,0.241470082,0.068728522
3,1263,8,1.0207884,35,0.020356234,0.299807061,0.096219931
3,1264,16,1.3938289,60,0.040712468,0.462494315,0.182130584
2,1265,26,1.5364467,66,0.066157761,0.524691578,0.202749141
3,1266,17,1.3873369,55,0.043256997,0.459663079,0.164948454
3,1267,19,1.4666082,62,0.048346056,0.494234205,0.189003436
2,1268,28,1.5448366,79,0.071246819,0.52835051,0.24742268
3,1269,18,1.3938289,61,0.045801527,0.462494315,0.18556701
3,1270,16,1.2989333,40,0.040712468,0.421109252,0.113402062
3,1271,12,1.2123377,43,0.030534351,0.383343914,0.12371134
3,1272,12,1.238816,52,0.030534351,0.394891406,0.154639175
2,1273,22,1.6037242,76,0.055979644,0.55403207,0.237113402
2,1274,54,1.8597906,90,0.13740458,0.665705573,0.285223368
2,1275,27,1.6684235,81,0.06870229,0.582248179,0.254295533
2,1276,21,1.5,88,0.053435115,0.508796753,0.278350515
2,1277,16,1.4255327,79,0.040712468,0.476320707,0.24742268
3,1278,15,1.3845592,53,0.038167939,0.458451692,0.158075601
3,1279,20,1.3873683,46,0.050890585,0.459676773,0.134020619
3,1280,12,1.2222222,28,0.030534351,0.387654658,0.072164948
3,1281,12,1.2726263,66,0.030534351,0.409636466,0.202749141
2,1282,25,1.5364467,65,0.063613232,0.524691578,0.199312715
2,1283,22,1.6261337,60,0.055979644,0.563805111,0.182130584
3,1284,10,1.1365665,42,0.025445293,0.350299222,0.120274914
3,1285,6,0.8870222,28,0.015267176,0.241470082,0.072164948
3,1286,6,0.84912294,16,0.015267176,0.224941779,0.030927835
3,1287,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,1288,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,1289,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,1290,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,1291,6,0.84912294,16,0.015267176,0.224941779,0.030927835
3,1292,6,0.8870222,26,0.015267176,0.241470082,0.065292096
3,1293,10,1.1058542,33,0.025445293,0.336905235,0.089347079
3,1294,18,1.4644111,56,0.045801527,0.493276024,0.16838488
2,1295,24,1.5365106,66,0.061068702,0.524719446,0.202749141
2,1296,24,1.5364467,59,0.061068702,0.524691578,0.178694158
2,1297,27,1.5364467,65,0.06870229,0.524691578,0.199312715
3,1298,14,1.3304729,66,0.03562341,0.434864034,0.202749141
3,1299,14,1.31797,57,0.03562341,0.429411376,0.171821306
