Ref,Choice R3,Integration [HH] R3,Total Connectivity R3,Choice normal,Integration normal,Total Connectivity normal
935,8,0.98558021,22,0.003418803,0.215853473,0.020435967
936,6,0.8619656,17,0.002564103,0.174944664,0.013623978
937,6,0.84912294,16,0.002564103,0.170694536,0.01226158
938,0,0.68957245,21,0,0.117893167,0.019073569
939,17,1.2989333,40,0.007264957,0.319554013,0.044959128
940,0,1.0207884,32,0,0.227505212,0.034059946
941,6,1.1365665,51,0.002564103,0.26582062,0.059945504
942,6,1.2409762,66,0.002564103,0.300373789,0.080381471
943,0,1.3034559,63,0,0.321050715,0.076294278
944,44,2.2720313,324,0.018803419,0.641589415,0.431880109
945,18,1.4505,114,0.007692308,0.36971324,0.145776567
946,0,0.33333334,7,0,0,0
947,4,0.70398736,9,0.001709402,0.122663613,0.002724796
948,6,0.87255627,12,0.002564103,0.178449522,0.006811989
949,6,0.8619656,16,0.002564103,0.174944664,0.01226158
950,8,0.98558021,36,0.003418803,0.215853473,0.039509537
951,0,0.42239243,10,0,0.029473064,0.004087193
952,6,0.84912294,32,0.002564103,0.170694536,0.034059946
953,10,1.6290734,147,0.004273504,0.428810018,0.190735695
954,36,1.6474625,61,0.015384615,0.434895676,0.073569482
955,26,1.550553,41,0.011111111,0.40282461,0.046321526
956,13,1.5872986,144,0.005555556,0.414985137,0.186648501
957,20,1.31797,60,0.008547009,0.325853986,0.072207084
958,0,0.42239243,11,0,0.029473064,0.005449591
959,6,0.8619656,23,0.002564103,0.174944664,0.021798365
960,20,1.3873683,35,0.008547009,0.348820542,0.038147139
961,19,1.2989333,35,0.008119658,0.319554013,0.038147139
962,7,1.1365665,35,0.002991453,0.26582062,0.038147139
963,20,1.3873369,61,0.008547009,0.348810151,0.073569482
964,10,1.5872986,145,0.004273504,0.414985137,0.188010899
965,6,1.1191936,34,0.002564103,0.260071262,0.036784741
966,4,1.0207884,29,0.001709402,0.227505212,0.029972752
967,14,1.4380959,87,0.005982906,0.365608248,0.108991826
968,8,1.0697098,41,0.003418803,0.243695177,0.046321526
969,12,1.2222222,37,0.005128205,0.294167372,0.040871935
970,12,1.3272201,65,0.005128205,0.328915199,0.079019074
971,28,1.8140556,127,0.011965812,0.490027714,0.163487738
972,12,1.2222222,34,0.005128205,0.294167372,0.036784741
973,8,1.3068799,95,0.003418803,0.322183848,0.119891008
974,8,1,37,0.003418803,0.220625534,0.040871935
975,28,1.6178579,86,0.011965812,0.42509838,0.107629428
976,6,1.1981546,67,0.002564103,0.286202481,0.081743869
977,4,1.0952908,44,0.001709402,0.25216091,0.050408719
978,17,1.3938289,72,0.007264957,0.350958602,0.088555858
979,8,1.6009859,151,0.003418803,0.419514788,0.196185286
980,11,1.2989333,59,0.004700855,0.319554013,0.070844687
981,17,1.6581639,151,0.007264957,0.438437179,0.196185286
982,11,1.238816,68,0.004700855,0.299658896,0.083106267
983,13,1.4652896,84,0.005555556,0.374607685,0.104904632
984,34,1.5365106,55,0.014529915,0.398177442,0.065395095
985,8,1.0697098,37,0.003418803,0.243695177,0.040871935
986,6,0.94787496,28,0.002564103,0.203375362,0.028610354
987,0,0.42239243,14,0,0.029473064,0.009536785
988,6,1.0102814,37,0.002564103,0.224028043,0.040871935
989,16,1.3938289,48,0.006837607,0.350958602,0.055858311
990,111,2.1428571,64,0.047435897,0.598840724,0.077656676
991,27,1.6261337,47,0.011538462,0.427837159,0.054495913
992,12,1.238816,41,0.005128205,0.299658896,0.046321526
993,8,0.98558021,27,0.003418803,0.215853473,0.027247956
994,6,0.8619656,19,0.002564103,0.174944664,0.016348774
995,6,0.84912294,15,0.002564103,0.170694536,0.010899183
996,6,0.84912294,14,0.002564103,0.170694536,0.009536785
997,6,0.84912294,15,0.002564103,0.170694536,0.010899183
998,6,0.8619656,18,0.002564103,0.174944664,0.014986376
999,8,1,27,0.003418803,0.220625534,0.027247956
1000,22,1.3304729,47,0.009401709,0.329991675,0.054495913
1001,8,1,27,0.003418803,0.220625534,0.027247956
1002,6,0.8619656,18,0.002564103,0.174944664,0.014986376
1003,6,0.84912294,16,0.002564103,0.170694536,0.01226158
1004,6,0.8619656,16,0.002564103,0.174944664,0.01226158
1005,8,0.98510355,18,0.003418803,0.215695728,0.014986376
1006,14,1.1,23,0.005982906,0.253719364,0.021798365
1007,0,0.58170414,14,0,0.082195411,0.009536785
1008,3,1.4635203,48,0.001282051,0.374022156,0.055858311
1009,8,1.4635203,48,0.003418803,0.374022156,0.055858311
1010,24,1.4644111,43,0.01025641,0.374316956,0.049046322
1011,12,1.2052853,33,0.005128205,0.288562303,0.035422343
1012,14,1.471094,42,0.005982906,0.376528583,0.047683924
1013,9,1.3076391,41,0.003846154,0.322435096,0.046321526
1014,8,1.4644111,45,0.003418803,0.374316956,0.051771117
1015,8,1.0445806,30,0.003418803,0.235378962,0.03133515
1016,10,1.1191936,30,0.004273504,0.260071262,0.03133515
1017,36,1.471094,43,0.015384615,0.376528583,0.049046322
1018,14,1.3746208,57,0.005982906,0.344601906,0.068119891
1019,10,1.1191936,29,0.004273504,0.260071262,0.029972752
1020,8,1.0207884,25,0.003418803,0.227505212,0.024523161
1021,18,1.2222222,24,0.007692308,0.294167372,0.023160763
1022,8,0.98558021,21,0.003418803,0.215853473,0.019073569
1023,6,0.91666669,23,0.002564103,0.19304735,0.021798365
1024,10,1.1058542,27,0.004273504,0.255656743,0.027247956
1025,8,1,27,0.003418803,0.220625534,0.027247956
1026,8,1.0697098,51,0.003418803,0.243695177,0.059945504
1027,22,1.5592874,87,0.009401709,0.405715158,0.108991826
1028,93,2.2425838,132,0.03974359,0.631844109,0.170299728
1029,56,2.1938319,132,0.023931624,0.615710238,0.170299728
1030,13,1.9756846,128,0.005555556,0.543516941,0.164850136
1031,155,2.4037166,96,0.066239316,0.685169125,0.121253406
1032,0,1.3592209,67,0,0.339505489,0.081743869
1033,12,1.6693437,114,0.005128205,0.442137003,0.145776567
1034,32,2.0186343,128,0.013675214,0.557730642,0.164850136
1035,4,1.5395753,69,0.001709402,0.399191669,0.084468665
1036,3,1.2829794,71,0.001282051,0.314274257,0.08719346
1037,5,1.7555087,119,0.002136752,0.470652302,0.152588556
1038,12,1.4221928,78,0.005128205,0.360345303,0.096730245
1039,13,1.5448366,71,0.005555556,0.400932834,0.08719346
1040,0,1.7429162,126,0,0.466484961,0.162125341
1041,22,1.7555087,119,0.009401709,0.470652302,0.152588556
1042,4,1.1950141,67,0.001709402,0.285163169,0.081743869
1043,18,1.5110798,69,0.007692308,0.389761416,0.084468665
1044,6,1.1365665,40,0.002564103,0.26582062,0.044959128
1045,2,1,35,0.000854701,0.220625534,0.038147139
1046,8,1.3443909,54,0.003418803,0.334597674,0.064032698
1047,62,1.8416041,70,0.026495726,0.499144568,0.085831063
1048,152,2.2275536,80,0.064957265,0.626870041,0.099455041
1049,24,1.6503496,75,0.01025641,0.435851128,0.092643052
1050,42,1.6794915,70,0.017948718,0.445495299,0.085831063
1051,22,1.4028426,50,0.009401709,0.353941581,0.058583106
1052,10,1.1058542,31,0.004273504,0.255656743,0.032697548
1053,10,1.0189475,16,0.004273504,0.226895987,0.01226158
1054,0,0.52799052,10,0,0.064419517,0.004087193
1055,0,0.52799052,10,0,0.064419517,0.004087193
1056,98,1.9174613,69,0.041880342,0.524248621,0.084468665
1057,0,1.2409762,50,0,0.300373789,0.058583106
1058,4,1.0952908,42,0.001709402,0.25216091,0.047683924
1059,12,1.4135897,52,0.005128205,0.357498208,0.061307902
1060,63,1.7841618,76,0.026923077,0.48013471,0.09400545
1061,20,1.5887082,74,0.008547009,0.415451627,0.091280654
1062,16,1.4028426,50,0.006837607,0.353941581,0.058583106
1063,8,1.0952908,35,0.003418803,0.25216091,0.038147139
1064,18,1.2222222,28,0.007692308,0.294167372,0.028610354
1065,8,1,24,0.003418803,0.220625534,0.023160763
1066,8,1.0207884,31,0.003418803,0.227505212,0.032697548
1067,14,1.31797,49,0.005982906,0.325853986,0.057220708
1068,1,0.8619656,24,0.00042735,0.174944664,0.023160763
1069,6,1.0952908,44,0.002564103,0.25216091,0.050408719
1070,20,1.5517242,64,0.008547009,0.403212205,0.077656676
1071,8,1,28,0.003418803,0.220625534,0.028610354
1072,8,1.0952908,40,0.003418803,0.25216091,0.044959128
1073,14,1.3443909,50,0.005982906,0.334597674,0.058583106
1074,0,0.68232477,27,0,0.115494632,0.027247956
1075,0,0.42239243,11,0,0.029473064,0.005449591
1076,6,0.8619656,25,0.002564103,0.174944664,0.024523161
1077,32,1.5517242,65,0.013675214,0.403212205,0.079019074
1078,3,0.94787496,33,0.001282051,0.203375362,0.035422343
1079,0,0.70398736,16,0,0.122663613,0.01226158
1080,1,0.94787496,33,0.00042735,0.203375362,0.035422343
1081,1,1.4166186,83,0.00042735,0.358500587,0.103542234
1082,32,1.7909094,77,0.013675214,0.482367749,0.095367847
1083,7,1.4166186,83,0.002991453,0.358500587,0.103542234
1084,8,1.6546941,128,0.003418803,0.437288889,0.164850136
1085,76,2.1370347,171,0.032478632,0.596913869,0.223433243
1086,17,1.6693437,122,0.007264957,0.442137003,0.156675749
1087,2,1.1460608,74,0.000854701,0.268962647,0.091280654
1088,10,1.5212561,108,0.004273504,0.393129144,0.13760218
1089,10,1.4652896,96,0.004273504,0.374607685,0.121253406
1090,4,1.2196002,78,0.001709402,0.293299652,0.096730245
1091,7,1.6211112,104,0.002991453,0.426175021,0.132152589
1092,55,1.7841618,114,0.023504274,0.48013471,0.145776567
1093,1,1.5226898,94,0.00042735,0.39360361,0.11852861
1094,93,1.9851656,109,0.03974359,0.546654567,0.138964578
1095,0,1.4516129,89,0,0.370081541,0.111716621
1096,3,1.4516129,89,0.001282051,0.370081541,0.111716621
1097,5,1.4516129,89,0.002136752,0.370081541,0.111716621
1098,1,1.5226898,94,0.00042735,0.39360361,0.11852861
1099,106,2.1716397,160,0.045299145,0.608365989,0.208446866
1100,5,1.5226898,94,0.002136752,0.39360361,0.11852861
1101,14,1.507236,106,0.005982906,0.388489356,0.134877384
1102,17,1.4652896,94,0.007264957,0.374607685,0.11852861
1103,6,1.1087778,35,0.002564103,0.256624275,0.038147139
1104,0,1.2409762,73,0,0.300373789,0.089918256
1105,4,1.2409762,73,0.001709402,0.300373789,0.089918256
1106,9,1.4382962,92,0.003846154,0.365674535,0.115803815
1107,10,1.4382962,92,0.004273504,0.365674535,0.115803815
1108,1,0.8870222,38,0.00042735,0.183236852,0.042234332
1109,2,1.5110798,98,0.000854701,0.389761416,0.123978202
1110,0,1.1981546,45,0,0.286202481,0.051771117
1111,0,0.95710868,48,0,0.206431153,0.055858311
1112,0,0.87048382,35,0,0.177763669,0.038147139
1113,0,0.82939059,33,0,0.164164345,0.035422343
1114,12,1.238816,51,0.005128205,0.299658896,0.059945504
1115,25,1.569167,49,0.010683761,0.408984696,0.057220708
1116,11,1.3006579,53,0.004700855,0.320124749,0.0626703
1117,11,1.507236,110,0.004700855,0.388489356,0.140326975
1118,2,1.1,32,0.000854701,0.253719364,0.034059946
1119,15,1.471094,56,0.006410256,0.376528583,0.066757493
1120,10,1.5469,110,0.004273504,0.401615692,0.140326975
1121,18,1.5448366,85,0.007692308,0.400932834,0.10626703
1122,36,1.8276744,136,0.015384615,0.494534696,0.175749319
1123,2,1.1768752,57,0.000854701,0.279160313,0.068119891
1124,17,1.7195774,133,0.007264957,0.458761258,0.171662125
1125,8,1.238816,57,0.003418803,0.299658896,0.068119891
1126,5,1.1058542,43,0.002136752,0.255656743,0.049046322
1127,20,1.5469,105,0.008547009,0.401615692,0.133514986
1128,55,1.9976608,212,0.023504274,0.550789707,0.279291553
1129,0,1.2829794,81,0,0.314274257,0.100817439
1130,4,1.4516129,86,0.001709402,0.370081541,0.107629428
1131,23,1.6249448,94,0.00982906,0.427443706,0.11852861
1132,32,1.7257152,93,0.013675214,0.460792491,0.117166213
1133,14,1.4516129,79,0.005982906,0.370081541,0.098092643
1134,10,1.5688319,104,0.004273504,0.408873798,0.132152589
1135,43,1.9323636,129,0.018376068,0.529180363,0.166212534
1136,0,1.3636364,101,0,0.340966747,0.128065395
1137,1,1.3636364,101,0.00042735,0.340966747,0.128065395
1138,41,1.7669872,75,0.017521368,0.474450977,0.092643052
1139,13,1.3443909,73,0.005555556,0.334597674,0.089918256
1140,30,1.8140556,129,0.012820513,0.490027714,0.166212534
1141,0,1.5592309,124,0,0.40569646,0.159400545
1142,0,0.9807294,63,0,0.214248154,0.076294278
1143,0,1.1365665,49,0,0.26582062,0.057220708
1144,42,1.7938285,135,0.017948718,0.483333791,0.174386921
1145,4,1.0952908,51,0.001709402,0.25216091,0.059945504
1146,2,0.87255627,20,0.000854701,0.178449522,0.017711172
1147,2,0.87255627,20,0.000854701,0.178449522,0.017711172
1148,4,1.0952908,51,0.001709402,0.25216091,0.059945504
1149,18,1.6338958,133,0.007692308,0.430405935,0.171662125
1150,10,1.5517242,86,0.004273504,0.403212205,0.107629428
1151,2,1.238816,66,0.000854701,0.299658896,0.080381471
1152,11,1.5967636,123,0.004700855,0.418117468,0.158038147
1153,106,2.1023719,60,0.045299145,0.585442621,0.072207084
1154,14,1.3443909,47,0.005982906,0.334597674,0.054495913
1155,26,1.5365106,49,0.011111111,0.398177442,0.057220708
1156,0,0.63684219,20,0,0.100442704,0.017711172
1157,14,1.2123377,37,0.005982906,0.290896212,0.040871935
1158,22,1.3845592,41,0.009401709,0.347890903,0.046321526
1159,3,1.0445806,35,0.001282051,0.235378962,0.038147139
1160,12,1.4028426,46,0.005128205,0.353941581,0.053133515
1161,13,1.3873369,43,0.005555556,0.348810151,0.049046322
1162,3,1.238816,43,0.001282051,0.299658896,0.049046322
1163,7,1.3938289,58,0.002991453,0.350958602,0.069482289
1164,14,1.7257152,78,0.005982906,0.460792491,0.096730245
1165,8,1.3938289,58,0.003418803,0.350958602,0.069482289
1166,0,1.1768752,52,0,0.279160313,0.061307902
1167,10,1.7144747,183,0.004273504,0.457072579,0.239782016
1168,9,1.3272201,86,0.003846154,0.328915199,0.107629428
1169,0,1.0952908,37,0,0.25216091,0.040871935
1170,12,1.2241485,37,0.005128205,0.294804858,0.040871935
1171,0,0.62688404,20,0,0.097147171,0.017711172
1172,12,1.3076391,39,0.005128205,0.322435096,0.04359673
1173,4,0.91666669,25,0.001709402,0.19304735,0.024523161
1174,12,1.3076391,39,0.005128205,0.322435096,0.04359673
1175,4,0.91666669,25,0.001709402,0.19304735,0.024523161
1176,4,0.87255627,16,0.001709402,0.178449522,0.01226158
1177,8,1.0697098,38,0.003418803,0.243695177,0.042234332
1178,0,0.49860358,17,0,0.054694253,0.013623978
1179,25,1.6857162,97,0.010683761,0.44755529,0.122615804
1180,0,0.90925324,51,0,0.190593955,0.059945504
1181,52,1.9304764,109,0.022222222,0.528555816,0.138964578
1182,56,1.8489804,80,0.023931624,0.501585668,0.099455041
1183,7,1.7001897,101,0.002991453,0.452345126,0.128065395
1184,19,1.5395753,67,0.008119658,0.399191669,0.081743869
1185,8,1.0445806,39,0.003418803,0.235378962,0.04359673
1186,20,1.7914909,103,0.008547009,0.48256019,0.130790191
1187,14,1.4666082,63,0.005982906,0.37504406,0.076294278
1188,5,1.0207884,37,0.002136752,0.227505212,0.040871935
1189,5,0.8619656,25,0.002136752,0.174944664,0.024523161
1190,14,1.3076391,53,0.005982906,0.322435096,0.0626703
1191,6,1.0102814,41,0.002564103,0.224028043,0.046321526
1192,10,1.1768752,63,0.004273504,0.279160313,0.076294278
1193,10,1.1365665,33,0.004273504,0.26582062,0.035422343
1194,18,1.2063863,26,0.007692308,0.288926666,0.025885559
1195,8,0.98558021,20,0.003418803,0.215853473,0.017711172
1196,6,0.8619656,17,0.002564103,0.174944664,0.013623978
1197,8,0.98558021,20,0.003418803,0.215853473,0.017711172
1198,6,0.8619656,17,0.002564103,0.174944664,0.013623978
1199,6,0.84912294,15,0.002564103,0.170694536,0.010899183
1200,6,0.84912294,17,0.002564103,0.170694536,0.013623978
1201,6,0.91666669,27,0.002564103,0.19304735,0.027247956
1202,12,1.2552096,45,0.005128205,0.305084166,0.051771117
1203,6,0.94787496,31,0.002564103,0.203375362,0.032697548
1204,6,0.84912294,18,0.002564103,0.170694536,0.014986376
1205,6,0.84912294,15,0.002564103,0.170694536,0.010899183
1206,6,0.8619656,17,0.002564103,0.174944664,0.013623978
1207,8,0.98558021,20,0.003418803,0.215853473,0.017711172
1208,18,1.2063863,23,0.007692308,0.288926666,0.021798365
1209,8,0.98558021,20,0.003418803,0.215853473,0.017711172
1210,6,0.8619656,17,0.002564103,0.174944664,0.013623978
1211,6,0.84912294,15,0.002564103,0.170694536,0.010899183
1212,6,0.84912294,14,0.002564103,0.170694536,0.009536785
1213,6,0.84912294,14,0.002564103,0.170694536,0.009536785
1214,6,0.84912294,15,0.002564103,0.170694536,0.010899183
1215,14,1.3443909,47,0.005982906,0.334597674,0.054495913
1216,6,0.94787496,31,0.002564103,0.203375362,0.032697548
1217,6,0.84912294,18,0.002564103,0.170694536,0.014986376
1218,6,0.84912294,14,0.002564103,0.170694536,0.009536785
1219,6,0.84912294,14,0.002564103,0.170694536,0.009536785
1220,6,0.84912294,14,0.002564103,0.170694536,0.009536785
1221,6,0.84912294,14,0.002564103,0.170694536,0.009536785
1222,6,0.84912294,13,0.002564103,0.170694536,0.008174387
1223,6,0.87255627,11,0.002564103,0.178449522,0.005449591
1224,4,0.70398736,9,0.001709402,0.122663613,0.002724796
1225,0,0.33333334,7,0,0,0
1226,10,1.1087778,21,0.004273504,0.256624275,0.019073569
1227,37,2.2,23,0.015811966,0.617751499,0.021798365
1228,0,0.56608194,17,0,0.077025427,0.013623978
1229,0,0.98558021,21,0,0.215853473,0.019073569
1230,0,0.98558021,21,0,0.215853473,0.019073569
1231,5,1.1087778,21,0.002136752,0.256624275,0.019073569
1232,3,0.8870222,22,0.001282051,0.183236852,0.020435967
1233,19,1.4744722,26,0.008119658,0.377646559,0.025885559
1234,8,1.0445806,28,0.003418803,0.235378962,0.028610354
1235,8,0.98558021,23,0.003418803,0.215853473,0.021798365
1236,14,1.1087778,20,0.005982906,0.256624275,0.017711172
1237,10,1.1,21,0.004273504,0.253719364,0.019073569
1238,0,0.58170414,13,0,0.082195411,0.008174387
1239,47,1.8614054,186,0.02008547,0.505697576,0.24386921
1240,94,1.9812206,140,0.04017094,0.545349015,0.18119891
1241,99,2.1118128,176,0.042307692,0.588566976,0.230245232
1242,16,1.6030675,152,0.006837607,0.42020367,0.197547684
1243,4,1.1561403,62,0.001709402,0.27229834,0.07493188
1244,0,0.73918515,43,0,0.13431191,0.049046322
1245,27,1.6042534,73,0.011538462,0.420596129,0.089918256
1246,0,1.3636364,94,0,0.340966747,0.11852861
1247,132,2.2465236,172,0.056410256,0.63314794,0.22479564
1248,44,1.8188498,134,0.018803419,0.491614298,0.173024523
1249,38,1.8993479,124,0.016239316,0.518254203,0.159400545
1250,24,1.7164973,93,0.01025641,0.457741935,0.117166213
1251,6,1.0983083,49,0.002564103,0.253159516,0.057220708
1252,6,0.84912294,22,0.002564103,0.170694536,0.020435967
1253,14,1.5003179,97,0.005982906,0.386199891,0.122615804
1254,11,1.3006579,45,0.004700855,0.320124749,0.051771117
1255,16,1.2989333,37,0.006837607,0.319554013,0.040871935
1256,12,1.238816,40,0.005128205,0.299658896,0.044959128
1257,42,1.5364467,56,0.017948718,0.398156295,0.066757493
1258,70,1.8839605,109,0.02991453,0.513161923,0.138964578
1259,23,1.471094,54,0.00982906,0.376528583,0.064032698
1260,10,1.4538981,91,0.004273504,0.370837801,0.114441417
1261,1,1.1,30,0.00042735,0.253719364,0.03133515
1262,6,1.2063863,34,0.002564103,0.288926666,0.036784741
1263,10,1.1191936,33,0.004273504,0.260071262,0.035422343
1264,12,1.2726263,62,0.005128205,0.310848019,0.07493188
1265,6,0.9792943,36,0.002564103,0.213773225,0.039509537
1266,37,1.9582232,156,0.015811966,0.537738295,0.202997275
1267,30,1.6794915,97,0.012820513,0.445495299,0.122615804
1268,13,1.4724894,73,0.005555556,0.376990375,0.089918256
1269,2,1.1561403,58,0.000854701,0.27229834,0.069482289
1270,15,1.5887082,97,0.006410256,0.415451627,0.122615804
1271,13,1.4724894,73,0.005555556,0.376990375,0.089918256
1272,0,1.6857162,96,0,0.44755529,0.121253406
1273,2,1.6992515,135,0.000854701,0.452034639,0.174386921
1274,18,1.8276744,143,0.007692308,0.494534696,0.185286104
1275,41,1.9812206,147,0.017521368,0.545349015,0.190735695
1276,15,1.5,80,0.006410256,0.386094686,0.099455041
1277,24,1.7164973,114,0.01025641,0.457741935,0.145776567
1278,41,1.6037242,70,0.017521368,0.420420997,0.085831063
1279,10,1.31797,58,0.004273504,0.325853986,0.069482289
1280,31,1.5517242,79,0.013247863,0.403212205,0.098092643
1281,9,1.8020762,145,0.003846154,0.486063271,0.188010899
1282,50,1.8470125,102,0.021367521,0.500934414,0.129427793
1283,8,1.3992285,88,0.003418803,0.352745537,0.110354223
1284,8,1.1950141,55,0.003418803,0.285163169,0.065395095
1285,6,0.8619656,28,0.002564103,0.174944664,0.028610354
1286,6,0.8870222,23,0.002564103,0.183236852,0.021798365
1287,10,1.1365665,41,0.004273504,0.26582062,0.046321526
1288,6,0.87255627,11,0.002564103,0.178449522,0.005449591
1289,4,0.70398736,9,0.001709402,0.122663613,0.002724796
1290,0,0.33333334,7,0,0,0
1291,10,1.1365665,54,0.004273504,0.26582062,0.064032698
1292,8,1.241593,61,0.003418803,0.300577912,0.073569482
1293,54,1.8470125,102,0.023076923,0.500934414,0.129427793
1294,8,1.2639573,66,0.003418803,0.307979115,0.080381471
1295,12,1.2726263,60,0.005128205,0.310848019,0.072207084
1296,24,1.7081656,91,0.01025641,0.454984657,0.114441417
1297,5,1.0983083,53,0.002136752,0.253159516,0.0626703
1298,5,1.0207884,38,0.002136752,0.227505212,0.042234332
1299,5,1.2186118,63,0.002136752,0.292972552,0.076294278
1300,38,1.7914909,91,0.016239316,0.48256019,0.114441417
1301,6,1.2409762,54,0.002564103,0.300373789,0.064032698
1302,18,1.3592209,57,0.007692308,0.339505489,0.068119891
1303,8,1.0207884,35,0.003418803,0.227505212,0.038147139
1304,17,1.2222222,25,0.007264957,0.294167372,0.024523161
1305,8,1,24,0.003418803,0.220625534,0.023160763
1306,10,1.1191936,28,0.004273504,0.260071262,0.028610354
1307,5,0.98510355,18,0.002136752,0.215695728,0.014986376
1308,2,0.8619656,20,0.000854701,0.174944664,0.017711172
1309,5,1,24,0.002136752,0.220625534,0.023160763
1310,25,1.3873683,35,0.010683761,0.348820542,0.038147139
1311,45,1.8391043,93,0.019230769,0.498317288,0.117166213
1312,2,1.0983083,50,0.000854701,0.253159516,0.058583106
1313,3,1.6597091,89,0.001282051,0.438948545,0.111716621
1314,22,1.6597091,89,0.009401709,0.438948545,0.111716621
1315,0,0.86595547,42,0,0.176265064,0.047683924
1316,10,1.1365665,53,0.004273504,0.26582062,0.0626703
1317,10,1.1,27,0.004273504,0.253719364,0.027247956
1318,0,0.8619656,20,0,0.174944664,0.017711172
1319,14,1.2222222,25,0.005982906,0.294167372,0.024523161
1320,22,1.3057258,32,0.009401709,0.321801912,0.034059946
1321,8,1,25,0.003418803,0.220625534,0.024523161
1322,6,0.8870222,21,0.002564103,0.183236852,0.019073569
1323,8,0.98510355,20,0.003418803,0.215695728,0.017711172
1324,11,1.1087778,24,0.004700855,0.256624275,0.023160763
1325,5,1.1058542,28,0.002136752,0.255656743,0.028610354
1326,3,1.1058542,28,0.001282051,0.255656743,0.028610354
1327,25,1.5154221,34,0.010683761,0.39119845,0.036784741
1328,10,1.1981546,50,0.004273504,0.286202481,0.058583106
1329,50,1.8882366,143,0.021367521,0.514577048,0.185286104
1330,34,1.5688319,83,0.014529915,0.408873798,0.103542234
1331,34,1.550553,49,0.014529915,0.40282461,0.057220708
1332,16,1.3988512,35,0.006837607,0.352620674,0.038147139
1333,8,1.0445806,31,0.003418803,0.235378962,0.032697548
1334,8,1.0207884,31,0.003418803,0.227505212,0.032697548
1335,22,1.3006579,35,0.009401709,0.320124749,0.038147139
1336,10,1.1191936,28,0.004273504,0.260071262,0.028610354
1337,18,1.2063863,26,0.007692308,0.288926666,0.025885559
1338,22,1.3057258,28,0.009401709,0.321801912,0.028610354
1339,8,1.0207884,25,0.003418803,0.227505212,0.024523161
1340,8,1,24,0.003418803,0.220625534,0.023160763
1341,18,1.2063863,30,0.007692308,0.288926666,0.03133515
1342,10,1.1768752,40,0.004273504,0.279160313,0.044959128
1343,0,0.63684219,16,0,0.100442704,0.01226158
1344,14,1.3592209,57,0.005982906,0.339505489,0.068119891
1345,8,1,23,0.003418803,0.220625534,0.021798365
1346,8,1,23,0.003418803,0.220625534,0.021798365
1347,10,1.1191936,26,0.004273504,0.260071262,0.025885559
1348,18,1.2063863,30,0.007692308,0.288926666,0.03133515
1349,8,1.0697098,36,0.003418803,0.243695177,0.039509537
1350,22,1.3873683,32,0.009401709,0.348820542,0.034059946
1351,8,1.2123377,30,0.003418803,0.290896212,0.03133515
1352,32,1.5154221,33,0.013675214,0.39119845,0.035422343
1353,0,0.80638385,22,0,0.156550534,0.020435967
1354,0,0.84615386,27,0,0.169711953,0.027247956
1355,0,0.68957245,20,0,0.117893167,0.017711172
1356,18,1.3057258,27,0.007692308,0.321801912,0.027247956
1357,22,1.4744722,26,0.009401709,0.377646559,0.025885559
1358,0,0.73918515,20,0,0.13431191,0.017711172
1359,12,1.238816,44,0.005128205,0.299658896,0.050408719
1360,25,1.6828449,74,0.010683761,0.446605067,0.091280654
1361,18,1.3938289,53,0.007692308,0.350958602,0.0626703
1362,13,1.3845592,49,0.005555556,0.347890903,0.057220708
1363,4,1.3006579,46,0.001709402,0.320124749,0.053133515
1364,12,1.4028426,69,0.005128205,0.353941581,0.084468665
1365,21,1.606352,72,0.008974359,0.421290636,0.088555858
1366,10,1.238816,50,0.004273504,0.299658896,0.058583106
1367,7,1.3443909,70,0.002991453,0.334597674,0.085831063
1368,7,1.2123377,41,0.002991453,0.290896212,0.046321526
1369,48,1.6700469,68,0.020512821,0.442369719,0.083106267
1370,14,1.5110798,67,0.005982906,0.389761416,0.081743869
1371,10,1.1365665,39,0.004273504,0.26582062,0.04359673
1372,4,0.72781962,18,0.001709402,0.130550621,0.014986376
1373,0,0.33333334,9,0,0,0.002724796
1374,7,1.1365665,40,0.002991453,0.26582062,0.044959128
1375,3,0.8870222,23,0.001282051,0.183236852,0.021798365
1376,6,1,29,0.002564103,0.220625534,0.029972752
1377,25,1.4028426,55,0.010683761,0.353941581,0.065395095
1378,0,0.73918515,27,0,0.13431191,0.027247956
1379,35,1.6684235,60,0.014957265,0.441832473,0.072207084
1380,0,0.88468331,36,0,0.182462824,0.039509537
1381,5,1.3057258,38,0.002136752,0.321801912,0.042234332
1382,24,1.5668709,38,0.01025641,0.408224828,0.042234332
1383,0,0.80638385,25,0,0.156550534,0.024523161
1384,9,1.2671746,25,0.003846154,0.309043843,0.024523161
1385,1,1.2671746,25,0.00042735,0.309043843,0.024523161
1386,1,0.84912294,20,0.00042735,0.170694536,0.017711172
1387,4,0.98510355,24,0.001709402,0.215695728,0.023160763
1388,9,1.3057258,37,0.003846154,0.321801912,0.040871935
1389,6,1.3088794,57,0.002564103,0.322845559,0.068119891
1390,3,0.98558021,26,0.001282051,0.215853473,0.025885559
1391,9,1.2989333,38,0.003846154,0.319554013,0.042234332
1392,14,1.2989333,38,0.005982906,0.319554013,0.042234332
1393,6,0.8619656,23,0.002564103,0.174944664,0.021798365
1394,0,0.42239243,13,0,0.029473064,0.008174387
1395,9,1.2123377,40,0.003846154,0.290896212,0.044959128
1396,6,1.0207884,35,0.002564103,0.227505212,0.038147139
1397,17,1.3304729,57,0.007264957,0.329991675,0.068119891
