Cluster_Kmeans_916395,Ref,Choice R3,Integration [HH] R3,Total Connectivity R3,choice_normal,integration_normal,connect_normal
3,749,0,0.33333334,7,0.0000000 ,0.0000000 ,0.00000000 
3,750,6,0.87255627,11,0.0047468 ,0.1204203 ,0.00966184 
3,751,4,0.70398736,9,0.0031646 ,0.0827752 ,0.00483092 
3,752,0,0.33333334,7,0.0000000 ,0.0000000 ,0.00000000 
3,753,0,0.63684219,19,0.0000000 ,0.0677802 ,0.02898551 
3,754,11,1.31797,50,0.0087025 ,0.2198910 ,0.10386473 
3,755,0,0.8619656,26,0.0000000 ,0.1180552 ,0.04589372 
3,756,7,1.31797,50,0.0055380 ,0.2198910 ,0.10386473 
3,757,1,0.8619656,26,0.0007911 ,0.1180552 ,0.04589372 
3,758,30,1.5785179,72,0.0237342 ,0.2780771 ,0.15700483 
3,759,0,0.82939059,37,0.0000000 ,0.1107805 ,0.07246377 
3,760,4,1.0952908,45,0.0031646 ,0.1701618 ,0.09178744 
3,761,8,1.2726263,51,0.0063291 ,0.2097648 ,0.10628019 
2,762,68,1.8880572,95,0.0537975 ,0.3472040 ,0.21256039 
3,763,23,1.5,68,0.0181962 ,0.2605423 ,0.14734300 
3,764,8,1.2621337,65,0.0063291 ,0.2074215 ,0.14009662 
3,765,9,1.1981546,53,0.0071203 ,0.1931336 ,0.11111111 
2,766,58,1.7257152,71,0.0458861 ,0.3109495 ,0.15458937 
2,767,74,1.9244691,53,0.0585443 ,0.3553356 ,0.11111111 
3,768,22,1.3873369,43,0.0174051 ,0.2353822 ,0.08695652 
3,769,1,1,28,0.0007911 ,0.1488813 ,0.05072464 
3,770,5,1.3006579,37,0.0039557 ,0.2160248 ,0.07246377 
2,771,35,1.6249448,81,0.0276899 ,0.2884452 ,0.17874396 
3,772,11,1.3592209,62,0.0087025 ,0.2291032 ,0.13285024 
3,773,48,1.606352,50,0.0379747 ,0.2842930 ,0.10386473 
3,774,27,1.5448366,60,0.0213608 ,0.2705553 ,0.12801932 
3,775,10,1.1561403,39,0.0079114 ,0.1837509 ,0.07729469 
3,776,8,1.0697098,38,0.0063291 ,0.1644490 ,0.07487923 
3,777,3,1,30,0.0023734 ,0.1488813 ,0.05555556 
3,778,20,1.3938289,48,0.0158228 ,0.2368320 ,0.09903382 
3,779,9,1.2552096,53,0.0071203 ,0.2058752 ,0.11111111 
3,780,29,1.5887082,75,0.0229430 ,0.2803528 ,0.16425121 
3,781,4,1.0697098,45,0.0031646 ,0.1644490 ,0.09178744 
3,782,11,1.2063863,37,0.0087025 ,0.1949719 ,0.07246377 
3,783,0,1.0697098,45,0.0000000 ,0.1644490 ,0.09178744 
3,784,16,1.5352089,80,0.0126582 ,0.2684052 ,0.17632850 
3,785,8,1.1208336,48,0.0063291 ,0.1758661 ,0.09903382 
3,786,22,1.3057258,31,0.0174051 ,0.2171566 ,0.05797101 
3,787,22,1.3057258,26,0.0174051 ,0.2171566 ,0.04589372 
3,788,8,1,22,0.0063291 ,0.1488813 ,0.03623188 
3,789,6,0.8619656,19,0.0047468 ,0.1180552 ,0.02898551 
3,790,6,0.8619656,20,0.0047468 ,0.1180552 ,0.03140097 
3,791,8,1.0207884,27,0.0063291 ,0.1535238 ,0.04830918 
3,792,26,1.3873369,41,0.0205696 ,0.2353822 ,0.08212560 
3,793,10,1.1365665,34,0.0079114 ,0.1793796 ,0.06521739 
3,794,6,0.91666669,26,0.0047468 ,0.1302712 ,0.04589372 
3,795,8,1,24,0.0063291 ,0.1488813 ,0.04106280 
3,796,8,1,22,0.0063291 ,0.1488813 ,0.03623188 
3,797,6,0.8619656,18,0.0047468 ,0.1180552 ,0.02657005 
3,798,6,0.84912294,15,0.0047468 ,0.1151872 ,0.01932367 
3,799,6,0.84912294,15,0.0047468 ,0.1151872 ,0.01932367 
3,800,6,0.8619656,17,0.0047468 ,0.1180552 ,0.02415459 
3,801,8,0.98558021,19,0.0063291 ,0.1456611 ,0.02898551 
3,802,18,1.2222222,21,0.0142405 ,0.1985084 ,0.03381643 
3,803,22,1.3270249,25,0.0174051 ,0.2219132 ,0.04347826 
3,804,10,1.1561403,32,0.0079114 ,0.1837509 ,0.06038647 
3,805,6,0.8619656,17,0.0047468 ,0.1180552 ,0.02415459 
3,806,0,0.42239243,11,0.0000000 ,0.0198889 ,0.00966184 
3,807,0,0.63684219,15,0.0000000 ,0.0677802 ,0.01932367 
3,808,28,1.6008096,33,0.0221519 ,0.2830553 ,0.06280193 
3,809,40,1.8185065,31,0.0316456 ,0.3316718 ,0.05797101 
3,810,17,1.3988512,31,0.0134494 ,0.2379536 ,0.05797101 
3,811,7,1.1058542,29,0.0055380 ,0.1725209 ,0.05314010 
3,812,4,0.8619656,22,0.0031646 ,0.1180552 ,0.03623188 
3,813,16,1.3873369,38,0.0126582 ,0.2353822 ,0.07487923 
2,814,83,2.0907433,38,0.0656646 ,0.3924683 ,0.07487923 
3,815,12,1.2552096,45,0.0094937 ,0.2058752 ,0.09178744 
3,816,6,1.0405263,42,0.0047468 ,0.1579317 ,0.08454106 
3,817,14,1.3076391,39,0.0110759 ,0.2175839 ,0.07729469 
3,818,12,1.2123377,32,0.0094937 ,0.1963010 ,0.06038647 
3,819,0,0.62688404,21,0.0000000 ,0.0655563 ,0.03381643 
3,820,0,1.0697098,32,0.0000000 ,0.1644490 ,0.06038647 
3,821,16,1.3988512,32,0.0126582 ,0.2379536 ,0.06038647 
3,822,2,1.0207884,27,0.0015823 ,0.1535238 ,0.04830918 
3,823,28,1.7342104,33,0.0221519 ,0.3128466 ,0.06280193 
3,824,1,1.0207884,27,0.0007911 ,0.1535238 ,0.04830918 
3,825,8,1.0207884,27,0.0063291 ,0.1535238 ,0.04830918 
3,826,0,0.49860358,17,0.0000000 ,0.0369085 ,0.02415459 
3,827,8,1.0207884,27,0.0063291 ,0.1535238 ,0.04830918 
3,828,0,0.49860358,16,0.0000000 ,0.0369085 ,0.02173913 
3,829,0,0.73918515,24,0.0000000 ,0.0906356 ,0.04106280 
3,830,9,1.1191936,29,0.0071203 ,0.1754999 ,0.05314010 
3,831,5,0.8619656,21,0.0039557 ,0.1180552 ,0.03381643 
3,832,6,0.84912294,15,0.0047468 ,0.1151872 ,0.01932367 
3,833,6,0.8619656,17,0.0047468 ,0.1180552 ,0.02415459 
3,834,8,0.98558021,24,0.0063291 ,0.1456611 ,0.04106280 
3,835,6,0.84912294,13,0.0047468 ,0.1151872 ,0.01449275 
3,836,6,0.87255627,11,0.0047468 ,0.1204203 ,0.00966184 
3,837,4,0.70398736,9,0.0031646 ,0.0827752 ,0.00483092 
3,838,0,0.33333334,7,0.0000000 ,0.0000000 ,0.00000000 
3,839,0,0.42239243,10,0.0000000 ,0.0198889 ,0.00724638 
3,840,44,1.7269484,59,0.0348101 ,0.3112249 ,0.12560386 
3,841,20,1.5598243,60,0.0158228 ,0.2739024 ,0.12801932 
3,842,6,1.0405263,37,0.0047468 ,0.1579317 ,0.07246377 
3,843,6,0.87255627,18,0.0047468 ,0.1204203 ,0.02657005 
3,844,4,0.70398736,9,0.0031646 ,0.0827752 ,0.00483092 
3,845,0,0.33333334,7,0.0000000 ,0.0000000 ,0.00000000 
3,846,14,1.6413553,72,0.0110759 ,0.2921100 ,0.15700483 
3,847,43,1.6666666,62,0.0340190 ,0.2977626 ,0.13285024 
2,848,22,1.7325417,72,0.0174051 ,0.3124740 ,0.15700483 
3,849,7,1.1460608,47,0.0055380 ,0.1814999 ,0.09661836 
3,850,7,1.1561403,43,0.0055380 ,0.1837509 ,0.08695652 
3,851,18,1.4896638,56,0.0142405 ,0.2582340 ,0.11835749 
3,852,0,0.78060293,31,0.0000000 ,0.0998851 ,0.05797101 
3,853,6,1.0405263,37,0.0047468 ,0.1579317 ,0.07246377 
3,854,0,0.42239243,17,0.0000000 ,0.0198889 ,0.02415459 
3,855,0,1.390353,56,0.0000000 ,0.2360557 ,0.11835749 
3,856,10,1.2829794,56,0.0079114 ,0.2120768 ,0.11835749 
3,857,6,0.8870222,29,0.0047468 ,0.1236509 ,0.05314010 
3,858,6,0.84912294,16,0.0047468 ,0.1151872 ,0.02173913 
3,859,6,0.84912294,14,0.0047468 ,0.1151872 ,0.01690821 
3,860,6,0.84912294,15,0.0047468 ,0.1151872 ,0.01932367 
3,861,6,0.8619656,18,0.0047468 ,0.1180552 ,0.02657005 
3,862,8,1,23,0.0063291 ,0.1488813 ,0.03864734 
3,863,20,1.3057258,27,0.0158228 ,0.2171566 ,0.04830918 
3,864,6,0.98558021,21,0.0047468 ,0.1456611 ,0.03381643 
3,865,4,0.8619656,19,0.0031646 ,0.1180552 ,0.02898551 
3,866,6,0.98558021,22,0.0047468 ,0.1456611 ,0.03623188 
3,867,20,1.2989333,29,0.0158228 ,0.2156397 ,0.05314010 
3,868,10,1.1058542,25,0.0079114 ,0.1725209 ,0.04347826 
3,869,24,1.3988512,30,0.0189873 ,0.2379536 ,0.05555556 
3,870,8,1.0207884,32,0.0063291 ,0.1535238 ,0.06038647 
3,871,6,1.0698866,43,0.0047468 ,0.1644885 ,0.08695652 
3,872,20,1.5598243,61,0.0158228 ,0.2739024 ,0.13043478 
3,873,3,1.390353,60,0.0023734 ,0.2360557 ,0.12801932 
2,874,81,2.0165863,51,0.0640823 ,0.3759074 ,0.10628019 
3,875,8,1.3006579,37,0.0063291 ,0.2160248 ,0.07246377 
3,876,3,0.91666669,27,0.0023734 ,0.1302712 ,0.04830918 
3,877,11,1.3006579,37,0.0087025 ,0.2160248 ,0.07246377 
3,878,4,1.0189475,19,0.0031646 ,0.1531127 ,0.02898551 
3,879,7,1.1,27,0.0055380 ,0.1712135 ,0.04830918 
3,880,3,1.3006579,37,0.0023734 ,0.2160248 ,0.07246377 
3,881,16,1.3873369,40,0.0126582 ,0.2353822 ,0.07971014 
3,882,14,1.1191936,30,0.0110759 ,0.1754999 ,0.05555556 
3,883,0,0.58170414,16,0.0000000 ,0.0554667 ,0.02173913 
3,884,8,0.98510355,20,0.0063291 ,0.1455546 ,0.03140097 
3,885,6,0.8619656,19,0.0047468 ,0.1180552 ,0.02898551 
3,886,6,0.91666669,22,0.0047468 ,0.1302712 ,0.03623188 
3,887,12,1.2063863,22,0.0094937 ,0.1949719 ,0.03623188 
3,888,44,1.8957499,22,0.0348101 ,0.3489220 ,0.03623188 
3,889,12,1.2063863,21,0.0094937 ,0.1949719 ,0.03381643 
3,890,6,0.8870222,18,0.0047468 ,0.1236509 ,0.02657005 
3,891,4,0.70398736,12,0.0031646 ,0.0827752 ,0.01207729 
3,892,0,0.33333334,7,0.0000000 ,0.0000000 ,0.00000000 
3,893,0,0.8870222,18,0.0000000 ,0.1236509 ,0.02657005 
3,894,0,0.8870222,18,0.0000000 ,0.1236509 ,0.02657005 
3,895,10,1.1087778,18,0.0079114 ,0.1731738 ,0.02657005 
3,896,0,0.56608194,14,0.0000000 ,0.0519779 ,0.01690821 
3,897,14,1.1087778,21,0.0110759 ,0.1731738 ,0.03381643 
3,898,0,0.58170414,13,0.0000000 ,0.0554667 ,0.01449275 
3,899,8,0.98558021,19,0.0063291 ,0.1456611 ,0.02898551 
3,900,8,0.98558021,19,0.0063291 ,0.1456611 ,0.02898551 
3,901,14,1.1087778,19,0.0110759 ,0.1731738 ,0.02898551 
3,902,10,1.1087778,21,0.0079114 ,0.1731738 ,0.03381643 
3,903,14,1.1191936,30,0.0110759 ,0.1754999 ,0.05555556 
3,904,14,1.3076391,44,0.0110759 ,0.2175839 ,0.08937198 
3,905,50,1.7495173,54,0.0395570 ,0.3162650 ,0.11352657 
3,906,17,1.4864661,42,0.0134494 ,0.2575199 ,0.08454106 
3,907,1,0.91666669,30,0.0007911 ,0.1302712 ,0.05555556 
3,908,0,1,30,0.0000000 ,0.1488813 ,0.05555556 
3,909,26,1.6531878,39,0.0205696 ,0.2947525 ,0.07729469 
3,910,3,1.3006579,42,0.0023734 ,0.2160248 ,0.08454106 
3,911,29,1.6261337,48,0.0229430 ,0.2887107 ,0.09903382 
3,912,3,1.3006579,42,0.0023734 ,0.2160248 ,0.08454106 
2,913,58,1.8597906,67,0.0458861 ,0.3408915 ,0.14492754 
3,914,30,1.5,64,0.0237342 ,0.2605423 ,0.13768116 
3,915,8,1.0697098,43,0.0063291 ,0.1644490 ,0.08695652 
3,916,8,1.0445806,33,0.0063291 ,0.1588371 ,0.06280193 
3,917,21,1.4244281,33,0.0166139 ,0.2436654 ,0.06280193 
3,918,38,1.8185065,34,0.0300633 ,0.3316718 ,0.06521739 
3,919,10,1.2063863,30,0.0079114 ,0.1949719 ,0.05555556 
3,920,19,1.3938289,49,0.0150316 ,0.2368320 ,0.10144928 
3,921,40,1.6812503,40,0.0316456 ,0.3010195 ,0.07971014 
3,922,34,1.5154221,31,0.0268987 ,0.2639864 ,0.05797101 
3,923,10,1.1,24,0.0079114 ,0.1712135 ,0.04106280 
3,924,4,0.72781962,16,0.0031646 ,0.0880975 ,0.02173913 
3,925,0,0.33333334,9,0.0000000 ,0.0000000 ,0.00483092 
3,926,0,1.0207884,28,0.0000000 ,0.1535238 ,0.05072464 
3,927,1,0.98558021,23,0.0007911 ,0.1456611 ,0.03864734 
3,928,0,0.80638385,23,0.0000000 ,0.1056426 ,0.03864734 
3,929,3,1.0207884,33,0.0023734 ,0.1535238 ,0.06280193 
3,930,19,1.3076391,40,0.0150316 ,0.2175839 ,0.07971014 
3,931,12,1.238816,49,0.0094937 ,0.2022142 ,0.10144928 
3,932,36,1.5598243,67,0.0284810 ,0.2739024 ,0.14492754 
3,933,1,1.238816,47,0.0007911 ,0.2022142 ,0.09661836 
3,934,16,1.3938289,52,0.0126582 ,0.2368320 ,0.10869565 
3,935,34,1.6812503,42,0.0268987 ,0.3010195 ,0.08454106 
3,936,6,1.2063863,31,0.0047468 ,0.1949719 ,0.05797101 
3,937,4,0.91666669,28,0.0031646 ,0.1302712 ,0.05072464 
3,938,1,1.2989333,36,0.0007911 ,0.2156397 ,0.07004831 
3,939,0,1.2989333,36,0.0000000 ,0.2156397 ,0.07004831 
3,940,16,1.5154221,36,0.0126582 ,0.2639864 ,0.07004831 
3,941,4,1.0445806,32,0.0031646 ,0.1588371 ,0.06038647 
3,942,0,0.58170414,16,0.0000000 ,0.0554667 ,0.02173913 
3,943,0,0.58170414,13,0.0000000 ,0.0554667 ,0.01449275 
2,944,66,1.9363272,85,0.0522152 ,0.3579838 ,0.18840580 
2,945,78,1.8962001,76,0.0617089 ,0.3490225 ,0.16666667 
2,946,63,1.8344153,84,0.0498418 ,0.3352246 ,0.18599034 
3,947,10,1.1768752,48,0.0079114 ,0.1883814 ,0.09903382 
3,948,0,0.56608194,22,0.0000000 ,0.0519779 ,0.03623188 
3,949,14,1.3443909,53,0.0110759 ,0.2257914 ,0.11111111 
3,950,14,1.1058542,32,0.0110759 ,0.1725209 ,0.06038647 
3,951,0,0.58170414,15,0.0000000 ,0.0554667 ,0.01932367 
3,952,8,0.98558021,23,0.0063291 ,0.1456611 ,0.03864734 
3,953,8,1.0207884,25,0.0063291 ,0.1535238 ,0.04347826 
3,954,22,1.2989333,30,0.0174051 ,0.2156397 ,0.05555556 
3,955,26,1.3873683,30,0.0205696 ,0.2353892 ,0.05555556 
3,956,26,1.3873683,31,0.0205696 ,0.2353892 ,0.05797101 
3,957,8,1.0445806,30,0.0063291 ,0.1588371 ,0.05555556 
3,958,8,1.0445806,38,0.0063291 ,0.1588371 ,0.07487923 
3,959,21,1.4135897,60,0.0166139 ,0.2412450 ,0.12801932 
3,960,8,1.390353,66,0.0063291 ,0.2360557 ,0.14251208 
2,961,103,2.0201983,98,0.0814873 ,0.3767140 ,0.21980676 
2,962,69,1.9323636,98,0.0545886 ,0.3570986 ,0.21980676 
3,963,10,1.2196002,54,0.0079114 ,0.1979229 ,0.11352657 
3,964,6,0.91666669,29,0.0047468 ,0.1302712 ,0.05314010 
3,965,18,1.2063863,25,0.0142405 ,0.1949719 ,0.04347826 
3,966,8,0.98558021,22,0.0063291 ,0.1456611 ,0.03623188 
3,967,0,0.63684219,16,0.0000000 ,0.0677802 ,0.02173913 
3,968,6,0.8870222,21,0.0047468 ,0.1236509 ,0.03381643 
3,969,0,0.42239243,12,0.0000000 ,0.0198889 ,0.01207729 
3,970,8,1,24,0.0063291 ,0.1488813 ,0.04106280 
3,971,6,0.8870222,25,0.0047468 ,0.1236509 ,0.04347826 
3,972,8,1.0697098,38,0.0063291 ,0.1644490 ,0.07487923 
3,973,34,1.5688319,72,0.0268987 ,0.2759140 ,0.15700483 
3,974,22,1.3076391,46,0.0174051 ,0.2175839 ,0.09420290 
3,975,8,1.0445806,33,0.0063291 ,0.1588371 ,0.06280193 
3,976,10,1.1191936,34,0.0079114 ,0.1754999 ,0.06521739 
3,977,8,1.0697098,38,0.0063291 ,0.1644490 ,0.07487923 
3,978,12,1.2726263,52,0.0094937 ,0.2097648 ,0.10869565 
2,979,74,1.8337219,87,0.0585443 ,0.3350697 ,0.19323671 
3,980,10,1.2552096,50,0.0079114 ,0.2058752 ,0.10386473 
3,981,30,1.6178579,69,0.0237342 ,0.2868626 ,0.14975845 
3,982,19,1.4516129,70,0.0150316 ,0.2497364 ,0.15217391 
3,983,6,1.0207884,37,0.0047468 ,0.1535238 ,0.07246377 
3,984,5,1.0445806,38,0.0039557 ,0.1588371 ,0.07487923 
3,985,27,1.5110798,75,0.0213608 ,0.2630167 ,0.16425121 
3,986,12,1.3088794,59,0.0094937 ,0.2178609 ,0.12560386 
3,987,16,1.3006579,41,0.0126582 ,0.2160248 ,0.08212560 
3,988,8,1.0445806,38,0.0063291 ,0.1588371 ,0.07487923 
3,989,12,1.3845592,44,0.0094937 ,0.2347618 ,0.08937198 
3,990,21,1.4666082,56,0.0166139 ,0.2530852 ,0.11835749 
3,991,3,1.1561403,42,0.0023734 ,0.1837509 ,0.08454106 
3,992,29,1.471094,44,0.0229430 ,0.2540870 ,0.08937198 
3,993,29,1.5365106,52,0.0229430 ,0.2686959 ,0.10869565 
2,994,54,1.6700469,68,0.0427215 ,0.2985175 ,0.14734300 
3,995,22,1.3076391,48,0.0174051 ,0.2175839 ,0.09903382 
3,996,0,0.68957245,21,0.0000000 ,0.0795560 ,0.03381643 
3,997,10,1.1768752,48,0.0079114 ,0.1883814 ,0.09903382 
3,998,18,1.4896638,64,0.0142405 ,0.2582340 ,0.13768116 
3,999,17,1.4724894,57,0.0134494 ,0.2543986 ,0.12077295 
3,1000,2,1.1981546,52,0.0015823 ,0.1931336 ,0.10869565 
3,1001,8,1,29,0.0063291 ,0.1488813 ,0.05314010 
3,1002,4,0.69804502,14,0.0031646 ,0.0814481 ,0.01690821 
3,1003,0,0.33333334,8,0.0000000 ,0.0000000 ,0.00241546 
2,1004,33,2.0590754,150,0.0261076 ,0.3853961 ,0.34541063 
2,1005,31,1.8880572,128,0.0245253 ,0.3472040 ,0.29227053 
2,1006,158,2.5006499,223,0.1250000 ,0.4840094 ,0.52173913 
2,1007,160,2.3333955,203,0.1265823 ,0.4466578 ,0.47342995 
2,1008,244,2.702667,134,0.1930380 ,0.5291243 ,0.30676329 
2,1009,1,1.7269484,85,0.0007911 ,0.3112249 ,0.18840580 
2,1010,34,1.9513603,60,0.0268987 ,0.3613410 ,0.12801932 
2,1011,9,1.4831443,126,0.0071203 ,0.2567781 ,0.28743961 
3,1012,7,1.3845592,61,0.0055380 ,0.2347618 ,0.13043478 
2,1013,3,1.7269484,85,0.0023734 ,0.3112249 ,0.18840580 
2,1014,16,1.8597906,85,0.0126582 ,0.3408915 ,0.18840580 
2,1015,9,1.8597906,85,0.0071203 ,0.3408915 ,0.18840580 
2,1016,24,1.9341822,85,0.0189873 ,0.3575047 ,0.18840580 
3,1017,0,1.3938289,60,0.0000000 ,0.2368320 ,0.12801932 
3,1018,2,1.2552096,58,0.0015823 ,0.2058752 ,0.12318841 
2,1019,8,1.5842677,122,0.0063291 ,0.2793611 ,0.27777778 
3,1020,24,1.606352,71,0.0189873 ,0.2842930 ,0.15458937 
2,1021,19,1.8,83,0.0150316 ,0.3275389 ,0.18357488 
3,1022,1,1.0698866,53,0.0007911 ,0.1644885 ,0.11111111 
3,1023,14,1.6071428,83,0.0110759 ,0.2844696 ,0.18357488 
2,1024,8,1.8,83,0.0063291 ,0.3275389 ,0.18357488 
2,1025,7,1.8,83,0.0055380 ,0.3275389 ,0.18357488 
3,1026,0,1.1768752,54,0.0000000 ,0.1883814 ,0.11352657 
2,1027,12,1.8,83,0.0094937 ,0.3275389 ,0.18357488 
2,1028,75,2.072258,128,0.0593354 ,0.3883401 ,0.29227053 
2,1029,1,1.8815688,150,0.0007911 ,0.3457550 ,0.34541063 
2,1030,2,1.8815688,150,0.0015823 ,0.3457550 ,0.34541063 
2,1031,37,2.0590754,150,0.0292722 ,0.3853961 ,0.34541063 
3,1032,2,1.5110798,98,0.0015823 ,0.2630167 ,0.21980676 
3,1033,2,1.4644111,72,0.0015823 ,0.2525945 ,0.15700483 
3,1034,10,1.6474625,72,0.0079114 ,0.2934739 ,0.15700483 
3,1035,0,1.4644111,72,0.0000000 ,0.2525945 ,0.15700483 
2,1036,0,1.5298115,126,0.0000000 ,0.2671999 ,0.28743961 
3,1037,0,1.2829794,81,0.0000000 ,0.2120768 ,0.17874396 
2,1038,28,1.8805417,163,0.0221519 ,0.3455256 ,0.37681159 
2,1039,26,1.5592874,100,0.0205696 ,0.2737825 ,0.22463768 
2,1040,78,1.8344558,100,0.0617089 ,0.3352336 ,0.22463768 
3,1041,6,1.1365665,50,0.0047468 ,0.1793796 ,0.10386473 
3,1042,13,1.3443909,69,0.0102848 ,0.2257914 ,0.14975845 
3,1043,19,1.471094,46,0.0150316 ,0.2540870 ,0.09420290 
3,1044,0,1.1708162,67,0.0000000 ,0.1870283 ,0.14492754 
2,1045,34,1.7081656,98,0.0268987 ,0.3070303 ,0.21980676 
3,1046,18,1.2123377,34,0.0142405 ,0.1963010 ,0.06521739 
3,1047,14,1.3443909,51,0.0110759 ,0.2257914 ,0.10628019 
3,1048,8,1,27,0.0063291 ,0.1488813 ,0.04830918 
3,1049,8,1.0445806,33,0.0063291 ,0.1588371 ,0.06280193 
3,1050,26,1.3938289,45,0.0205696 ,0.2368320 ,0.09178744 
3,1051,34,1.5448366,60,0.0268987 ,0.2705553 ,0.12801932 
3,1052,8,1.0697098,35,0.0063291 ,0.1644490 ,0.06763285 
3,1053,6,0.8870222,26,0.0047468 ,0.1236509 ,0.04589372 
3,1054,16,1.2989333,34,0.0126582 ,0.2156397 ,0.06521739 
3,1055,12,1.2063863,27,0.0094937 ,0.1949719 ,0.04830918 
3,1056,8,0.98558021,23,0.0063291 ,0.1456611 ,0.03864734 
3,1057,8,0.98558021,22,0.0063291 ,0.1456611 ,0.03623188 
3,1058,6,0.8619656,17,0.0047468 ,0.1180552 ,0.02415459 
3,1059,6,0.84912294,15,0.0047468 ,0.1151872 ,0.01932367 
3,1060,6,0.84912294,15,0.0047468 ,0.1151872 ,0.01932367 
3,1061,6,0.8619656,19,0.0047468 ,0.1180552 ,0.02898551 
3,1062,8,0.98558021,22,0.0063291 ,0.1456611 ,0.03623188 
3,1063,12,1.2063863,27,0.0094937 ,0.1949719 ,0.04830918 
2,1064,86,2.2275536,90,0.0680380 ,0.4230210 ,0.20048309 
2,1065,109,2.2358572,105,0.0862342 ,0.4248754 ,0.23671498 
3,1066,1,1.5517242,73,0.0007911 ,0.2720935 ,0.15942029 
3,1067,0,1.5517242,73,0.0000000 ,0.2720935 ,0.15942029 
3,1068,0,1.5517242,73,0.0000000 ,0.2720935 ,0.15942029 
3,1069,3,1.4516129,73,0.0023734 ,0.2497364 ,0.15942029 
3,1070,6,1.4635203,62,0.0047468 ,0.2523956 ,0.13285024 
3,1071,1,1.5517242,73,0.0007911 ,0.2720935 ,0.15942029 
2,1072,17,1.5992693,90,0.0134494 ,0.2827113 ,0.20048309 
3,1073,0,1.5992693,90,0.0000000 ,0.2827113 ,0.20048309 
3,1074,4,1.5405476,62,0.0031646 ,0.2695975 ,0.13285024 
3,1075,7,1.5405476,62,0.0055380 ,0.2695975 ,0.13285024 
2,1076,23,1.7612134,113,0.0181962 ,0.3188770 ,0.25603865 
2,1077,177,4.811173,71,0.1400316 ,1.0000000 ,0.15458937 
2,1078,13,2.0147731,93,0.0102848 ,0.3755024 ,0.20772947 
2,1079,15,2.0147731,93,0.0118671 ,0.3755024 ,0.20772947 
2,1080,2,2.0147731,93,0.0015823 ,0.3755024 ,0.20772947 
3,1081,2,1.7925211,64,0.0015823 ,0.3258687 ,0.13768116 
3,1082,0,1.4635203,54,0.0000000 ,0.2523956 ,0.11352657 
2,1083,8,1.5298115,123,0.0063291 ,0.2671999 ,0.28019324 
2,1084,31,2.0257571,80,0.0245253 ,0.3779554 ,0.17632850 
3,1085,3,1.7925211,64,0.0023734 ,0.3258687 ,0.13768116 
3,1086,2,1.7925211,64,0.0015823 ,0.3258687 ,0.13768116 
3,1087,0,1.7925211,64,0.0000000 ,0.3258687 ,0.13768116 
2,1088,1,1.8328277,80,0.0007911 ,0.3348700 ,0.17632850 
2,1089,0,1.8328277,80,0.0000000 ,0.3348700 ,0.17632850 
2,1090,1,1.8328277,80,0.0007911 ,0.3348700 ,0.17632850 
2,1091,0,1.8328277,80,0.0000000 ,0.3348700 ,0.17632850 
2,1092,0,1.8328277,80,0.0000000 ,0.3348700 ,0.17632850 
2,1093,73,2.0326941,118,0.0577532 ,0.3795046 ,0.26811594 
2,1094,5,2.0398967,166,0.0039557 ,0.3811131 ,0.38405797 
2,1095,203,2.3772886,159,0.1606013 ,0.4564601 ,0.36714976 
3,1096,0,1.5517242,92,0.0000000 ,0.2720935 ,0.20531401 
3,1097,0,1.5517242,92,0.0000000 ,0.2720935 ,0.20531401 
3,1098,0,1.5517242,92,0.0000000 ,0.2720935 ,0.20531401 
3,1099,4,1.5517242,92,0.0031646 ,0.2720935 ,0.20531401 
3,1100,1,1.5517242,92,0.0007911 ,0.2720935 ,0.20531401 
3,1101,1,1.5517242,92,0.0007911 ,0.2720935 ,0.20531401 
2,1102,24,1.6666666,92,0.0189873 ,0.2977626 ,0.20531401 
3,1103,0,0.90925324,48,0.0000000 ,0.1286156 ,0.09903382 
2,1104,47,2.273133,48,0.0371835 ,0.4331999 ,0.09903382 
2,1105,12,1.6819378,135,0.0094937 ,0.3011730 ,0.30917874 
3,1106,9,1.3873369,73,0.0071203 ,0.2353822 ,0.15942029 
3,1107,6,1.3873369,73,0.0047468 ,0.2353822 ,0.15942029 
2,1108,29,1.7399356,135,0.0229430 ,0.3141252 ,0.30917874 
3,1109,40,1.606352,68,0.0316456 ,0.2842930 ,0.14734300 
2,1110,19,1.6211112,100,0.0150316 ,0.2875891 ,0.22463768 
3,1111,4,1.2552096,73,0.0031646 ,0.2058752 ,0.15942029 
3,1112,16,1.4635203,50,0.0126582 ,0.2523956 ,0.10386473 
3,1113,43,1.6828449,63,0.0340190 ,0.3013756 ,0.13526570 
2,1114,39,1.7426945,99,0.0308544 ,0.3147413 ,0.22222222 
3,1115,4,1.1208336,50,0.0031646 ,0.1758661 ,0.10386473 
3,1116,4,1,30,0.0031646 ,0.1488813 ,0.05555556 
3,1117,12,1.4744722,35,0.0094937 ,0.2548414 ,0.06763285 
3,1118,6,1.1087778,24,0.0047468 ,0.1731738 ,0.04106280 
3,1119,5,1.1058542,35,0.0039557 ,0.1725209 ,0.06763285 
3,1120,1,1.1058542,35,0.0007911 ,0.1725209 ,0.06763285 
3,1121,0,1.4380959,87,0.0000000 ,0.2467178 ,0.19323671 
3,1122,10,1.1058542,40,0.0079114 ,0.1725209 ,0.07971014 
3,1123,11,1.4380959,87,0.0087025 ,0.2467178 ,0.19323671 
