Ref,Choice R3,Integration [HH] R3,Total Depth R3,Choice R3,Integration [HH] R3,Total Depth R3
10891,8,1,20,0.060606061,0.322149109,0.142857143
10892,6,0.8619656,15,0.045454545,0.25544762,0.091836735
10893,6,0.8870222,18,0.045454545,0.267555562,0.12244898
10894,10,1.1191936,25,0.075757576,0.379746277,0.193877551
10895,20,1.6008096,26,0.151515152,0.612474527,0.204081633
10896,24,1.4635203,36,0.181818182,0.546133088,0.306122449
10897,0,1.1561403,31,0,0.397599797,0.255102041
10898,40,1.7488363,71,0.303030303,0.684004532,0.663265306
10899,0,0.84912294,12,0,0.249241742,0.06122449
10900,40,1.7288883,59,0.303030303,0.674365186,0.540816327
10901,56,1.8900454,59,0.424242424,0.752240111,0.540816327
10902,36,1.6666666,48,0.272727273,0.644298188,0.428571429
10903,36,1.6700469,54,0.272727273,0.645931629,0.489795918
10904,20,1.5,51,0.151515152,0.563760943,0.459183673
10905,18,1.4135897,43,0.136363636,0.52200544,0.37755102
10906,18,1.4666082,39,0.136363636,0.547625234,0.336734694
10907,8,1.0445806,26,0.060606061,0.34369151,0.204081633
10908,6,0.8870222,18,0.045454545,0.267555562,0.12244898
10909,8,1,20,0.060606061,0.322149109,0.142857143
10910,14,1.31797,35,0.106060606,0.475799738,0.295918367
10911,17,1.4635203,36,0.128787879,0.546133088,0.306122449
10912,8,1.0445806,26,0.060606061,0.34369151,0.204081633
10913,7,1,20,0.053030303,0.322149109,0.142857143
10914,11,1.3006579,29,0.083333333,0.467434122,0.234693878
10915,33,1.6828449,39,0.25,0.652115926,0.336734694
10916,22,1.632839,61,0.166666667,0.627951891,0.56122449
10917,10,1.2196002,40,0.075757576,0.428265123,0.346938776
10918,14,1.3076391,32,0.106060606,0.470807603,0.265306122
10919,52,1.8855816,74,0.393939394,0.750083098,0.693877551
10920,46,1.787379,67,0.348484848,0.702629277,0.62244898
10921,0,1.5226898,57,0,0.574725191,0.520408163
10922,18,1.4724894,42,0.136363636,0.55046717,0.367346939
10923,8,1.0445806,26,0.060606061,0.34369151,0.204081633
10924,6,0.8619656,15,0.045454545,0.25544762,0.091836735
10925,6,0.8619656,15,0.045454545,0.25544762,0.091836735
10926,8,1.0445806,26,0.060606061,0.34369151,0.204081633
10927,18,1.4803609,45,0.136363636,0.554270865,0.397959184
10928,40,1.7265038,56,0.303030303,0.67321294,0.510204082
10929,36,1.6700469,54,0.272727273,0.645931629,0.489795918
10930,40,1.7288883,59,0.303030303,0.674365186,0.540816327
10931,50,1.8489804,51,0.378787879,0.732396531,0.459183673
10932,0,1.2726263,39,0,0.453888589,0.336734694
10933,40,1.7325417,62,0.303030303,0.676130596,0.571428571
10934,20,1.5,51,0.151515152,0.563760943,0.459183673
10935,22,1.5598243,53,0.166666667,0.59266946,0.479591837
10936,28,1.569167,29,0.212121212,0.597184074,0.234693878
10937,14,1.3006579,29,0.106060606,0.467434122,0.234693878
10938,8,1,20,0.060606061,0.322149109,0.142857143
10939,6,0.8619656,15,0.045454545,0.25544762,0.091836735
10940,6,0.8619656,15,0.045454545,0.25544762,0.091836735
10941,8,1.0207884,23,0.060606061,0.332194556,0.173469388
10942,16,1.3988512,25,0.121212121,0.514883448,0.193877551
10943,24,1.4864661,27,0.181818182,0.557221042,0.214285714
10944,15,1.3988512,25,0.113636364,0.514883448,0.193877551
10945,7,1,20,0.053030303,0.322149109,0.142857143
10946,4,0.8619656,15,0.03030303,0.25544762,0.091836735
10947,5,0.98558021,17,0.037878788,0.315181125,0.112244898
10948,11,1.3006579,29,0.083333333,0.467434122,0.234693878
10949,26,1.550553,32,0.196969697,0.588189349,0.265306122
10950,0,1.1191936,25,0,0.379746277,0.193877551
10951,50,1.8344558,60,0.378787879,0.725377901,0.551020408
10952,44,1.7820429,61,0.333333333,0.700050747,0.56122449
10953,40,1.7288883,59,0.303030303,0.674365186,0.540816327
10954,18,1.4803609,45,0.136363636,0.554270865,0.397959184
10955,8,1.0445806,26,0.060606061,0.34369151,0.204081633
10956,6,0.8619656,15,0.045454545,0.25544762,0.091836735
10957,6,0.87255627,9,0.045454545,0.260565282,0.030612245
10958,4,0.70398736,7,0.03030303,0.179108795,0.010204082
10959,0,0.33333334,6,0,0,0
10960,50,1.8369439,57,0.378787879,0.72658021,0.520408163
10961,18,1.4724894,42,0.136363636,0.55046717,0.367346939
10962,6,0.91666669,21,0.045454545,0.281880481,0.153061224
10963,0,0.42239243,9,0,0.04303546,0.030612245
10964,40,1.7288883,59,0.303030303,0.674365186,0.540816327
10965,50,1.8369439,57,0.378787879,0.72658021,0.520408163
10966,20,1.5365106,41,0.151515152,0.581403729,0.357142857
10967,10,1.1191936,25,0.075757576,0.379746277,0.193877551
10968,6,0.8870222,18,0.045454545,0.267555562,0.12244898
10969,6,0.8619656,15,0.045454545,0.25544762,0.091836735
10970,8,1.0445806,26,0.060606061,0.34369151,0.204081633
10971,18,1.4803609,45,0.136363636,0.554270865,0.397959184
10972,32,1.6666666,48,0.242424242,0.644298188,0.428571429
10973,32,1.6734514,42,0.242424242,0.647576764,0.367346939
10974,0,0.42239243,9,0,0.04303546,0.030612245
10975,6,0.8870222,18,0.045454545,0.267555562,0.12244898
10976,16,1.3873683,28,0.121212121,0.509334639,0.224489796
10977,40,1.7325417,62,0.303030303,0.676130596,0.571428571
10978,28,1.5395753,44,0.212121212,0.582884664,0.387755102
10979,14,1.2989333,26,0.106060606,0.466600754,0.204081633
10980,6,0.8619656,15,0.045454545,0.25544762,0.091836735
10981,0,0.42239243,9,0,0.04303546,0.030612245
10982,14,1.3006579,29,0.106060606,0.467434122,0.234693878
10983,8,1,20,0.060606061,0.322149109,0.142857143
10984,6,0.84912294,12,0.045454545,0.249241742,0.06122449
10985,4,0.70398736,7,0.03030303,0.179108795,0.010204082
10986,0,0.33333334,6,0,0,0
10987,0,0.8619656,15,0,0.25544762,0.091836735
10988,10,1.1087778,16,0.075757576,0.374713116,0.102040816
10989,8,0.98510355,14,0.060606061,0.314950791,0.081632653
10990,6,0.8870222,18,0.045454545,0.267555562,0.12244898
10991,8,1,20,0.060606061,0.322149109,0.142857143
10992,14,1.31797,35,0.106060606,0.475799738,0.295918367
10993,40,1.7325417,62,0.303030303,0.676130596,0.571428571
10994,14,1.31797,35,0.106060606,0.475799738,0.295918367
10995,8,1.0207884,23,0.060606061,0.332194556,0.173469388
10996,8,1,20,0.060606061,0.322149109,0.142857143
10997,12,1.2052853,24,0.090909091,0.421347824,0.183673469
10998,80,2.1000938,87,0.606060606,0.85374047,0.826530612
10999,0,1.0445806,26,0,0.34369151,0.204081633
11000,30,1.7269484,50,0.227272727,0.673427781,0.448979592
11001,36,1.6673985,51,0.272727273,0.64465186,0.459183673
11002,29,1.6828449,39,0.21969697,0.652115926,0.336734694
11003,28,1.5364467,38,0.212121212,0.581372851,0.326530612
11004,34,1.7307693,47,0.257575758,0.67527413,0.418367347
11005,33,1.7265038,56,0.25,0.67321294,0.510204082
11006,20,1.4666082,39,0.151515152,0.547625234,0.336734694
11007,18,1.3938289,37,0.136363636,0.512456554,0.316326531
11008,28,1.5365106,41,0.212121212,0.581403729,0.357142857
11009,32,1.6037242,43,0.242424242,0.613882931,0.37755102
11010,32,1.6037242,43,0.242424242,0.613882931,0.37755102
11011,0,1.1561403,31,0,0.397599797,0.255102041
11012,10,1.2222222,18,0.075757576,0.429532135,0.12244898
11013,0,0.63684219,14,0,0.14666266,0.081632653
11014,14,1.3057258,23,0.106060606,0.469883051,0.173469388
11015,10,1.1365665,28,0.075757576,0.388141274,0.224489796
11016,14,1.3006579,29,0.106060606,0.467434122,0.234693878
11017,0,1.1,19,0,0.370471475,0.132653061
11018,24,1.6587812,18,0.181818182,0.640487776,0.12244898
11019,0,0.33333334,6,0,0,0
11020,4,0.69804502,10,0.03030303,0.176237316,0.040816327
11021,8,0.98558021,17,0.060606061,0.315181125,0.112244898
11022,14,1.3057258,23,0.106060606,0.469883051,0.173469388
11023,18,1.3938289,37,0.136363636,0.512456554,0.316326531
11024,20,1.4896638,48,0.151515152,0.558766246,0.428571429
11025,24,1.4644111,33,0.181818182,0.546563544,0.275510204
11026,0,1.1191936,25,0,0.379746277,0.193877551
11027,28,1.5405476,35,0.212121212,0.583354503,0.295918367
11028,44,1.7841618,64,0.333333333,0.70107465,0.591836735
11029,68,2.1163981,75,0.515151515,0.861619093,0.704081633
11030,28,1.9415878,61,0.212121212,0.777146619,0.56122449
11031,9,1.3443909,41,0.068181818,0.488566943,0.357142857
11032,9,1.3006579,29,0.068181818,0.467434122,0.234693878
11033,52,1.8880572,77,0.393939394,0.751279366,0.724489796
11034,28,1.7288883,59,0.212121212,0.674365186,0.540816327
11035,44,1.7909094,49,0.333333333,0.70433525,0.43877551
11036,36,1.6673985,51,0.272727273,0.64465186,0.459183673
11037,44,1.7963344,73,0.333333333,0.706956738,0.683673469
11038,56,1.8861139,62,0.424242424,0.750340318,0.571428571
11039,10,1.1,19,0.075757576,0.370471475,0.132653061
11040,12,1.238816,33,0.090909091,0.437550652,0.275510204
11041,24,1.6700469,54,0.181818182,0.645931629,0.489795918
11042,48,1.7841618,64,0.363636364,0.70107465,0.591836735
11043,48,1.8427275,75,0.363636364,0.729374982,0.704081633
11044,38,1.7379411,44,0.287878788,0.678739714,0.387755102
11045,0,1.1365665,28,0,0.388141274,0.224489796
11046,36,1.6857162,63,0.272727273,0.653503406,0.581632653
11047,16,1.4382962,49,0.121212121,0.533944206,0.43877551
11048,6,0.8870222,18,0.045454545,0.267555562,0.12244898
11049,0,0.42239243,9,0,0.04303546,0.030612245
11050,18,1.606352,40,0.136363636,0.615152746,0.346938776
11051,0,0.88468331,25,0,0.266425355,0.193877551
11052,44,1.7909094,49,0.333333333,0.70433525,0.43877551
11053,0,1.0207884,23,0,0.332194556,0.173469388
11054,0,0.33333334,6,0,0,0
11055,4,0.70398736,7,0.03030303,0.179108795,0.010204082
11056,6,0.87255627,9,0.045454545,0.260565282,0.030612245
11057,6,0.84912294,12,0.045454545,0.249241742,0.06122449
11058,6,0.8619656,15,0.045454545,0.25544762,0.091836735
11059,8,0.98558021,17,0.060606061,0.315181125,0.112244898
11060,12,1.2052853,24,0.090909091,0.421347824,0.183673469
11061,16,1.2989333,26,0.121212121,0.466600754,0.204081633
11062,16,1.3270249,20,0.121212121,0.48017528,0.142857143
11063,22,1.4635203,36,0.166666667,0.546133088,0.306122449
11064,24,1.550553,32,0.181818182,0.588189349,0.265306122
11065,14,1.3057258,23,0.106060606,0.469883051,0.173469388
11066,8,1,20,0.060606061,0.322149109,0.142857143
11067,6,0.8619656,15,0.045454545,0.25544762,0.091836735
11068,6,0.84912294,12,0.045454545,0.249241742,0.06122449
11069,6,0.8619656,15,0.045454545,0.25544762,0.091836735
11070,8,1,20,0.060606061,0.322149109,0.142857143
11071,14,1.2989333,26,0.106060606,0.466600754,0.204081633
11072,24,1.4864661,27,0.181818182,0.557221042,0.214285714
11073,14,1.3057258,23,0.106060606,0.469883051,0.173469388
11074,8,1.0207884,23,0.060606061,0.332194556,0.173469388
11075,8,1,20,0.060606061,0.322149109,0.142857143
11076,12,1.2222222,18,0.090909091,0.429532135,0.12244898
11077,12,1.2222222,18,0.090909091,0.429532135,0.12244898
11078,8,1,20,0.060606061,0.322149109,0.142857143
11079,8,1.0207884,23,0.060606061,0.332194556,0.173469388
11080,14,1.31797,35,0.106060606,0.475799738,0.295918367
11081,12,1.2052853,24,0.090909091,0.421347824,0.183673469
11082,12,1.2123377,27,0.090909091,0.424755711,0.214285714
11083,18,1.471094,30,0.136363636,0.549792879,0.244897959
11084,18,1.471094,30,0.136363636,0.549792879,0.244897959
11085,12,1.238816,33,0.090909091,0.437550652,0.275510204
11086,16,1.4028426,40,0.121212121,0.516812187,0.346938776
11087,36,1.6666666,48,0.272727273,0.644298188,0.428571429
11088,28,1.5405476,35,0.212121212,0.583354503,0.295918367
11089,14,1.3006579,29,0.106060606,0.467434122,0.234693878
11090,8,0.98558021,17,0.060606061,0.315181125,0.112244898
11091,4,0.69804502,10,0.03030303,0.176237316,0.040816327
11092,0,0.33333334,6,0,0,0
11093,24,1.4644111,33,0.181818182,0.546563544,0.275510204
11094,0,0.98510355,14,0,0.314950791,0.081632653
11095,16,1.375,17,0.121212121,0.503357984,0.112244898
11096,12,1.2671746,15,0.090909091,0.451254199,0.091836735
11097,8,0.98510355,14,0.060606061,0.314950791,0.081632653
11098,4,0.69804502,10,0.03030303,0.176237316,0.040816327
11099,0,0.33333334,6,0,0,0
11100,0,0.42239243,9,0,0.04303546,0.030612245
11101,6,0.8870222,18,0.045454545,0.267555562,0.12244898
11102,16,1.4028426,40,0.121212121,0.516812187,0.346938776
11103,28,1.6249448,58,0.212121212,0.624137227,0.530612245
11104,38,1.8839941,65,0.287878788,0.74931598,0.602040816
11105,0,0.49860358,12,0,0.079862492,0.06122449
11106,8,1.0697098,29,0.060606061,0.355834534,0.234693878
11107,26,1.7379411,44,0.196969697,0.678739714,0.387755102
11108,0,1.2906152,42,0,0.462581252,0.367346939
11109,40,1.7325417,62,0.303030303,0.676130596,0.571428571
11110,16,1.3006579,29,0.121212121,0.467434122,0.234693878
11111,18,1.4028426,40,0.136363636,0.516812187,0.346938776
11112,0,1.0207884,23,0,0.332194556,0.173469388
11113,24,1.4644111,33,0.181818182,0.546563544,0.275510204
11114,36,1.6741856,57,0.272727273,0.647931547,0.520408163
11115,18,1.4135897,43,0.136363636,0.52200544,0.37755102
11116,56,1.8962001,56,0.424242424,0.755214208,0.510204082
11117,44,1.787379,67,0.333333333,0.702629277,0.62244898
11118,0,1.0445806,26,0,0.34369151,0.204081633
11119,22,1.5517242,50,0.166666667,0.5887553,0.448979592
11120,16,1.31797,35,0.121212121,0.475799738,0.295918367
11121,18,1.5,51,0.136363636,0.563760943,0.459183673
11122,10,1.1768752,34,0.075757576,0.407619392,0.285714286
11123,14,1.3006579,29,0.106060606,0.467434122,0.234693878
11124,16,1.3006579,29,0.121212121,0.467434122,0.234693878
11125,18,1.3873683,28,0.136363636,0.509334639,0.224489796
11126,64,2.0186343,80,0.484848485,0.814377311,0.755102041
11127,80,2.1000938,87,0.606060606,0.85374047,0.826530612
11128,16,1.3938289,37,0.121212121,0.512456554,0.316326531
11129,8,1.0445806,26,0.060606061,0.34369151,0.204081633
11130,8,1.0445806,26,0.060606061,0.34369151,0.204081633
11131,16,1.3873683,28,0.121212121,0.509334639,0.224489796
11132,16,1.3873369,34,0.121212121,0.509319466,0.285714286
11133,8,1.0445806,26,0.060606061,0.34369151,0.204081633
11134,8,0.98558021,17,0.060606061,0.315181125,0.112244898
11135,10,1.1087778,16,0.075757576,0.374713116,0.102040816
11136,28,1.5364467,38,0.212121212,0.581372851,0.326530612
11137,26,1.6684235,45,0.196969697,0.645147164,0.397959184
11138,36,1.6684235,45,0.272727273,0.645147164,0.397959184
11139,14,1.3076391,32,0.106060606,0.470807603,0.265306122
11140,10,1.1058542,22,0.075757576,0.373300363,0.163265306
11141,10,1.1087778,16,0.075757576,0.374713116,0.102040816
11142,50,1.8337219,63,0.378787879,0.725023263,0.581632653
11143,14,1.3057258,23,0.106060606,0.469883051,0.173469388
11144,8,1,20,0.060606061,0.322149109,0.142857143
11145,6,0.8870222,18,0.045454545,0.267555562,0.12244898
11146,8,1,20,0.060606061,0.322149109,0.142857143
11147,14,1.2989333,26,0.106060606,0.466600754,0.204081633
11148,0,1.238816,33,0,0.437550652,0.275510204
11149,28,1.5395753,44,0.212121212,0.582884664,0.387755102
11150,14,1.3006579,29,0.106060606,0.467434122,0.234693878
11151,10,1.1365665,28,0.075757576,0.388141274,0.224489796
11152,14,1.31797,35,0.106060606,0.475799738,0.295918367
11153,14,1.2989333,26,0.106060606,0.466600754,0.204081633
11154,8,1,20,0.060606061,0.322149109,0.142857143
11155,6,0.8619656,15,0.045454545,0.25544762,0.091836735
11156,6,0.84912294,12,0.045454545,0.249241742,0.06122449
11157,6,0.8870222,18,0.045454545,0.267555562,0.12244898
11158,10,1.1561403,31,0.075757576,0.397599797,0.255102041
11159,24,1.6684235,45,0.181818182,0.645147164,0.397959184
11160,60,1.9406976,88,0.454545455,0.776716453,0.836734694
11161,36,1.6741856,57,0.272727273,0.647931547,0.520408163
11162,60,1.9309677,76,0.454545455,0.772014735,0.714285714
11163,60,1.9323636,79,0.454545455,0.772689267,0.744897959
11164,14,1.6531878,23,0.106060606,0.637784913,0.173469388
11165,5,1.1,19,0.037878788,0.370471475,0.132653061
11166,3,0.98558021,17,0.022727273,0.315181125,0.112244898
11167,8,1.3988512,25,0.060606061,0.514883448,0.193877551
11168,28,1.8105773,27,0.212121212,0.713839245,0.214285714
11169,12,1.3057258,23,0.090909091,0.469883051,0.173469388
11170,7,1,20,0.053030303,0.322149109,0.142857143
11171,7,0.98558021,17,0.053030303,0.315181125,0.112244898
11172,10,1.2063863,21,0.075757576,0.421879854,0.153061224
11173,15,1.3988512,25,0.113636364,0.514883448,0.193877551
11174,13,1.2989333,26,0.098484848,0.466600754,0.204081633
11175,48,1.8518485,81,0.363636364,0.733782465,0.765306122
11176,0,0.68957245,17,0,0.172143169,0.112244898
11177,12,1.3006579,29,0.090909091,0.467434122,0.234693878
11178,14,1.3076391,32,0.106060606,0.470807603,0.265306122
11179,8,1,20,0.060606061,0.322149109,0.142857143
11180,6,0.8619656,15,0.045454545,0.25544762,0.091836735
11181,6,0.8619656,15,0.045454545,0.25544762,0.091836735
11182,8,1,20,0.060606061,0.322149109,0.142857143
11183,14,1.31797,35,0.106060606,0.475799738,0.295918367
11184,14,1.31797,35,0.106060606,0.475799738,0.295918367
11185,10,1.1365665,28,0.075757576,0.388141274,0.224489796
11186,14,1.3304729,38,0.106060606,0.481841436,0.326530612
11187,16,1.3845592,31,0.121212121,0.507977216,0.255102041
11188,8,1.0207884,23,0.060606061,0.332194556,0.173469388
11189,6,0.8619656,15,0.045454545,0.25544762,0.091836735
11190,6,0.84912294,12,0.045454545,0.249241742,0.06122449
11191,6,0.84912294,12,0.045454545,0.249241742,0.06122449
11192,6,0.84912294,12,0.045454545,0.249241742,0.06122449
11193,6,0.84912294,12,0.045454545,0.249241742,0.06122449
11194,6,0.84912294,12,0.045454545,0.249241742,0.06122449
11195,6,0.84912294,12,0.045454545,0.249241742,0.06122449
11196,6,0.8870222,18,0.045454545,0.267555562,0.12244898
11197,10,1.1768752,34,0.075757576,0.407619392,0.285714286
11198,26,1.7325417,62,0.196969697,0.676130596,0.571428571
11199,22,1.4666082,39,0.166666667,0.547625234,0.336734694
11200,26,1.6037242,43,0.196969697,0.613882931,0.37755102
11201,24,1.5364467,38,0.181818182,0.581372851,0.326530612
11202,16,1.3873369,34,0.121212121,0.509319466,0.285714286
11203,8,1.0697098,29,0.060606061,0.355834534,0.234693878
11204,10,1.1365665,28,0.075757576,0.388141274,0.224489796
11205,20,1.5364467,38,0.151515152,0.581372851,0.326530612
11206,56,1.8861139,62,0.424242424,0.750340318,0.571428571
11207,40,1.7426945,68,0.303030303,0.681036669,0.632653061
11208,50,1.8489804,51,0.378787879,0.732396531,0.459183673
11209,24,1.6684235,45,0.181818182,0.645147164,0.397959184
11210,10,1.1561403,31,0.075757576,0.397599797,0.255102041
11211,6,0.8870222,18,0.045454545,0.267555562,0.12244898
11212,6,0.84912294,12,0.045454545,0.249241742,0.06122449
11213,6,0.84912294,12,0.045454545,0.249241742,0.06122449
11214,6,0.8619656,15,0.045454545,0.25544762,0.091836735
11215,8,1.0445806,26,0.060606061,0.34369151,0.204081633
11216,18,1.4724894,42,0.136363636,0.55046717,0.367346939
11217,40,1.7257152,53,0.303030303,0.672831869,0.479591837
11218,36,1.6741856,57,0.272727273,0.647931547,0.520408163
11219,0,0.88468331,25,0,0.266425355,0.193877551
11220,18,1.6071428,49,0.136363636,0.615534879,0.43877551
11221,0,1.0207884,23,0,0.332194556,0.173469388
11222,28,1.5395753,44,0.212121212,0.582884664,0.387755102
11223,0,0.58170414,11,0,0.120018649,0.051020408
11224,8,1.1087778,16,0.060606061,0.374713116,0.102040816
11225,12,1.2063863,21,0.090909091,0.421879854,0.153061224
11226,10,1.1365665,28,0.075757576,0.388141274,0.224489796
11227,16,1.3938289,37,0.121212121,0.512456554,0.316326531
11228,18,1.3845592,31,0.136363636,0.507977216,0.255102041
11229,18,1.3845592,31,0.136363636,0.507977216,0.255102041
11230,0,0.33333334,6,0,0,0
11231,4,0.70398736,7,0.03030303,0.179108795,0.010204082
11232,6,0.84912294,12,0.045454545,0.249241742,0.06122449
11233,8,1.0207884,23,0.060606061,0.332194556,0.173469388
11234,16,1.4255327,46,0.121212121,0.527776581,0.408163265
11235,0,1.0207884,23,0,0.332194556,0.173469388
11236,10,1.2052853,24,0.075757576,0.421347824,0.183673469
11237,9,1.1365665,28,0.068181818,0.388141274,0.224489796
11238,17,1.4724894,42,0.128787879,0.55046717,0.367346939
11239,25,1.5405476,35,0.189393939,0.583354503,0.295918367
11240,36,1.6684235,45,0.272727273,0.645147164,0.397959184
11241,28,1.550553,32,0.212121212,0.588189349,0.265306122
11242,27,1.6684235,45,0.204545455,0.645147164,0.397959184
11243,31,1.7307693,47,0.234848485,0.67527413,0.418367347
11244,41,1.8344558,60,0.310606061,0.725377901,0.551020408
11245,0,0.98558021,17,0,0.315181125,0.112244898
11246,16,1.3270249,20,0.121212121,0.48017528,0.142857143
11247,16,1.2989333,26,0.121212121,0.466600754,0.204081633
11248,0,1.0697098,29,0,0.355834534,0.234693878
11249,0,1.2552096,36,0,0.445472428,0.306122449
11250,36,1.6684235,45,0.272727273,0.645147164,0.397959184
11251,16,1.3304729,38,0.121212121,0.481841436,0.326530612
11252,22,1.5517242,50,0.166666667,0.5887553,0.448979592
11253,14,1.3006579,29,0.106060606,0.467434122,0.234693878
11254,8,1,20,0.060606061,0.322149109,0.142857143
11255,6,0.8619656,15,0.045454545,0.25544762,0.091836735
11256,6,0.8619656,15,0.045454545,0.25544762,0.091836735
11257,8,1,20,0.060606061,0.322149109,0.142857143
11258,14,1.2989333,26,0.106060606,0.466600754,0.204081633
11259,32,1.606352,40,0.242424242,0.615152746,0.346938776
11260,0,0.33333334,6,0,0,0
11261,4,0.70398736,7,0.03030303,0.179108795,0.010204082
11262,6,0.84912294,12,0.045454545,0.249241742,0.06122449
11263,8,1,20,0.060606061,0.322149109,0.142857143
11264,14,1.3057258,23,0.106060606,0.469883051,0.173469388
11265,24,1.4864661,27,0.181818182,0.557221042,0.214285714
11266,14,1.2989333,26,0.106060606,0.466600754,0.204081633
11267,10,1.1768752,34,0.075757576,0.407619392,0.285714286
11268,18,1.4896638,48,0.136363636,0.558766246,0.428571429
11269,0,0.42239243,9,0,0.04303546,0.030612245
11270,6,0.8619656,15,0.045454545,0.25544762,0.091836735
11271,14,1.3270249,20,0.106060606,0.48017528,0.142857143
11272,0,0.58170414,11,0,0.120018649,0.051020408
11273,8,1.1492875,13,0.060606061,0.394288362,0.071428571
11274,30,1.7426945,68,0.227272727,0.681036669,0.632653061
11275,24,1.5598243,53,0.181818182,0.59266946,0.479591837
11276,44,1.787379,67,0.333333333,0.702629277,0.62244898
11277,28,1.5365106,41,0.212121212,0.581403729,0.357142857
11278,26,1.6981779,36,0.196969697,0.659525194,0.306122449
11279,32,1.6037242,43,0.242424242,0.613882931,0.37755102
11280,16,1.3873369,34,0.121212121,0.509319466,0.285714286
11281,8,1.0207884,23,0.060606061,0.332194556,0.173469388
11282,6,0.8619656,15,0.045454545,0.25544762,0.091836735
11283,6,0.84912294,12,0.045454545,0.249241742,0.06122449
11284,6,0.84912294,12,0.045454545,0.249241742,0.06122449
11285,6,0.8619656,15,0.045454545,0.25544762,0.091836735
11286,8,1.0207884,23,0.060606061,0.332194556,0.173469388
11287,16,1.3845592,31,0.121212121,0.507977216,0.255102041
11288,24,1.6261337,34,0.181818182,0.624711732,0.285714286
11289,25,1.6981779,36,0.189393939,0.659525194,0.306122449
11290,27,1.6474625,31,0.204545455,0.635018313,0.255102041
11291,13,1.2989333,26,0.098484848,0.466600754,0.204081633
11292,5,1,20,0.037878788,0.322149109,0.142857143
11293,4,1.0207884,23,0.03030303,0.332194556,0.173469388
11294,13,1.3938289,37,0.098484848,0.512456554,0.316326531
11295,32,1.6132691,37,0.242424242,0.618495253,0.316326531
11296,14,1.3006579,29,0.106060606,0.467434122,0.234693878
11297,8,1,20,0.060606061,0.322149109,0.142857143
11298,6,0.8870222,18,0.045454545,0.267555562,0.12244898
11299,8,1.0207884,23,0.060606061,0.332194556,0.173469388
11300,16,1.4135897,43,0.121212121,0.52200544,0.37755102
11301,34,1.6666666,48,0.257575758,0.644298188,0.428571429
11302,31,1.6734514,42,0.234848485,0.647576764,0.367346939
11303,48,1.8518485,81,0.363636364,0.733782465,0.765306122
11304,56,1.8839941,65,0.424242424,0.74931598,0.602040816
11305,42,1.787379,67,0.318181818,0.702629277,0.62244898
11306,32,1.6700469,54,0.242424242,0.645931629,0.489795918
11307,44,1.8,46,0.333333333,0.708728043,0.408163265
11308,0,0.98558021,17,0,0.315181125,0.112244898
11309,0,1.1365665,28,0,0.388141274,0.224489796
11310,20,1.3873683,28,0.151515152,0.509334639,0.224489796
11311,0,0.91666669,21,0,0.281880481,0.153061224
11312,0,0.91666669,21,0,0.281880481,0.153061224
11313,44,1.7812788,58,0.333333333,0.699681516,0.530612245
11314,28,1.5395753,44,0.212121212,0.582884664,0.387755102
11315,40,1.7288883,59,0.303030303,0.674365186,0.540816327
11316,32,1.6071428,49,0.242424242,0.615534879,0.43877551
11317,36,1.6794915,60,0.272727273,0.650495484,0.551020408
11318,36,1.6673985,51,0.272727273,0.64465186,0.459183673
11319,44,1.787379,67,0.333333333,0.702629277,0.62244898
11320,16,1.4255327,46,0.121212121,0.527776581,0.408163265
11321,8,1.0207884,23,0.060606061,0.332194556,0.173469388
11322,6,0.8619656,15,0.045454545,0.25544762,0.091836735
11323,6,0.8619656,15,0.045454545,0.25544762,0.091836735
11324,8,1.0207884,23,0.060606061,0.332194556,0.173469388
11325,16,1.3938289,37,0.121212121,0.512456554,0.316326531
11326,20,1.471094,30,0.151515152,0.549792879,0.244897959
11327,16,1.3076391,32,0.121212121,0.470807603,0.265306122
11328,80,2.1057987,81,0.606060606,0.856497212,0.765306122
11329,40,1.7325417,62,0.303030303,0.676130596,0.571428571
11330,20,1.5364467,38,0.151515152,0.581372851,0.326530612
11331,10,1.1365665,28,0.075757576,0.388141274,0.224489796
11332,8,1.0952908,32,0.060606061,0.368195879,0.265306122
11333,18,1.4803609,45,0.136363636,0.554270865,0.397959184
11334,32,1.6037242,43,0.242424242,0.613882931,0.37755102
11335,32,1.6042534,46,0.242424242,0.614138653,0.408163265
11336,58,1.9304764,73,0.439393939,0.771777327,0.683673469
11337,18,1.4644111,33,0.136363636,0.546563544,0.275510204
11338,14,1.3076391,32,0.106060606,0.470807603,0.265306122
11339,18,1.4644111,33,0.136363636,0.546563544,0.275510204
11340,18,1.4864661,27,0.136363636,0.557221042,0.214285714
11341,10,1.1058542,22,0.075757576,0.373300363,0.163265306
11342,6,0.8870222,18,0.045454545,0.267555562,0.12244898
11343,6,0.84912294,12,0.045454545,0.249241742,0.06122449
11344,6,0.84912294,12,0.045454545,0.249241742,0.06122449
11345,6,0.8870222,18,0.045454545,0.267555562,0.12244898
11346,10,1.1058542,22,0.075757576,0.373300363,0.163265306
11347,18,1.4864661,27,0.136363636,0.557221042,0.214285714
11348,18,1.4864661,27,0.136363636,0.557221042,0.214285714
11349,10,1.1365665,28,0.075757576,0.388141274,0.224489796
11350,10,1.1365665,28,0.075757576,0.388141274,0.224489796
11351,18,1.4864661,27,0.136363636,0.557221042,0.214285714
11352,30,1.7307693,47,0.227272727,0.67527413,0.418367347
