Ref,Choice R3,Integration [HH] R3,Total Connectivity R3,Choice R3,Integration [HH] R3,Total Connectivity R3
432,29,1.7217885,53,0.055238095,0.533002819,0.117048346
433,20,1.569167,49,0.038095238,0.474414186,0.106870229
434,16,1.3938289,59,0.03047619,0.407105061,0.132315522
435,12,1.238816,48,0.022857143,0.347598413,0.1043257
436,18,1.5154221,39,0.034285714,0.453782491,0.081424936
437,20,1.569167,44,0.038095238,0.474414186,0.094147583
438,36,1.7217885,50,0.068571429,0.533002819,0.109414758
439,20,1.4644111,48,0.038095238,0.434200291,0.1043257
440,16,1.31797,55,0.03047619,0.377984202,0.122137405
441,20,1.3938289,59,0.038095238,0.407105061,0.132315522
442,28,1.6684235,77,0.053333333,0.512516961,0.178117048
443,51,1.8489804,92,0.097142857,0.581829489,0.216284987
444,28,1.6673985,91,0.053333333,0.512123482,0.213740458
445,24,1.5598243,89,0.045714286,0.470827693,0.208651399
446,20,1.4896638,85,0.038095238,0.443894346,0.198473282
447,18,1.4516129,93,0.034285714,0.429287294,0.218829517
448,40,1.7288883,99,0.076190476,0.535728304,0.234096692
449,62,1.9415878,108,0.118095238,0.617379794,0.256997455
450,56,1.8861139,116,0.106666667,0.596084368,0.27735369
451,28,1.6673985,90,0.053333333,0.512123482,0.211195929
452,22,1.4666082,63,0.041904762,0.435043718,0.142493639
453,24,1.4635203,61,0.045714286,0.433858329,0.13740458
454,14,1.3076391,51,0.026666667,0.374018356,0.111959288
455,10,1.1191936,35,0.019047619,0.301677538,0.071246819
456,12,1.2063863,30,0.022857143,0.335149238,0.058524173
457,12,1.2063863,31,0.022857143,0.335149238,0.061068702
458,20,1.3873369,51,0.038095238,0.4046129,0.111959288
459,28,1.6828449,60,0.053333333,0.518053076,0.134860051
